"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"30.08.2019/2020","Defensa y Justicia",0,,"Banfield",0,,"Superliga"
"30.08.2019/2020","Estudiantes L.P.",0,,"Velez Sarsfield",1,,"Superliga"
"30.08.2019/2020","Lanus",1,,"Central Cordoba",0,,"Superliga"
"26.08.2019/2020","Huracan",0,,"Argentinos Jrs",0,,"Superliga"
"26.08.2019/2020","Aldosivi",3,,"Atl. Tucuman",0,,"Superliga"
"25.08.2019/2020","Banfield",0,,"Boca Juniors",1,,"Superliga"
"25.08.2019/2020","River Plate",0,,"Talleres Cordoba",1,,"Superliga"
"25.08.2019/2020","Central Cordoba",0,,"Racing Club",0,,"Superliga"
"25.08.2019/2020","Union de Santa Fe",1,,"Lanus",2,,"Superliga"
"25.08.2019/2020","Godoy Cruz",2,,"Estudiantes L.P.",1,,"Superliga"
"24.08.2019/2020","Independiente",2,,"Colon Santa FE",0,,"Superliga"
"24.08.2019/2020","Rosario Central",1,,"Patronato",1,,"Superliga"
"24.08.2019/2020","Velez Sarsfield",3,,"Newells Old Boys",1,,"Superliga"
"24.08.2019/2020","Gimnasia L.P.",0,,"Defensa y Justicia",1,,"Superliga"
"23.08.2019/2020","Arsenal Sarandi",0,,"San Lorenzo",2,,"Superliga"
"19.08.2019/2020","Estudiantes L.P.",3,,"Independiente",0,,"Superliga"
"19.08.2019/2020","Colon Santa FE",2,,"Gimnasia L.P.",1,,"Superliga"
"19.08.2019/2020","Atl. Tucuman",1,,"Godoy Cruz",0,,"Superliga"
"18.08.2019/2020","Boca Juniors",2,,"Aldosivi",0,,"Superliga"
"18.08.2019/2020","Lanus",3,,"Velez Sarsfield",1,,"Superliga"
"18.08.2019/2020","Defensa y Justicia",0,,"Arsenal Sarandi",3,,"Superliga"
"18.08.2019/2020","Patronato",2,,"Huracan",1,,"Superliga"
"17.08.2019/2020","Racing Club",1,,"River Plate",6,,"Superliga"
"17.08.2019/2020","San Lorenzo",2,,"Rosario Central",2,,"Superliga"
"17.08.2019/2020","Newells Old Boys",2,,"Union de Santa Fe",0,,"Superliga"
"16.08.2019/2020","Talleres Cordoba",1,,"Central Cordoba",1,,"Superliga"
"16.08.2019/2020","Argentinos Jrs",3,,"Banfield",2,,"Superliga"
"05.08.2019/2020","Godoy Cruz",0,,"Arsenal Sarandi",2,,"Superliga"
"04.08.2019/2020","Patronato",0,,"Boca Juniors",2,,"Superliga"
"04.08.2019/2020","River Plate",3,,"Lanus",0,,"Superliga"
"04.08.2019/2020","Banfield",1,,"Estudiantes L.P.",0,,"Superliga"
"04.08.2019/2020","Gimnasia L.P.",0,,"San Lorenzo",1,,"Superliga"
"04.08.2019/2020","Union de Santa Fe",2,,"Defensa y Justicia",1,,"Superliga"
"03.08.2019/2020","Velez Sarsfield",2,,"Racing Club",2,,"Superliga"
"03.08.2019/2020","Central Cordoba",1,,"Atl. Tucuman",0,,"Superliga"
"03.08.2019/2020","Rosario Central",1,,"Talleres Cordoba",0,,"Superliga"
"03.08.2019/2020","Aldosivi",0,,"Argentinos Jrs",0,,"Superliga"
"02.08.2019/2020","Huracan",2,,"Colon Santa FE",0,,"Superliga"
"29.07.2019/2020","Atl. Tucuman",1,,"Rosario Central",2,,"Superliga"
"29.07.2019/2020","Arsenal Sarandi",1,,"Banfield",0,,"Superliga"
"28.07.2019/2020","Boca Juniors",0,,"Huracan",0,,"Superliga"
"28.07.2019/2020","Defensa y Justicia",0,,"Independiente",1,,"Superliga"
"28.07.2019/2020","Talleres Cordoba",1,,"Velez Sarsfield",0,,"Superliga"
"28.07.2019/2020","Newells Old Boys",2,,"Central Cordoba",0,,"Superliga"
"28.07.2019/2020","Estudiantes L.P.",1,,"Aldosivi",0,,"Superliga"
"27.07.2019/2020","Argentinos Jrs",1,,"River Plate",1,,"Superliga"
"27.07.2019/2020","Lanus",1,,"Gimnasia L.P.",1,,"Superliga"
"27.07.2019/2020","San Lorenzo",3,,"Godoy Cruz",2,,"Superliga"
"27.07.2019/2020","Colon Santa FE",0,,"Patronato",1,,"Superliga"
"26.07.2019/2020","Racing Club",0,,"Union de Santa Fe",0,,"Superliga"
"07.04.2018/2019","Racing Club",1,,"Defensa y Justicia",1,,"Superliga"
"07.04.2018/2019","Belgrano",1,,"Godoy Cruz",0,,"Superliga"
"07.04.2018/2019","Patronato",2,,"Argentinos Jrs",1,,"Superliga"
"07.04.2018/2019","River Plate",2,,"Tigre",3,,"Superliga"
"07.04.2018/2019","San Martin S.J.",2,,"Talleres Cordoba",1,,"Superliga"
"07.04.2018/2019","Rosario Central",1,,"Independiente",2,,"Superliga"
"07.04.2018/2019","Huracan",2,,"Atl. Tucuman",0,,"Superliga"
"06.04.2018/2019","Aldosivi",1,,"Boca Juniors",1,,"Superliga"
"06.04.2018/2019","Velez Sarsfield",4,,"Lanus",0,,"Superliga"
"06.04.2018/2019","Banfield",1,,"Newells Old Boys",1,,"Superliga"
"06.04.2018/2019","Union de Santa Fe",0,,"Estudiantes L.P.",0,,"Superliga"
"06.04.2018/2019","Gimnasia L.P.",3,,"Colon Santa FE",2,,"Superliga"
"05.04.2018/2019","San Martin T.",0,,"San Lorenzo",0,,"Superliga"
"01.04.2018/2019","Colon Santa FE",0,,"San Martin S.J.",0,,"Superliga"
"01.04.2018/2019","Estudiantes L.P.",1,,"San Martin T.",1,,"Superliga"
"31.03.2018/2019","Defensa y Justicia",1,,"Union de Santa Fe",1,,"Superliga"
"31.03.2018/2019","Tigre",1,,"Racing Club",1,,"Superliga"
"31.03.2018/2019","Argentinos Jrs",0,,"Rosario Central",2,,"Superliga"
"31.03.2018/2019","Lanus",3,,"Belgrano",1,,"Superliga"
"31.03.2018/2019","Atl. Tucuman",1,,"Aldosivi",0,,"Superliga"
"30.03.2018/2019","Talleres Cordoba",0,,"River Plate",2,,"Superliga"
"30.03.2018/2019","Independiente",2,,"Velez Sarsfield",1,,"Superliga"
"30.03.2018/2019","Godoy Cruz",2,,"Patronato",1,,"Superliga"
"30.03.2018/2019","San Lorenzo",1,,"Gimnasia L.P.",1,,"Superliga"
"29.03.2018/2019","Boca Juniors",2,,"Banfield",0,,"Superliga"
"29.03.2018/2019","Newells Old Boys",3,,"Huracan",1,,"Superliga"
"23.03.2018/2019","Colon Santa FE",1,,"San Lorenzo",1,,"Superliga"
"18.03.2018/2019","Huracan",0,,"Estudiantes L.P.",1,,"Superliga"
"18.03.2018/2019","Banfield",2,,"Godoy Cruz",2,,"Superliga"
"17.03.2018/2019","San Martin T.",1,,"Boca Juniors",4,,"Superliga"
"17.03.2018/2019","River Plate",3,,"Independiente",0,,"Superliga"
"17.03.2018/2019","Rosario Central",0,,"San Lorenzo",1,,"Superliga"
"17.03.2018/2019","Talleres Cordoba",1,,"Tigre",3,,"Superliga"
"17.03.2018/2019","Patronato",2,,"Defensa y Justicia",0,,"Superliga"
"16.03.2018/2019","Racing Club",1,,"Belgrano",0,,"Superliga"
"16.03.2018/2019","San Martin S.J.",2,,"Argentinos Jrs",3,,"Superliga"
"16.03.2018/2019","Union de Santa Fe",3,,"Lanus",0,,"Superliga"
"16.03.2018/2019","Velez Sarsfield",2,,"Atl. Tucuman",0,,"Superliga"
"15.03.2018/2019","Aldosivi",3,,"Colon Santa FE",0,,"Superliga"
"15.03.2018/2019","Gimnasia L.P.",1,,"Newells Old Boys",0,,"Superliga"
"11.03.2018/2019","Argentinos Jrs",0,,"Velez Sarsfield",0,,"Superliga"
"11.03.2018/2019","Defensa y Justicia",3,,"Banfield",2,,"Superliga"
"11.03.2018/2019","Tigre",2,,"Union de Santa Fe",2,,"Superliga"
"10.03.2018/2019","Atl. Tucuman",0,,"River Plate",1,,"Superliga"
"10.03.2018/2019","Huracan",1,,"San Martin T.",3,,"Superliga"
"10.03.2018/2019","Independiente",2,,"Aldosivi",0,,"Superliga"
"10.03.2018/2019","Estudiantes L.P.",1,,"Gimnasia L.P.",0,,"Superliga"
"09.03.2018/2019","Boca Juniors",3,,"San Lorenzo",0,,"Superliga"
"09.03.2018/2019","Colon Santa FE",1,,"Racing Club",1,,"Superliga"
"09.03.2018/2019","Godoy Cruz",0,,"Rosario Central",0,,"Superliga"
"09.03.2018/2019","Newells Old Boys",1,,"Talleres Cordoba",2,,"Superliga"
"08.03.2018/2019","Belgrano",3,,"Patronato",0,,"Superliga"
"08.03.2018/2019","Lanus",1,,"San Martin S.J.",1,,"Superliga"
"04.03.2018/2019","Aldosivi",0,,"Defensa y Justicia",1,,"Superliga"
"04.03.2018/2019","Velez Sarsfield",1,,"Tigre",2,,"Superliga"
"04.03.2018/2019","Banfield",1,,"Atl. Tucuman",2,,"Superliga"
"03.03.2018/2019","Gimnasia L.P.",1,,"Independiente",0,,"Superliga"
"03.03.2018/2019","Racing Club",1,,"Estudiantes L.P.",0,,"Superliga"
"03.03.2018/2019","Patronato",1,,"Huracan",0,,"Superliga"
"03.03.2018/2019","Talleres Cordoba",2,,"Colon Santa FE",0,,"Superliga"
"02.03.2018/2019","River Plate",4,,"Newells Old Boys",2,,"Superliga"
"02.03.2018/2019","San Martin S.J.",0,,"Godoy Cruz",0,,"Superliga"
"02.03.2018/2019","San Martin T.",1,,"Lanus",2,,"Superliga"
"02.03.2018/2019","Rosario Central",0,,"Belgrano",0,,"Superliga"
"01.03.2018/2019","Union de Santa Fe",1,,"Boca Juniors",3,,"Superliga"
"01.03.2018/2019","San Lorenzo",2,,"Argentinos Jrs",3,,"Superliga"
"25.02.2018/2019","Newells Old Boys",3,,"San Martin S.J.",0,,"Superliga"
"25.02.2018/2019","Aldosivi",0,,"Gimnasia L.P.",0,,"Superliga"
"24.02.2018/2019","Defensa y Justicia",0,,"Boca Juniors",1,,"Superliga"
"24.02.2018/2019","Atl. Tucuman",0,,"Argentinos Jrs",0,,"Superliga"
"24.02.2018/2019","Estudiantes L.P.",0,,"Talleres Cordoba",1,,"Superliga"
"24.02.2018/2019","River Plate",2,,"San Martin T.",1,,"Superliga"
"23.02.2018/2019","Independiente",1,,"Racing Club",3,,"Superliga"
"23.02.2018/2019","Belgrano",0,,"San Lorenzo",0,,"Superliga"
"23.02.2018/2019","Godoy Cruz",0,,"Velez Sarsfield",2,,"Superliga"
"23.02.2018/2019","Huracan",1,,"Union de Santa Fe",3,,"Superliga"
"22.02.2018/2019","Colon Santa FE",0,,"Banfield",1,,"Superliga"
"22.02.2018/2019","Lanus",2,,"Rosario Central",0,,"Superliga"
"22.02.2018/2019","Tigre",2,,"Patronato",1,,"Superliga"
"20.02.2018/2019","Boca Juniors",1,,"Atl. Tucuman",2,,"Superliga"
"18.02.2018/2019","Racing Club",3,,"Godoy Cruz",0,,"Superliga"
"18.02.2018/2019","Argentinos Jrs",2,,"Estudiantes L.P.",1,,"Superliga"
"17.02.2018/2019","Banfield",1,,"River Plate",1,,"Superliga"
"17.02.2018/2019","Boca Juniors",2,,"Lanus",1,,"Superliga"
"17.02.2018/2019","Rosario Central",0,,"Tigre",2,,"Superliga"
"17.02.2018/2019","Talleres Cordoba",0,,"Huracan",0,,"Superliga"
"16.02.2018/2019","San Martin S.J.",1,,"Independiente",1,,"Superliga"
"16.02.2018/2019","Gimnasia L.P.",0,,"Defensa y Justicia",1,,"Superliga"
"16.02.2018/2019","Patronato",0,,"Aldosivi",0,,"Superliga"
"16.02.2018/2019","San Lorenzo",1,,"Newells Old Boys",1,,"Superliga"
"15.02.2018/2019","San Martin T.",0,,"Belgrano",0,,"Superliga"
"15.02.2018/2019","Union de Santa Fe",3,,"Atl. Tucuman",0,,"Superliga"
"15.02.2018/2019","Velez Sarsfield",1,,"Colon Santa FE",1,,"Superliga"
"14.02.2018/2019","Rosario Central",1,,"River Plate",1,,"Superliga"
"11.02.2018/2019","Aldosivi",1,,"San Martin S.J.",0,,"Superliga"
"11.02.2018/2019","Defensa y Justicia",2,,"Argentinos Jrs",1,,"Superliga"
"10.02.2018/2019","Belgrano",1,,"Boca Juniors",1,,"Superliga"
"10.02.2018/2019","River Plate",2,,"Racing Club",0,,"Superliga"
"10.02.2018/2019","Godoy Cruz",3,,"San Martin T.",2,,"Superliga"
"10.02.2018/2019","Newells Old Boys",0,,"Rosario Central",0,,"Superliga"
"09.02.2018/2019","Atl. Tucuman",0,,"Talleres Cordoba",0,,"Superliga"
"09.02.2018/2019","Independiente",2,,"Union de Santa Fe",1,,"Superliga"
"09.02.2018/2019","Estudiantes L.P.",1,,"Patronato",0,,"Superliga"
"08.02.2018/2019","Huracan",1,,"Velez Sarsfield",1,,"Superliga"
"08.02.2018/2019","Lanus",2,,"Gimnasia L.P.",0,,"Superliga"
"08.02.2018/2019","Tigre",4,,"Banfield",4,,"Superliga"
"04.02.2018/2019","San Martin S.J.",3,,"Estudiantes L.P.",0,,"Superliga"
"04.02.2018/2019","Patronato",3,,"Atl. Tucuman",0,,"Superliga"
"03.02.2018/2019","Velez Sarsfield",1,,"River Plate",2,,"Superliga"
"03.02.2018/2019","Racing Club",3,,"Huracan",1,,"Superliga"
"03.02.2018/2019","Boca Juniors",2,,"Godoy Cruz",0,,"Superliga"
"03.02.2018/2019","Union de Santa Fe",0,,"Newells Old Boys",0,,"Superliga"
"02.02.2018/2019","Rosario Central",0,,"Aldosivi",0,,"Superliga"
"02.02.2018/2019","Argentinos Jrs",0,,"Belgrano",0,,"Superliga"
"02.02.2018/2019","Lanus",1,,"Colon Santa FE",0,,"Superliga"
"02.02.2018/2019","San Lorenzo",0,,"Independiente",0,,"Superliga"
"01.02.2018/2019","San Martin T.",1,,"Defensa y Justicia",2,,"Superliga"
"01.02.2018/2019","Talleres Cordoba",3,,"Banfield",1,,"Superliga"
"01.02.2018/2019","Gimnasia L.P.",3,,"Tigre",1,,"Superliga"
"31.01.2018/2019","San Martin S.J.",0,,"Boca Juniors",4,,"Superliga"
"30.01.2018/2019","Godoy Cruz",0,,"River Plate",4,,"Superliga"
"28.01.2018/2019","Estudiantes L.P.",1,,"Velez Sarsfield",2,,"Superliga"
"28.01.2018/2019","Colon Santa FE",2,,"Argentinos Jrs",0,,"Superliga"
"27.01.2018/2019","Newells Old Boys",1,,"Boca Juniors",1,,"Superliga"
"27.01.2018/2019","River Plate",1,,"Patronato",3,,"Superliga"
"27.01.2018/2019","Belgrano",0,,"Union de Santa Fe",0,,"Superliga"
"27.01.2018/2019","Independiente",1,,"Talleres Cordoba",1,,"Superliga"
"26.01.2018/2019","Aldosivi",1,,"Racing Club",3,,"Superliga"
"26.01.2018/2019","Atl. Tucuman",4,,"Gimnasia L.P.",1,,"Superliga"
"26.01.2018/2019","Huracan",2,,"Rosario Central",1,,"Superliga"
"26.01.2018/2019","Tigre",2,,"San Martin T.",2,,"Superliga"
"25.01.2018/2019","Defensa y Justicia",1,,"San Lorenzo",0,,"Superliga"
"25.01.2018/2019","Banfield",1,,"San Martin S.J.",1,,"Superliga"
"25.01.2018/2019","Godoy Cruz",0,,"Lanus",2,,"Superliga"
"23.01.2018/2019","River Plate",1,,"Union de Santa Fe",2,,"Superliga"
"20.01.2018/2019","San Lorenzo",0,,"Huracan",0,,"Superliga"
"19.01.2018/2019","River Plate",0,,"Defensa y Justicia",1,,"Superliga"
"13.12.2018/2019","Huracan",0,,"Argentinos Jrs",0,,"Superliga"
"10.12.2018/2019","Belgrano",1,,"Tigre",2,,"Superliga"
"10.12.2018/2019","Patronato",3,,"Velez Sarsfield",3,,"Superliga"
"09.12.2018/2019","Racing Club",1,,"San Martin S.J.",0,,"Superliga"
"09.12.2018/2019","Argentinos Jrs",1,,"Aldosivi",2,,"Superliga"
"09.12.2018/2019","Gimnasia L.P.",2,,"Huracan",2,,"Superliga"
"08.12.2018/2019","Godoy Cruz",1,,"Independiente",1,,"Superliga"
"08.12.2018/2019","Defensa y Justicia",3,,"Colon Santa FE",0,,"Superliga"
"08.12.2018/2019","Lanus",2,,"Talleres Cordoba",1,,"Superliga"
"08.12.2018/2019","San Lorenzo",1,,"Estudiantes L.P.",1,,"Superliga"
"08.12.2018/2019","Union de Santa Fe",0,,"Banfield",1,,"Superliga"
"07.12.2018/2019","San Martin T.",0,,"Newells Old Boys",3,,"Superliga"
"03.12.2018/2019","Huracan",1,,"Defensa y Justicia",1,,"Superliga"
"03.12.2018/2019","Talleres Cordoba",1,,"Racing Club",3,,"Superliga"
"03.12.2018/2019","San Martin S.J.",2,,"Union de Santa Fe",0,,"Superliga"
"03.12.2018/2019","Velez Sarsfield",2,,"Rosario Central",0,,"Superliga"
"03.12.2018/2019","Tigre",1,,"Godoy Cruz",3,,"Superliga"
"02.12.2018/2019","River Plate",3,,"Gimnasia L.P.",1,,"Superliga"
"02.12.2018/2019","Independiente",0,,"Boca Juniors",1,,"Superliga"
"02.12.2018/2019","Aldosivi",2,,"San Lorenzo",2,,"Superliga"
"01.12.2018/2019","Banfield",0,,"Argentinos Jrs",1,,"Superliga"
"01.12.2018/2019","Atl. Tucuman",2,,"San Martin T.",3,,"Superliga"
"01.12.2018/2019","Estudiantes L.P.",1,,"Lanus",1,,"Superliga"
"30.11.2018/2019","Newells Old Boys",1,,"Patronato",0,,"Superliga"
"30.11.2018/2019","Colon Santa FE",1,,"Belgrano",1,,"Superliga"
"27.11.2018/2019","Rosario Central",1,,"San Martin S.J.",0,,"Superliga"
"26.11.2018/2019","Lanus",1,,"Independiente",0,,"Superliga"
"26.11.2018/2019","Defensa y Justicia",2,,"Tigre",1,,"Superliga"
"25.11.2018/2019","Racing Club",0,,"Banfield",0,,"Superliga"
"25.11.2018/2019","Aldosivi",1,,"Newells Old Boys",0,,"Superliga"
"25.11.2018/2019","San Martin T.",0,,"Colon Santa FE",0,,"Superliga"
"25.11.2018/2019","Union de Santa Fe",0,,"Velez Sarsfield",2,,"Superliga"
"23.11.2018/2019","Argentinos Jrs",0,,"Talleres Cordoba",2,,"Superliga"
"23.11.2018/2019","Rosario Central",2,,"Estudiantes L.P.",1,,"Superliga"
"23.11.2018/2019","Belgrano",1,,"Atl. Tucuman",3,,"Superliga"
"21.11.2018/2019","Gimnasia L.P.",0,,"San Martin S.J.",2,,"Superliga"
"18.11.2018/2019","Defensa y Justicia",1,,"Estudiantes L.P.",1,,"Superliga"
"18.11.2018/2019","San Lorenzo",0,,"Atl. Tucuman",2,,"Superliga"
"17.11.2018/2019","Boca Juniors",1,,"Patronato",0,,"Superliga"
"12.11.2018/2019","Patronato",3,,"San Martin T.",3,,"Superliga"
"12.11.2018/2019","Velez Sarsfield",0,,"San Lorenzo",0,,"Superliga"
"12.11.2018/2019","Huracan",2,,"Godoy Cruz",1,,"Superliga"
"12.11.2018/2019","Newells Old Boys",0,,"Defensa y Justicia",0,,"Superliga"
"12.11.2018/2019","Tigre",2,,"Argentinos Jrs",1,,"Superliga"
"11.11.2018/2019","Banfield",0,,"Lanus",0,,"Superliga"
"11.11.2018/2019","Gimnasia L.P.",0,,"Racing Club",3,,"Superliga"
"11.11.2018/2019","Independiente",2,,"Belgrano",1,,"Superliga"
"10.11.2018/2019","Colon Santa FE",1,,"Estudiantes L.P.",1,,"Superliga"
"09.11.2018/2019","Atl. Tucuman",2,,"Rosario Central",1,,"Superliga"
"09.11.2018/2019","Talleres Cordoba",0,,"Aldosivi",0,,"Superliga"
"07.11.2018/2019","Independiente",4,,"San Martin T.",0,,"Superliga"
"05.11.2018/2019","Lanus",0,,"Huracan",1,,"Superliga"
"05.11.2018/2019","Defensa y Justicia",3,,"Velez Sarsfield",2,,"Superliga"
"04.11.2018/2019","San Martin T.",2,,"San Martin S.J.",0,,"Superliga"
"04.11.2018/2019","Racing Club",1,,"Newells Old Boys",0,,"Superliga"
"04.11.2018/2019","San Lorenzo",0,,"Talleres Cordoba",1,,"Superliga"
"04.11.2018/2019","Rosario Central",1,,"Colon Santa FE",1,,"Superliga"
"04.11.2018/2019","Argentinos Jrs",0,,"Independiente",2,,"Superliga"
"03.11.2018/2019","Boca Juniors",4,,"Tigre",1,,"Superliga"
"03.11.2018/2019","Estudiantes L.P.",1,,"River Plate",0,,"Superliga"
"03.11.2018/2019","Godoy Cruz",1,,"Atl. Tucuman",0,,"Superliga"
"03.11.2018/2019","Aldosivi",1,,"Banfield",4,,"Superliga"
"02.11.2018/2019","Union de Santa Fe",2,,"Patronato",2,,"Superliga"
"02.11.2018/2019","Belgrano",2,,"Gimnasia L.P.",0,,"Superliga"
"29.10.2018/2019","San Martin S.J.",0,,"Defensa y Justicia",1,,"Superliga"
"29.10.2018/2019","Newells Old Boys",2,,"Argentinos Jrs",0,,"Superliga"
"28.10.2018/2019","Atl. Tucuman",4,,"Independiente",2,,"Superliga"
"28.10.2018/2019","Banfield",0,,"Estudiantes L.P.",2,,"Superliga"
"28.10.2018/2019","Velez Sarsfield",1,,"Belgrano",0,,"Superliga"
"28.10.2018/2019","Patronato",2,,"Rosario Central",1,,"Superliga"
"28.10.2018/2019","Racing Club",2,,"San Lorenzo",1,,"Superliga"
"27.10.2018/2019","Talleres Cordoba",0,,"San Martin T.",0,,"Superliga"
"27.10.2018/2019","Union de Santa Fe",0,,"Godoy Cruz",3,,"Superliga"
"27.10.2018/2019","Gimnasia L.P.",2,,"Boca Juniors",1,,"Superliga"
"27.10.2018/2019","River Plate",1,,"Aldosivi",0,,"Superliga"
"26.10.2018/2019","Huracan",3,,"Colon Santa FE",2,,"Superliga"
"26.10.2018/2019","Tigre",1,,"Lanus",1,,"Superliga"
"24.10.2018/2019","Estudiantes L.P.",1,,"Newells Old Boys",0,,"Superliga"
"22.10.2018/2019","San Lorenzo",2,,"San Martin S.J.",1,,"Superliga"
"22.10.2018/2019","Belgrano",1,,"Banfield",1,,"Superliga"
"21.10.2018/2019","San Martin T.",2,,"Racing Club",1,,"Superliga"
"21.10.2018/2019","Independiente",3,,"Huracan",1,,"Superliga"
"21.10.2018/2019","Argentinos Jrs",0,,"Union de Santa Fe",1,,"Superliga"
"21.10.2018/2019","Estudiantes L.P.",1,,"Atl. Tucuman",1,,"Superliga"
"20.10.2018/2019","Newells Old Boys",2,,"Tigre",0,,"Superliga"
"20.10.2018/2019","Boca Juniors",0,,"Rosario Central",0,,"Superliga"
"20.10.2018/2019","Lanus",3,,"Patronato",1,,"Superliga"
"20.10.2018/2019","Godoy Cruz",2,,"Aldosivi",0,,"Superliga"
"19.10.2018/2019","Colon Santa FE",1,,"River Plate",0,,"Superliga"
"19.10.2018/2019","Defensa y Justicia",2,,"Talleres Cordoba",0,,"Superliga"
"19.10.2018/2019","Velez Sarsfield",1,,"Gimnasia L.P.",0,,"Superliga"
"08.10.2018/2019","Colon Santa FE",1,,"Newells Old Boys",0,,"Superliga"
"08.10.2018/2019","Tigre",1,,"Estudiantes L.P.",0,,"Superliga"
"07.10.2018/2019","Racing Club",2,,"Boca Juniors",2,,"Superliga"
"07.10.2018/2019","Talleres Cordoba",3,,"Belgrano",0,,"Superliga"
"07.10.2018/2019","Rosario Central",0,,"Union de Santa Fe",4,,"Superliga"
"07.10.2018/2019","Atl. Tucuman",0,,"Lanus",0,,"Superliga"
"07.10.2018/2019","Banfield",2,,"San Lorenzo",0,,"Superliga"
"06.10.2018/2019","Patronato",1,,"Independiente",2,,"Superliga"
"06.10.2018/2019","San Martin S.J.",3,,"Velez Sarsfield",1,,"Superliga"
"06.10.2018/2019","Gimnasia L.P.",1,,"Godoy Cruz",0,,"Superliga"
"06.10.2018/2019","Aldosivi",2,,"San Martin T.",0,,"Superliga"
"01.10.2018/2019","San Martin T.",1,,"Banfield",1,,"Superliga"
"01.10.2018/2019","Velez Sarsfield",2,,"Aldosivi",0,,"Superliga"
"01.10.2018/2019","Godoy Cruz",0,,"Defensa y Justicia",1,,"Superliga"
"30.09.2018/2019","Boca Juniors",3,,"Colon Santa FE",1,,"Superliga"
"30.09.2018/2019","Belgrano",0,,"Huracan",1,,"Superliga"
"30.09.2018/2019","Union de Santa Fe",1,,"Gimnasia L.P.",0,,"Superliga"
"30.09.2018/2019","Patronato",2,,"Talleres Cordoba",1,,"Superliga"
"29.09.2018/2019","Argentinos Jrs",0,,"Racing Club",2,,"Superliga"
"28.09.2018/2019","Lanus",1,,"River Plate",5,,"Superliga"
"28.09.2018/2019","Independiente",0,,"Tigre",0,,"Superliga"
"24.09.2018/2019","Racing Club",1,,"Union de Santa Fe",0,,"Superliga"
"24.09.2018/2019","Aldosivi",2,,"Belgrano",0,,"Superliga"
"23.09.2018/2019","Boca Juniors",0,,"River Plate",2,,"Superliga"
"23.09.2018/2019","Gimnasia L.P.",1,,"Rosario Central",1,,"Superliga"
"23.09.2018/2019","San Martin S.J.",1,,"Atl. Tucuman",3,,"Superliga"
"23.09.2018/2019","San Martin T.",0,,"Argentinos Jrs",0,,"Superliga"
"23.09.2018/2019","Tigre",0,,"Huracan",2,,"Superliga"
"22.09.2018/2019","Banfield",1,,"Independiente",1,,"Superliga"
"22.09.2018/2019","Talleres Cordoba",1,,"Velez Sarsfield",1,,"Superliga"
"22.09.2018/2019","Newells Old Boys",2,,"Lanus",0,,"Superliga"
"21.09.2018/2019","Colon Santa FE",3,,"Godoy Cruz",1,,"Superliga"
"21.09.2018/2019","San Lorenzo",3,,"Patronato",2,,"Superliga"
"17.09.2018/2019","Rosario Central",0,,"Defensa y Justicia",1,,"Superliga"
"17.09.2018/2019","Huracan",3,,"Banfield",0,,"Superliga"
"16.09.2018/2019","Godoy Cruz",1,,"San Lorenzo",0,,"Superliga"
"16.09.2018/2019","Lanus",0,,"Racing Club",1,,"Superliga"
"16.09.2018/2019","Union de Santa Fe",2,,"Talleres Cordoba",1,,"Superliga"
"16.09.2018/2019","Velez Sarsfield",1,,"San Martin T.",0,,"Superliga"
"16.09.2018/2019","Patronato",0,,"Gimnasia L.P.",2,,"Superliga"
"15.09.2018/2019","Argentinos Jrs",0,,"Boca Juniors",1,,"Superliga"
"15.09.2018/2019","Belgrano",0,,"Newells Old Boys",0,,"Superliga"
"15.09.2018/2019","River Plate",4,,"San Martin S.J.",1,,"Superliga"
"15.09.2018/2019","Independiente",3,,"Colon Santa FE",0,,"Superliga"
"14.09.2018/2019","Atl. Tucuman",3,,"Tigre",0,,"Superliga"
"14.09.2018/2019","Estudiantes L.P.",0,,"Aldosivi",2,,"Superliga"
"03.09.2018/2019","San Martin T.",1,,"Gimnasia L.P.",1,,"Superliga"
"03.09.2018/2019","Newells Old Boys",1,,"Atl. Tucuman",2,,"Superliga"
"02.09.2018/2019","Boca Juniors",3,,"Velez Sarsfield",0,,"Superliga"
"02.09.2018/2019","Colon Santa FE",0,,"Union de Santa Fe",0,,"Superliga"
"02.09.2018/2019","Aldosivi",0,,"Tigre",2,,"Superliga"
"02.09.2018/2019","Estudiantes L.P.",2,,"Independiente",2,,"Superliga"
"02.09.2018/2019","Racing Club",2,,"Rosario Central",0,,"Superliga"
"01.09.2018/2019","San Lorenzo",1,,"River Plate",1,,"Superliga"
"01.09.2018/2019","Talleres Cordoba",1,,"Godoy Cruz",0,,"Superliga"
"01.09.2018/2019","Banfield",1,,"Patronato",0,,"Superliga"
"01.09.2018/2019","Defensa y Justicia",1,,"Belgrano",1,,"Superliga"
"31.08.2018/2019","San Martin S.J.",1,,"Huracan",2,,"Superliga"
"31.08.2018/2019","Argentinos Jrs",2,,"Lanus",0,,"Superliga"
"27.08.2018/2019","Union de Santa Fe",1,,"San Lorenzo",1,,"Superliga"
"27.08.2018/2019","Godoy Cruz",2,,"Newells Old Boys",1,,"Superliga"
"26.08.2018/2019","Huracan",0,,"Boca Juniors",0,,"Superliga"
"26.08.2018/2019","Rosario Central",2,,"San Martin T.",0,,"Superliga"
"26.08.2018/2019","Lanus",0,,"Aldosivi",1,,"Superliga"
"26.08.2018/2019","Velez Sarsfield",1,,"Banfield",1,,"Superliga"
