"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"31.05.2015","San Martin S.J.",2,,"Defensa y Justicia",2,,"Primera Division"
"30.05.2015","Newells Old Boys",1,,"Banfield",1,,"Primera Division"
"30.05.2015","Union de Santa Fe",1,,"Godoy Cruz",0,,"Primera Division"
"30.05.2015","Independiente",1,,"Tigre",0,,"Primera Division"
"30.05.2015","Belgrano",0,,"Gimnasia L.P.",1,,"Primera Division"
"30.05.2015","Sarmiento Junin",0,,"Argentinos Jrs",0,,"Primera Division"
"30.05.2015","Nueva Chicago",0,,"Temperley",2,,"Primera Division"
"29.05.2015","Quilmes",1,,"San Lorenzo",2,,"Primera Division"
"24.05.2015","Godoy Cruz",1,,"Belgrano",0,,"Primera Division"
"24.05.2015","Boca Juniors",0,,"Aldosivi",3,,"Primera Division"
"24.05.2015","Argentinos Jrs",2,,"Newells Old Boys",1,,"Primera Division"
"24.05.2015","Racing Club",1,,"Independiente",0,,"Primera Division"
"23.05.2015","Atl. Rafaela",1,,"Estudiantes L.P.",2,,"Primera Division"
"23.05.2015","San Lorenzo",3,,"Sarmiento Junin",0,,"Primera Division"
"23.05.2015","Olimpo Bahia Blanca",0,,"Nueva Chicago",0,,"Primera Division"
"23.05.2015","Banfield",1,,"Velez Sarsfield",3,,"Primera Division"
"23.05.2015","Colon Santa FE",2,,"San Martin S.J.",2,,"Primera Division"
"23.05.2015","Rosario Central",1,,"Lanus",1,,"Primera Division"
"23.05.2015","Arsenal Sarandi",1,,"Union de Santa Fe",1,,"Primera Division"
"22.05.2015","Temperley",0,,"Huracan",0,,"Primera Division"
"22.05.2015","Crucero del Norte",3,,"Defensa y Justicia",1,,"Primera Division"
"22.05.2015","Gimnasia L.P.",3,,"Quilmes",2,,"Primera Division"
"11.05.2015","Defensa y Justicia",2,,"Colon Santa FE",3,,"Primera Division"
"11.05.2015","Sarmiento Junin",0,,"Gimnasia L.P.",0,,"Primera Division"
"10.05.2015","Independiente",1,,"Boca Juniors",1,,"Primera Division"
"10.05.2015","San Martin S.J.",1,,"Atl. Rafaela",1,,"Primera Division"
"10.05.2015","River Plate",0,,"Racing Club",0,,"Primera Division"
"10.05.2015","Aldosivi",0,,"Banfield",3,,"Primera Division"
"10.05.2015","Belgrano",2,,"Arsenal Sarandi",0,,"Primera Division"
"09.05.2015","Velez Sarsfield",0,,"Argentinos Jrs",1,,"Primera Division"
"09.05.2015","Newells Old Boys",1,,"San Lorenzo",1,,"Primera Division"
"09.05.2015","Union de Santa Fe",5,,"Crucero del Norte",2,,"Primera Division"
"09.05.2015","Huracan",1,,"Olimpo Bahia Blanca",3,,"Primera Division"
"09.05.2015","Quilmes",0,,"Godoy Cruz",0,,"Primera Division"
"08.05.2015","Estudiantes L.P.",2,,"Temperley",1,,"Primera Division"
"08.05.2015","Lanus",1,,"Tigre",1,,"Primera Division"
"08.05.2015","Nueva Chicago",0,,"Rosario Central",2,,"Primera Division"
"04.05.2015","Temperley",0,,"San Martin S.J.",1,,"Primera Division"
"04.05.2015","Crucero del Norte",0,,"Colon Santa FE",0,,"Primera Division"
"04.05.2015","Arsenal Sarandi",0,,"Quilmes",1,,"Primera Division"
"03.05.2015","Union de Santa Fe",1,,"Belgrano",1,,"Primera Division"
"03.05.2015","Boca Juniors",2,,"River Plate",0,,"Primera Division"
"03.05.2015","Tigre",2,,"Nueva Chicago",0,,"Primera Division"
"03.05.2015","Banfield",1,,"Independiente",1,,"Primera Division"
"03.05.2015","Atl. Rafaela",2,,"Defensa y Justicia",1,,"Primera Division"
"02.05.2015","Rosario Central",1,,"Huracan",1,,"Primera Division"
"02.05.2015","Racing Club",2,,"Lanus",0,,"Primera Division"
"02.05.2015","Argentinos Jrs",0,,"Aldosivi",1,,"Primera Division"
"02.05.2015","San Lorenzo",1,,"Velez Sarsfield",0,,"Primera Division"
"02.05.2015","Gimnasia L.P.",0,,"Newells Old Boys",0,,"Primera Division"
"02.05.2015","Olimpo Bahia Blanca",0,,"Estudiantes L.P.",0,,"Primera Division"
"30.04.2015","Godoy Cruz",1,,"Sarmiento Junin",0,,"Primera Division"
"25.04.2015","Arsenal Sarandi",0,,"Aldosivi",3,,"Primera Division"
"21.04.2015","Newells Old Boys",2,,"Godoy Cruz",0,,"Primera Division"
"21.04.2015","Colon Santa FE",2,,"Atl. Rafaela",1,,"Primera Division"
"20.04.2015","Quilmes",1,,"Union de Santa Fe",3,,"Primera Division"
"19.04.2015","Lanus",1,,"Boca Juniors",3,,"Primera Division"
"19.04.2015","San Martin S.J.",2,,"Olimpo Bahia Blanca",0,,"Primera Division"
"19.04.2015","River Plate",4,,"Banfield",1,,"Primera Division"
"19.04.2015","Aldosivi",1,,"San Lorenzo",0,,"Primera Division"
"19.04.2015","Nueva Chicago",0,,"Racing Club",0,,"Primera Division"
"18.04.2015","Belgrano",1,,"Crucero del Norte",0,,"Primera Division"
"18.04.2015","Velez Sarsfield",0,,"Gimnasia L.P.",1,,"Primera Division"
"18.04.2015","Independiente",0,,"Argentinos Jrs",0,,"Primera Division"
"18.04.2015","Defensa y Justicia",0,,"Temperley",1,,"Primera Division"
"18.04.2015","Huracan",1,,"Tigre",2,,"Primera Division"
"18.04.2015","Sarmiento Junin",2,,"Arsenal Sarandi",0,,"Primera Division"
"17.04.2015","Estudiantes L.P.",1,,"Rosario Central",1,,"Primera Division"
"13.04.2015","Belgrano",2,,"Quilmes",1,,"Primera Division"
"13.04.2015","Tigre",2,,"Estudiantes L.P.",0,,"Primera Division"
"13.04.2015","Arsenal Sarandi",3,,"Newells Old Boys",0,,"Primera Division"
"12.04.2015","Argentinos Jrs",1,,"River Plate",2,,"Primera Division"
"12.04.2015","Boca Juniors",0,,"Nueva Chicago",0,,"Primera Division"
"12.04.2015","Union de Santa Fe",0,,"Sarmiento Junin",1,,"Primera Division"
"12.04.2015","Banfield",1,,"Lanus",2,,"Primera Division"
"12.04.2015","Olimpo Bahia Blanca",0,,"Defensa y Justicia",0,,"Primera Division"
"11.04.2015","San Lorenzo",1,,"Independiente",0,,"Primera Division"
"11.04.2015","Racing Club",2,,"Huracan",0,,"Primera Division"
"11.04.2015","Rosario Central",2,,"San Martin S.J.",1,,"Primera Division"
"11.04.2015","Gimnasia L.P.",4,,"Aldosivi",1,,"Primera Division"
"11.04.2015","Godoy Cruz",2,,"Velez Sarsfield",2,,"Primera Division"
"10.04.2015","Temperley",2,,"Colon Santa FE",1,,"Primera Division"
"10.04.2015","Crucero del Norte",1,,"Atl. Rafaela",1,,"Primera Division"
"06.04.2015","Newells Old Boys",2,,"Union de Santa Fe",0,,"Primera Division"
"06.04.2015","Nueva Chicago",1,,"Banfield",2,,"Primera Division"
"05.04.2015","San Martin S.J.",3,,"Tigre",1,,"Primera Division"
"05.04.2015","Quilmes",3,,"Crucero del Norte",1,,"Primera Division"
"05.04.2015","Colon Santa FE",1,,"Olimpo Bahia Blanca",0,,"Primera Division"
"05.04.2015","Huracan",0,,"Boca Juniors",2,,"Primera Division"
"05.04.2015","Lanus",0,,"Argentinos Jrs",1,,"Primera Division"
"05.04.2015","River Plate",1,,"San Lorenzo",0,,"Primera Division"
"04.04.2015","Velez Sarsfield",2,,"Arsenal Sarandi",1,,"Primera Division"
"04.04.2015","Independiente",1,,"Gimnasia L.P.",1,,"Primera Division"
"04.04.2015","Aldosivi",2,,"Godoy Cruz",0,,"Primera Division"
"04.04.2015","Defensa y Justicia",3,,"Rosario Central",3,,"Primera Division"
"04.04.2015","Atl. Rafaela",1,,"Temperley",1,,"Primera Division"
"03.04.2015","Estudiantes L.P.",1,,"Racing Club",1,,"Primera Division"
"03.04.2015","Sarmiento Junin",1,,"Belgrano",3,,"Primera Division"
"30.03.2015","Argentinos Jrs",1,,"Nueva Chicago",1,,"Primera Division"
"30.03.2015","Tigre",0,,"Defensa y Justicia",0,,"Primera Division"
"29.03.2015","Gimnasia L.P.",2,,"River Plate",3,,"Primera Division"
"29.03.2015","Boca Juniors",3,,"Estudiantes L.P.",0,,"Primera Division"
"29.03.2015","Union de Santa Fe",1,,"Velez Sarsfield",0,,"Primera Division"
"29.03.2015","Racing Club",2,,"San Martin S.J.",0,,"Primera Division"
"29.03.2015","Belgrano",2,,"Newells Old Boys",0,,"Primera Division"
"28.03.2015","Crucero del Norte",1,,"Temperley",0,,"Primera Division"
"28.03.2015","San Lorenzo",4,,"Lanus",0,,"Primera Division"
"28.03.2015","Godoy Cruz",2,,"Independiente",2,,"Primera Division"
"28.03.2015","Banfield",1,,"Huracan",0,,"Primera Division"
"28.03.2015","Olimpo Bahia Blanca",0,,"Atl. Rafaela",0,,"Primera Division"
"27.03.2015","Rosario Central",1,,"Colon Santa FE",1,,"Primera Division"
"27.03.2015","Quilmes",0,,"Sarmiento Junin",4,,"Primera Division"
"23.03.2015","Temperley",0,,"Olimpo Bahia Blanca",0,,"Primera Division"
"23.03.2015","Aldosivi",3,,"Union de Santa Fe",3,,"Primera Division"
"23.03.2015","Nueva Chicago",0,,"San Lorenzo",1,,"Primera Division"
"22.03.2015","San Martin S.J.",1,,"Boca Juniors",1,,"Primera Division"
"22.03.2015","River Plate",1,,"Godoy Cruz",0,,"Primera Division"
"22.03.2015","Defensa y Justicia",1,,"Racing Club",1,,"Primera Division"
"22.03.2015","Estudiantes L.P.",1,,"Banfield",2,,"Primera Division"
"22.03.2015","Atl. Rafaela",1,,"Rosario Central",1,,"Primera Division"
"21.03.2015","Huracan",4,,"Argentinos Jrs",0,,"Primera Division"
"21.03.2015","Sarmiento Junin",2,,"Crucero del Norte",1,,"Primera Division"
"21.03.2015","Independiente",4,,"Arsenal Sarandi",0,,"Primera Division"
"21.03.2015","Velez Sarsfield",1,,"Belgrano",2,,"Primera Division"
"21.03.2015","Colon Santa FE",0,,"Tigre",1,,"Primera Division"
"20.03.2015","Lanus",2,,"Gimnasia L.P.",0,,"Primera Division"
"20.03.2015","Newells Old Boys",1,,"Quilmes",1,,"Primera Division"
"17.03.2015","Gimnasia L.P.",2,,"Nueva Chicago",1,,"Primera Division"
"16.03.2015","Arsenal Sarandi",3,,"River Plate",3,,"Primera Division"
"16.03.2015","Belgrano",0,,"Aldosivi",1,,"Primera Division"
"16.03.2015","Rosario Central",1,,"Temperley",0,,"Primera Division"
"15.03.2015","Godoy Cruz",1,,"Lanus",5,,"Primera Division"
"15.03.2015","San Lorenzo",3,,"Huracan",1,,"Primera Division"
"15.03.2015","Tigre",2,,"Atl. Rafaela",1,,"Primera Division"
"15.03.2015","Argentinos Jrs",2,,"Estudiantes L.P.",2,,"Primera Division"
"15.03.2015","Quilmes",2,,"Velez Sarsfield",1,,"Primera Division"
"14.03.2015","Sarmiento Junin",1,,"Newells Old Boys",2,,"Primera Division"
"14.03.2015","Union de Santa Fe",1,,"Independiente",1,,"Primera Division"
"14.03.2015","Boca Juniors",2,,"Defensa y Justicia",1,,"Primera Division"
"14.03.2015","Banfield",3,,"San Martin S.J.",2,,"Primera Division"
"13.03.2015","Racing Club",4,,"Colon Santa FE",1,,"Primera Division"
"13.03.2015","Crucero del Norte",0,,"Olimpo Bahia Blanca",0,,"Primera Division"
"09.03.2015","Estudiantes L.P.",0,,"San Lorenzo",2,,"Primera Division"
"09.03.2015","Temperley",1,,"Tigre",1,,"Primera Division"
"08.03.2015","Colon Santa FE",1,,"Boca Juniors",1,,"Primera Division"
"08.03.2015","San Martin S.J.",0,,"Argentinos Jrs",0,,"Primera Division"
"08.03.2015","River Plate",2,,"Union de Santa Fe",2,,"Primera Division"
"08.03.2015","Defensa y Justicia",1,,"Banfield",0,,"Primera Division"
"08.03.2015","Lanus",0,,"Arsenal Sarandi",0,,"Primera Division"
"08.03.2015","Velez Sarsfield",1,,"Sarmiento Junin",1,,"Primera Division"
"07.03.2015","Newells Old Boys",2,,"Crucero del Norte",0,,"Primera Division"
"07.03.2015","Independiente",1,,"Belgrano",2,,"Primera Division"
"07.03.2015","Aldosivi",1,,"Quilmes",1,,"Primera Division"
"07.03.2015","Olimpo Bahia Blanca",1,,"Rosario Central",3,,"Primera Division"
"07.03.2015","Nueva Chicago",0,,"Godoy Cruz",2,,"Primera Division"
"06.03.2015","Atl. Rafaela",1,,"Racing Club",1,,"Primera Division"
"06.03.2015","Huracan",1,,"Gimnasia L.P.",1,,"Primera Division"
"02.03.2015","Newells Old Boys",0,,"Velez Sarsfield",0,,"Primera Division"
"02.03.2015","Banfield",0,,"Colon Santa FE",0,,"Primera Division"
"02.03.2015","Sarmiento Junin",2,,"Aldosivi",2,,"Primera Division"
"01.03.2015","Belgrano",1,,"River Plate",2,,"Primera Division"
"01.03.2015","Argentinos Jrs",1,,"Defensa y Justicia",0,,"Primera Division"
"01.03.2015","Racing Club",2,,"Temperley",1,,"Primera Division"
"01.03.2015","Boca Juniors",1,,"Atl. Rafaela",0,,"Primera Division"
"01.03.2015","Gimnasia L.P.",1,,"Estudiantes L.P.",3,,"Primera Division"
"28.02.2015","San Lorenzo",1,,"San Martin S.J.",2,,"Primera Division"
"28.02.2015","Quilmes",1,,"Independiente",2,,"Primera Division"
"28.02.2015","Union de Santa Fe",1,,"Lanus",1,,"Primera Division"
"28.02.2015","Crucero del Norte",0,,"Rosario Central",1,,"Primera Division"
"28.02.2015","Tigre",1,,"Olimpo Bahia Blanca",0,,"Primera Division"
"27.02.2015","Godoy Cruz",2,,"Huracan",1,,"Primera Division"
"27.02.2015","Arsenal Sarandi",1,,"Nueva Chicago",1,,"Primera Division"
"23.02.2015","Defensa y Justicia",1,,"San Lorenzo",2,,"Primera Division"
"23.02.2015","Lanus",0,,"Belgrano",0,,"Primera Division"
"22.02.2015","Temperley",0,,"Boca Juniors",2,,"Primera Division"
"22.02.2015","Colon Santa FE",1,,"Argentinos Jrs",1,,"Primera Division"
"22.02.2015","River Plate",2,,"Quilmes",2,,"Primera Division"
"22.02.2015","Aldosivi",0,,"Newells Old Boys",1,,"Primera Division"
"22.02.2015","Independiente",1,,"Sarmiento Junin",1,,"Primera Division"
"22.02.2015","Nueva Chicago",2,,"Union de Santa Fe",2,,"Primera Division"
"21.02.2015","San Martin S.J.",1,,"Gimnasia L.P.",1,,"Primera Division"
"21.02.2015","Velez Sarsfield",2,,"Crucero del Norte",1,,"Primera Division"
"21.02.2015","Olimpo Bahia Blanca",0,,"Racing Club",0,,"Primera Division"
"21.02.2015","Rosario Central",2,,"Tigre",1,,"Primera Division"
"21.02.2015","Estudiantes L.P.",2,,"Godoy Cruz",1,,"Primera Division"
"21.02.2015","Huracan",1,,"Arsenal Sarandi",0,,"Primera Division"
"20.02.2015","Atl. Rafaela",1,,"Banfield",4,,"Primera Division"
"16.02.2015","Belgrano",3,,"Nueva Chicago",1,,"Primera Division"
"16.02.2015","Arsenal Sarandi",0,,"Estudiantes L.P.",1,,"Primera Division"
"15.02.2015","Sarmiento Junin",1,,"River Plate",4,,"Primera Division"
"15.02.2015","Argentinos Jrs",2,,"Atl. Rafaela",0,,"Primera Division"
"15.02.2015","Boca Juniors",3,,"Olimpo Bahia Blanca",1,,"Primera Division"
"15.02.2015","Quilmes",0,,"Lanus",1,,"Primera Division"
"15.02.2015","Union de Santa Fe",1,,"Huracan",0,,"Primera Division"
"14.02.2015","Crucero del Norte",0,,"Tigre",0,,"Primera Division"
"14.02.2015","Banfield",0,,"Temperley",1,,"Primera Division"
"14.02.2015","Newells Old Boys",2,,"Independiente",3,,"Primera Division"
"14.02.2015","Godoy Cruz",1,,"San Martin S.J.",1,,"Primera Division"
"14.02.2015","Gimnasia L.P.",0,,"Defensa y Justicia",1,,"Primera Division"
"14.02.2015","San Lorenzo",2,,"Colon Santa FE",0,,"Primera Division"
"13.02.2015","Racing Club",0,,"Rosario Central",1,,"Primera Division"
"13.02.2015","Velez Sarsfield",2,,"Aldosivi",0,,"Primera Division"
"14.12.2014","Quilmes",0,,"River Plate",1,,"Primera Division"
"14.12.2014","Racing Club",1,,"Godoy Cruz",0,,"Primera Division"
"07.12.2014","Boca Juniors",0,,"Gimnasia L.P.",2,,"Primera Division"
"07.12.2014","Newells Old Boys",0,,"Lanus",0,,"Primera Division"
"06.12.2014","Belgrano",4,,"Independiente",0,,"Primera Division"
"06.12.2014","Atl. Rafaela",1,,"Arsenal Sarandi",6,,"Primera Division"
"06.12.2014","Banfield",2,,"Rosario Central",3,,"Primera Division"
"06.12.2014","Olimpo Bahia Blanca",0,,"Defensa y Justicia",0,,"Primera Division"
"05.12.2014","Velez Sarsfield",0,,"San Lorenzo",2,,"Primera Division"
"05.12.2014","Estudiantes L.P.",4,,"Tigre",2,,"Primera Division"
"01.12.2014","Arsenal Sarandi",0,,"Belgrano",2,,"Primera Division"
"01.12.2014","Godoy Cruz",0,,"Olimpo Bahia Blanca",3,,"Primera Division"
"30.11.2014","Lanus",2,,"Boca Juniors",2,,"Primera Division"
"30.11.2014","River Plate",3,,"Banfield",2,,"Primera Division"
"30.11.2014","Rosario Central",0,,"Racing Club",3,,"Primera Division"
"30.11.2014","Tigre",3,,"Atl. Rafaela",1,,"Primera Division"
"29.11.2014","Independiente",1,,"Newells Old Boys",0,,"Primera Division"
"29.11.2014","San Lorenzo",4,,"Estudiantes L.P.",0,,"Primera Division"
"28.11.2014","Defensa y Justicia",0,,"Velez Sarsfield",2,,"Primera Division"
"28.11.2014","Gimnasia L.P.",3,,"Quilmes",0,,"Primera Division"
"24.11.2014","Newells Old Boys",2,,"Arsenal Sarandi",4,,"Primera Division"
"23.11.2014","Racing Club",1,,"River Plate",0,,"Primera Division"
"23.11.2014","Boca Juniors",3,,"Independiente",1,,"Primera Division"
"23.11.2014","Belgrano",1,,"Tigre",2,,"Primera Division"
"23.11.2014","Estudiantes L.P.",0,,"Defensa y Justicia",0,,"Primera Division"
"22.11.2014","Lanus",2,,"Gimnasia L.P.",0,,"Primera Division"
"22.11.2014","Velez Sarsfield",1,,"Godoy Cruz",4,,"Primera Division"
"22.11.2014","Olimpo Bahia Blanca",1,,"Rosario Central",1,,"Primera Division"
"22.11.2014","Atl. Rafaela",2,,"San Lorenzo",0,,"Primera Division"
"21.11.2014","Banfield",3,,"Quilmes",1,,"Primera Division"
"20.11.2014","Defensa y Justicia",1,,"Newells Old Boys",0,,"Primera Division"
"17.11.2014","Independiente",4,,"Lanus",1,,"Primera Division"
"16.11.2014","Arsenal Sarandi",1,,"Boca Juniors",1,,"Primera Division"
"16.11.2014","River Plate",1,,"Olimpo Bahia Blanca",1,,"Primera Division"
"16.11.2014","Godoy Cruz",1,,"Estudiantes L.P.",1,,"Primera Division"
"16.11.2014","Tigre",1,,"Newells Old Boys",2,,"Primera Division"
"15.11.2014","Quilmes",0,,"Racing Club",1,,"Primera Division"
"15.11.2014","Gimnasia L.P.",1,,"Banfield",1,,"Primera Division"
"15.11.2014","San Lorenzo",4,,"Belgrano",0,,"Primera Division"
"14.11.2014","Rosario Central",0,,"Velez Sarsfield",0,,"Primera Division"
"14.11.2014","Defensa y Justicia",2,,"Atl. Rafaela",1,,"Primera Division"
"13.11.2014","Arsenal Sarandi",1,,"Independiente",1,,"Primera Division"
"12.11.2014","River Plate",0,,"Estudiantes L.P.",1,,"Primera Division"
"12.11.2014","Tigre",3,,"Lanus",0,,"Primera Division"
"10.11.2014","Newells Old Boys",3,,"San Lorenzo",1,,"Primera Division"
"09.11.2014","Velez Sarsfield",1,,"River Plate",1,,"Primera Division"
"09.11.2014","Boca Juniors",2,,"Tigre",0,,"Primera Division"
"09.11.2014","Estudiantes L.P.",1,,"Rosario Central",0,,"Primera Division"
"09.11.2014","Racing Club",1,,"Banfield",0,,"Primera Division"
"08.11.2014","Independiente",0,,"Gimnasia L.P.",1,,"Primera Division"
"08.11.2014","Belgrano",3,,"Defensa y Justicia",0,,"Primera Division"
"08.11.2014","Atl. Rafaela",3,,"Godoy Cruz",4,,"Primera Division"
"08.11.2014","Olimpo Bahia Blanca",2,,"Quilmes",1,,"Primera Division"
"07.11.2014","Lanus",3,,"Arsenal Sarandi",2,,"Primera Division"
"02.11.2014","San Lorenzo",2,,"Boca Juniors",0,,"Primera Division"
"01.11.2014","Rosario Central",0,,"Atl. Rafaela",2,,"Primera Division"
"01.11.2014","Quilmes",2,,"Velez Sarsfield",1,,"Primera Division"
"01.11.2014","Gimnasia L.P.",0,,"Racing Club",1,,"Primera Division"
"01.11.2014","Godoy Cruz",1,,"Belgrano",3,,"Primera Division"
"31.10.2014","Banfield",3,,"Olimpo Bahia Blanca",0,,"Primera Division"
"27.10.2014","Arsenal Sarandi",1,,"Gimnasia L.P.",0,,"Primera Division"
"26.10.2014","Atl. Rafaela",1,,"River Plate",2,,"Primera Division"
"26.10.2014","Boca Juniors",2,,"Defensa y Justicia",0,,"Primera Division"
"26.10.2014","Estudiantes L.P.",1,,"Quilmes",0,,"Primera Division"
"26.10.2014","Lanus",1,,"San Lorenzo",0,,"Primera Division"
"25.10.2014","Olimpo Bahia Blanca",1,,"Racing Club",1,,"Primera Division"
"25.10.2014","Newells Old Boys",2,,"Godoy Cruz",2,,"Primera Division"
"25.10.2014","Velez Sarsfield",1,,"Banfield",0,,"Primera Division"
"25.10.2014","Independiente",3,,"Tigre",1,,"Primera Division"
"24.10.2014","Belgrano",1,,"Rosario Central",0,,"Primera Division"
"20.10.2014","Tigre",1,,"Arsenal Sarandi",1,,"Primera Division"
"19.10.2014","Godoy Cruz",2,,"Boca Juniors",3,,"Primera Division"
"19.10.2014","River Plate",3,,"Belgrano",0,,"Primera Division"
"19.10.2014","Racing Club",2,,"Velez Sarsfield",0,,"Primera Division"
"19.10.2014","Rosario Central",2,,"Newells Old Boys",0,,"Primera Division"
"18.10.2014","Defensa y Justicia",1,,"Lanus",2,,"Primera Division"
"18.10.2014","San Lorenzo",1,,"Independiente",2,,"Primera Division"
"18.10.2014","Banfield",1,,"Estudiantes L.P.",1,,"Primera Division"
"17.10.2014","Quilmes",0,,"Atl. Rafaela",0,,"Primera Division"
"17.10.2014","Gimnasia L.P.",0,,"Olimpo Bahia Blanca",0,,"Primera Division"
"15.10.2014","Godoy Cruz",4,,"Tigre",3,,"Primera Division"
"13.10.2014","Arsenal Sarandi",0,,"San Lorenzo",0,,"Primera Division"
"12.10.2014","Newells Old Boys",0,,"River Plate",1,,"Primera Division"
"12.10.2014","Boca Juniors",2,,"Rosario Central",1,,"Primera Division"
"12.10.2014","Atl. Rafaela",2,,"Banfield",2,,"Primera Division"
"12.10.2014","Independiente",1,,"Defensa y Justicia",1,,"Primera Division"
"11.10.2014","Estudiantes L.P.",0,,"Racing Club",4,,"Primera Division"
"11.10.2014","Belgrano",1,,"Quilmes",1,,"Primera Division"
"11.10.2014","Velez Sarsfield",4,,"Olimpo Bahia Blanca",1,,"Primera Division"
"10.10.2014","Lanus",3,,"Godoy Cruz",3,,"Primera Division"
"10.10.2014","Tigre",1,,"Gimnasia L.P.",0,,"Primera Division"
"06.10.2014","Godoy Cruz",2,,"Independiente",2,,"Primera Division"
"06.10.2014","Rosario Central",1,,"Lanus",2,,"Primera Division"
"05.10.2014","Racing Club",0,,"Atl. Rafaela",2,,"Primera Division"
"05.10.2014","River Plate",1,,"Boca Juniors",1,,"Primera Division"
"05.10.2014","Olimpo Bahia Blanca",1,,"Estudiantes L.P.",2,,"Primera Division"
"05.10.2014","Quilmes",1,,"Newells Old Boys",1,,"Primera Division"
"04.10.2014","Defensa y Justicia",2,,"Arsenal Sarandi",1,,"Primera Division"
"04.10.2014","San Lorenzo",0,,"Tigre",2,,"Primera Division"
"04.10.2014","Banfield",2,,"Belgrano",2,,"Primera Division"
"03.10.2014","Gimnasia L.P.",2,,"Velez Sarsfield",0,,"Primera Division"
"01.10.2014","San Lorenzo",2,,"Olimpo Bahia Blanca",0,,"Primera Division"
"29.09.2014","Newells Old Boys",0,,"Banfield",3,,"Primera Division"
"29.09.2014","Arsenal Sarandi",3,,"Godoy Cruz",0,,"Primera Division"
"28.09.2014","Lanus",1,,"River Plate",1,,"Primera Division"
"28.09.2014","Boca Juniors",1,,"Quilmes",0,,"Primera Division"
"28.09.2014","Belgrano",1,,"Racing Club",4,,"Primera Division"
"28.09.2014","Tigre",2,,"Defensa y Justicia",1,,"Primera Division"
"27.09.2014","San Lorenzo",0,,"Gimnasia L.P.",2,,"Primera Division"
"27.09.2014","Atl. Rafaela",0,,"Olimpo Bahia Blanca",0,,"Primera Division"
"27.09.2014","Independiente",2,,"Rosario Central",0,,"Primera Division"
"26.09.2014","Estudiantes L.P.",3,,"Velez Sarsfield",2,,"Primera Division"
"25.09.2014","Arsenal Sarandi",1,,"River Plate",1,,"Primera Division"
"25.09.2014","Boca Juniors",1,,"Racing Club",2,,"Primera Division"
"22.09.2014","Racing Club",1,,"Newells Old Boys",1,,"Primera Division"
"22.09.2014","Defensa y Justicia",1,,"San Lorenzo",3,,"Primera Division"
"21.09.2014","River Plate",4,,"Independiente",1,,"Primera Division"
"21.09.2014","Banfield",1,,"Boca Juniors",1,,"Primera Division"
"21.09.2014","Rosario Central",3,,"Arsenal Sarandi",1,,"Primera Division"
"20.09.2014","Velez Sarsfield",0,,"Atl. Rafaela",0,,"Primera Division"
"20.09.2014","Olimpo Bahia Blanca",1,,"Belgrano",0,,"Primera Division"
"20.09.2014","Estudiantes L.P.",0,,"Gimnasia L.P.",0,,"Primera Division"
"19.09.2014","Quilmes",0,,"Lanus",2,,"Primera Division"
"15.09.2014","Newells Old Boys",1,,"Olimpo Bahia Blanca",0,,"Primera Division"
"14.09.2014","Belgrano",1,,"Velez Sarsfield",0,,"Primera Division"
"14.09.2014","Lanus",1,,"Banfield",0,,"Primera Division"
"13.09.2014","Independiente",5,,"Quilmes",3,,"Primera Division"
"13.09.2014","Atl. Rafaela",1,,"Estudiantes L.P.",0,,"Primera Division"
"13.09.2014","San Lorenzo",2,,"Godoy Cruz",1,,"Primera Division"
"13.09.2014","Tigre",4,,"Rosario Central",1,,"Primera Division"
"12.09.2014","Gimnasia L.P.",0,,"Defensa y Justicia",3,,"Primera Division"
"08.09.2014","Quilmes",4,,"Arsenal Sarandi",0,,"Primera Division"
"07.09.2014","Olimpo Bahia Blanca",0,,"Boca Juniors",1,,"Primera Division"
"07.09.2014","River Plate",2,,"Tigre",0,,"Primera Division"
"07.09.2014","Racing Club",1,,"Lanus",3,,"Primera Division"
"07.09.2014","Godoy Cruz",1,,"Defensa y Justicia",1,,"Primera Division"
"07.09.2014","Rosario Central",1,,"San Lorenzo",1,,"Primera Division"
"06.09.2014","Banfield",0,,"Independiente",1,,"Primera Division"
"06.09.2014","Estudiantes L.P.",3,,"Belgrano",1,,"Primera Division"
"06.09.2014","Velez Sarsfield",0,,"Newells Old Boys",0,,"Primera Division"
"06.09.2014","Atl. Rafaela",2,,"Gimnasia L.P.",0,,"Primera Division"
"01.09.2014","Tigre",0,,"Quilmes",0,,"Primera Division"
"01.09.2014","Arsenal Sarandi",1,,"Banfield",0,,"Primera Division"
"01.09.2014","Lanus",1,,"Olimpo Bahia Blanca",1,,"Primera Division"
"31.08.2014","San Lorenzo",1,,"River Plate",3,,"Primera Division"
"31.08.2014","Boca Juniors",3,,"Velez Sarsfield",1,,"Primera Division"
"31.08.2014","Belgrano",3,,"Atl. Rafaela",0,,"Primera Division"
"31.08.2014","Independiente",2,,"Racing Club",1,,"Primera Division"
"30.08.2014","Newells Old Boys",1,,"Estudiantes L.P.",0,,"Primera Division"
"30.08.2014","Defensa y Justicia",1,,"Rosario Central",3,,"Primera Division"
"30.08.2014","Gimnasia L.P.",2,,"Godoy Cruz",0,,"Primera Division"
"28.08.2014","Quilmes",0,,"San Lorenzo",3,,"Primera Division"
"28.08.2014","Velez Sarsfield",1,,"Lanus",0,,"Primera Division"
"28.08.2014","Banfield",1,,"Tigre",0,,"Primera Division"
