,date,t1,id1,g1,g2,id2,t2,tourn
55525,2002.01.27,Trujillanos,930,0,1,926,Nacional Tachira,Primera Division
55524,2002.01.27,Portuguesa,928,3,5,925,Monagas,Primera Division
55523,2002.01.27,Caracas,906,1,1,915,Estudiantes Merida,Primera Division
55522,2002.01.27,Petare,927,2,0,911,Dep. Tachira,Primera Division
55526,2002.01.30,Petare,927,1,0,930,Trujillanos,Primera Division
55528,2002.01.30,Monagas,925,1,1,911,Dep. Tachira,Primera Division
55529,2002.01.30,Estudiantes Merida,915,3,0,923,Mineros,Primera Division
55527,2002.01.30,Nacional Tachira,926,1,0,906,Caracas,Primera Division
37005,2002.01.31,Emelec,510,0,0,507,Dep. Cuenca,Serie A
37006,2002.01.31,EL Nacional,509,0,0,511,Espoli,Serie A
37007,2002.02.01,Olmedo,522,0,1,518,LDU Quito,Serie A
51008,2002.02.01,Sayago,828,3,2,802,Bella Vista,Primera Division
51009,2002.02.01,River Plate,826,2,0,822,Progreso,Primera Division
51013,2002.02.01,Central Esp.,806,0,5,817,Nacional,Primera Division
51011,2002.02.01,Paysandu Bella Vista,818,0,2,811,Defensor Sp.,Primera Division
51012,2002.02.01,Maldonado,815,1,2,821,Plaza Colonia,Primera Division
51014,2002.02.01,CA Cerro,804,0,2,810,Danubio,Primera Division
51006,2002.02.01,Wanderers,834,1,0,832,Villa Espanola,Primera Division
51010,2002.02.01,Penarol,820,2,2,812,Fenix,Primera Division
51007,2002.02.01,Tacuarembo,831,2,1,813,Juventud,Primera Division
37009,2002.02.02,Aucas,502,0,1,503,Barcelona SC,Serie A
37008,2002.02.02,Macara,519,0,0,508,Dep. Quito,Serie A
29127,2002.02.02,Pereira,424,0,0,402,America De Cali,Liga Postobon
3479,2002.02.02,Chacarita Juniors,12,0,1,37,Talleres Cordoba,Primera Division
3480,2002.02.02,Lanus,24,1,0,4,Argentinos Jrs,Primera Division
29128,2002.02.02,Atl. Nacional,403,4,1,418,Junior,Liga Postobon
29135,2002.02.02,Huila,415,2,1,411,Dep. Pasto,Liga Postobon
29134,2002.02.02,Cortulua,408,0,3,422,Once Caldas,Liga Postobon
29133,2002.02.02,Envigado,413,1,0,416,Ind. Medellin,Liga Postobon
29132,2002.02.02,Dep. Cali,410,2,3,426,Quindio,Liga Postobon
29131,2002.02.02,Santa Fe,427,2,0,412,Deportes Tolima,Liga Postobon
29130,2002.02.02,U. Magdalena,429,2,1,405,Cartagena,Liga Postobon
29129,2002.02.02,Bucaramanga,404,2,0,421,Millonarios,Liga Postobon
3478,2002.02.02,San Lorenzo,33,2,2,16,Estudiantes L.P.,Primera Division
3482,2002.02.03,Gimnasia L.P.,18,2,2,20,Huracan,Primera Division
3481,2002.02.03,Colon Santa FE,13,0,0,41,Union de Santa Fe,Primera Division
55531,2002.02.03,Caracas,906,2,1,927,Petare,Primera Division
55532,2002.02.03,Mineros,923,1,6,926,Nacional Tachira,Primera Division
55533,2002.02.03,Trujillanos,930,1,0,925,Monagas,Primera Division
55530,2002.02.03,Dep. Tachira,911,2,2,928,Portuguesa,Primera Division
3483,2002.02.04,Newells Old Boys,25,2,2,10,Boca Juniors,Primera Division
3485,2002.02.05,Belgrano,9,1,2,26,Nueva Chicago,Primera Division
3484,2002.02.05,Independiente,22,0,3,8,Banfield,Primera Division
51015,2002.02.07,Maldonado,815,0,1,811,Defensor Sp.,Primera Division
37010,2002.02.07,Dep. Cuenca,507,0,2,502,Aucas,Serie A
51017,2002.02.08,Paysandu Bella Vista,818,0,3,806,Central Esp.,Primera Division
51016,2002.02.08,Plaza Colonia,821,0,3,817,Nacional,Primera Division
37011,2002.02.08,LDU Quito,518,0,1,519,Macara,Serie A
41328,2002.02.08,Libertad Asuncion,614,2,1,624,Sp. Luqueno,Primera Division
3486,2002.02.08,Argentinos Jrs,4,2,2,30,Racing Club,Primera Division
37012,2002.02.08,Barcelona SC,503,0,1,509,EL Nacional,Serie A
3487,2002.02.09,Colon Santa FE,13,3,0,16,Estudiantes L.P.,Primera Division
3488,2002.02.09,San Lorenzo,33,4,2,26,Nueva Chicago,Primera Division
29143,2002.02.09,Cartagena,405,0,0,403,Atl. Nacional,Liga Postobon
29142,2002.02.09,Dep. Pasto,411,0,3,427,Santa Fe,Liga Postobon
29141,2002.02.09,Deportes Tolima,412,1,1,404,Bucaramanga,Liga Postobon
29140,2002.02.09,Ind. Medellin,416,4,1,429,U. Magdalena,Liga Postobon
29139,2002.02.09,Junior,418,0,1,413,Envigado,Liga Postobon
29138,2002.02.09,Millonarios,421,2,1,415,Huila,Liga Postobon
29137,2002.02.09,America De Cali,402,1,1,408,Cortulua,Liga Postobon
29136,2002.02.09,Quindio,426,2,0,424,Pereira,Liga Postobon
29144,2002.02.09,Once Caldas,422,1,1,410,Dep. Cali,Liga Postobon
51018,2002.02.09,CA Cerro,804,1,2,828,Sayago,Primera Division
51020,2002.02.09,Tacuarembo,831,0,0,822,Progreso,Primera Division
51021,2002.02.09,Juventud,813,1,5,826,River Plate,Primera Division
51022,2002.02.09,Wanderers,834,1,3,820,Penarol,Primera Division
51023,2002.02.09,Villa Espanola,832,1,1,812,Fenix,Primera Division
37013,2002.02.09,Espoli,511,0,2,522,Olmedo,Serie A
37014,2002.02.09,Dep. Quito,508,0,4,510,Emelec,Serie A
51019,2002.02.09,Danubio,810,2,3,802,Bella Vista,Primera Division
3489,2002.02.10,River Plate,31,3,1,37,Talleres Cordoba,Primera Division
3490,2002.02.10,Newells Old Boys,25,0,3,8,Banfield,Primera Division
3491,2002.02.10,Lanus,24,0,0,32,Rosario Central,Primera Division
3494,2002.02.10,Independiente,22,0,3,42,Velez Sarsfield,Primera Division
55534,2002.02.10,Portuguesa,928,2,2,930,Trujillanos,Primera Division
3495,2002.02.10,Belgrano,9,2,3,10,Boca Juniors,Primera Division
55535,2002.02.10,Petare,927,1,1,923,Mineros,Primera Division
55536,2002.02.10,Nacional Tachira,926,1,1,915,Estudiantes Merida,Primera Division
55537,2002.02.10,Caracas,906,2,3,925,Monagas,Primera Division
3493,2002.02.10,Chacarita Juniors,12,0,2,20,Huracan,Primera Division
41331,2002.02.10,Sol de America,622,3,2,611,Guarani,Primera Division
3492,2002.02.10,Gimnasia L.P.,18,3,2,41,Union de Santa Fe,Primera Division
41329,2002.02.10,Recoleta,617,1,9,625,Sport Colombia,Primera Division
41330,2002.02.10,San Lorenzo,620,1,2,604,Cerro Porteno,Primera Division
29151,2002.02.12,Bucaramanga,404,0,0,411,Dep. Pasto,Liga Postobon
29145,2002.02.12,U. Magdalena,429,2,0,413,Envigado,Liga Postobon
29152,2002.02.12,Atl. Nacional,403,1,1,416,Ind. Medellin,Liga Postobon
29147,2002.02.12,Quindio,426,3,3,402,America De Cali,Liga Postobon
29148,2002.02.12,Pereira,424,1,1,422,Once Caldas,Liga Postobon
29149,2002.02.12,Dep. Cali,410,0,1,408,Cortulua,Liga Postobon
29150,2002.02.12,Cartagena,405,1,0,418,Junior,Liga Postobon
29146,2002.02.12,Santa Fe,427,2,2,415,Huila,Liga Postobon
51024,2002.02.14,Paysandu Bella Vista,818,3,0,834,Wanderers,Primera Division
41332,2002.02.15,Sp. Luqueno,624,2,1,604,Cerro Porteno,Primera Division
22722,2002.02.15,S. Wanderers,325,4,1,332,U. Espanola,Primera Division
22723,2002.02.15,San Felipe,326,0,1,315,Huachipato,Primera Division
37016,2002.02.15,Dep. Quito,508,0,1,518,LDU Quito,Serie A
37015,2002.02.15,Olmedo,522,0,0,503,Barcelona SC,Serie A
29153,2002.02.15,Cortulua,408,0,1,424,Pereira,Liga Postobon
22720,2002.02.15,A. Italiano,301,2,1,313,Deportes Temuco,Primera Division
22721,2002.02.15,Cobreloa,305,1,3,322,Palestino,Primera Division
3496,2002.02.15,Velez Sarsfield,42,2,2,25,Newells Old Boys,Primera Division
51025,2002.02.15,Penarol,820,2,1,810,Danubio,Primera Division
51026,2002.02.16,CA Cerro,804,3,3,826,River Plate,Primera Division
51027,2002.02.16,Defensor Sp.,811,1,1,832,Villa Espanola,Primera Division
51028,2002.02.16,Juventud,813,1,1,822,Progreso,Primera Division
51029,2002.02.16,Fenix,812,2,1,828,Sayago,Primera Division
51030,2002.02.16,Plaza Colonia,821,1,2,806,Central Esp.,Primera Division
29161,2002.02.16,U. Magdalena,429,2,1,418,Junior,Liga Postobon
37018,2002.02.16,Emelec,510,0,2,502,Aucas,Serie A
29160,2002.02.16,Santa Fe,427,0,0,421,Millonarios,Liga Postobon
37017,2002.02.16,EL Nacional,509,0,0,507,Dep. Cuenca,Serie A
29154,2002.02.16,Dep. Pasto,411,1,3,412,Deportes Tolima,Liga Postobon
29155,2002.02.16,Dep. Cali,410,2,1,402,America De Cali,Liga Postobon
29156,2002.02.16,Envigado,413,2,0,403,Atl. Nacional,Liga Postobon
29157,2002.02.16,Huila,415,2,0,404,Bucaramanga,Liga Postobon
29158,2002.02.16,Ind. Medellin,416,2,1,405,Cartagena,Liga Postobon
51031,2002.02.16,Tacuarembo,831,1,1,802,Bella Vista,Primera Division
37019,2002.02.16,Macara,519,0,2,511,Espoli,Serie A
29159,2002.02.16,Once Caldas,422,1,2,426,Quindio,Liga Postobon
51032,2002.02.16,Maldonado,815,1,3,817,Nacional,Primera Division
3497,2002.02.16,Nueva Chicago,26,1,0,13,Colon Santa FE,Primera Division
3499,2002.02.16,Union de Santa Fe,41,2,2,12,Chacarita Juniors,Primera Division
22725,2002.02.16,Rangers,323,2,0,330,U. De Chile,Primera Division
22726,2002.02.16,Colo Colo,307,4,1,308,Coquimbo,Primera Division
22724,2002.02.16,S. Morning,324,1,2,306,Cobresal,Primera Division
3498,2002.02.16,Banfield,8,0,1,9,Belgrano,Primera Division
3505,2002.02.17,Talleres Cordoba,37,2,0,24,Lanus,Primera Division
3503,2002.02.17,Racing Club,30,1,2,22,Independiente,Primera Division
3502,2002.02.17,Boca Juniors,10,0,0,33,San Lorenzo,Primera Division
3501,2002.02.17,Estudiantes L.P.,16,3,2,18,Gimnasia L.P.,Primera Division
3500,2002.02.17,Rosario Central,32,2,1,4,Argentinos Jrs,Primera Division
3504,2002.02.17,Huracan,20,0,4,31,River Plate,Primera Division
22727,2002.02.17,D. Concepcion,310,1,2,329,U. Catolica,Primera Division
41333,2002.02.17,Recoleta,617,0,0,620,San Lorenzo,Primera Division
55538,2002.02.17,Trujillanos,930,1,2,911,Dep. Tachira,Primera Division
55539,2002.02.17,Mineros,923,0,2,925,Monagas,Primera Division
55540,2002.02.17,Estudiantes Merida,915,0,1,927,Petare,Primera Division
55541,2002.02.17,Caracas,906,9,2,928,Portuguesa,Primera Division
41334,2002.02.17,Sport Colombia,625,2,0,622,Sol de America,Primera Division
41335,2002.02.17,Olimpia Asuncion,616,2,1,614,Libertad Asuncion,Primera Division
41336,2002.02.17,Guarani,611,0,2,601,12 de Octubre,Primera Division
3506,2002.02.18,Belgrano,9,2,1,42,Velez Sarsfield,Primera Division
3507,2002.02.19,San Lorenzo,33,2,0,8,Banfield,Primera Division
3508,2002.02.19,Lanus,24,2,0,20,Huracan,Primera Division
3509,2002.02.20,River Plate,31,6,0,41,Union de Santa Fe,Primera Division
3510,2002.02.20,Chacarita Juniors,12,2,1,16,Estudiantes L.P.,Primera Division
3511,2002.02.20,Colon Santa FE,13,1,3,10,Boca Juniors,Primera Division
3512,2002.02.20,Newells Old Boys,25,3,2,22,Independiente,Primera Division
3513,2002.02.20,Gimnasia L.P.,18,2,0,26,Nueva Chicago,Primera Division
3514,2002.02.20,Argentinos Jrs,4,1,0,37,Talleres Cordoba,Primera Division
3515,2002.02.21,Velez Sarsfield,42,2,1,33,San Lorenzo,Primera Division
37020,2002.02.21,Dep. Cuenca,507,0,1,522,Olmedo,Serie A
51033,2002.02.21,Penarol,820,3,0,832,Villa Espanola,Primera Division
51035,2002.02.22,Paysandu Bella Vista,818,0,1,810,Danubio,Primera Division
51034,2002.02.22,Sayago,828,1,2,811,Defensor Sp.,Primera Division
29164,2002.02.22,Millonarios,421,2,1,411,Dep. Pasto,Liga Postobon
41337,2002.02.22,Guarani,611,2,5,614,Libertad Asuncion,Primera Division
29168,2002.02.22,Bucaramanga,404,1,0,427,Santa Fe,Liga Postobon
22728,2002.02.22,Cobreloa,305,2,1,301,A. Italiano,Primera Division
29166,2002.02.22,Deportes Tolima,412,0,0,415,Huila,Liga Postobon
29165,2002.02.22,Junior,418,2,1,416,Ind. Medellin,Liga Postobon
29163,2002.02.22,Pereira,424,2,1,410,Dep. Cali,Liga Postobon
37021,2002.02.22,Aucas,502,0,0,509,EL Nacional,Serie A
29169,2002.02.22,Atl. Nacional,403,1,0,429,U. Magdalena,Liga Postobon
29167,2002.02.22,Cartagena,405,0,1,413,Envigado,Liga Postobon
29162,2002.02.22,Quindio,426,2,2,408,Cortulua,Liga Postobon
22730,2002.02.23,U. De Chile,330,2,0,326,San Felipe,Primera Division
51041,2002.02.23,Maldonado,815,4,1,822,Progreso,Primera Division
22729,2002.02.23,U. Espanola,332,1,1,324,S. Morning,Primera Division
22731,2002.02.23,U. Catolica,329,3,1,307,Colo Colo,Primera Division
22732,2002.02.23,Palestino,322,4,3,310,D. Concepcion,Primera Division
22733,2002.02.23,Coquimbo,308,3,0,325,S. Wanderers,Primera Division
51040,2002.02.23,Plaza Colonia,821,0,0,831,Tacuarembo,Primera Division
51039,2002.02.23,River Plate,826,1,3,834,Wanderers,Primera Division
22735,2002.02.23,Cobresal,306,3,1,323,Rangers,Primera Division
51037,2002.02.23,Fenix,812,3,2,804,CA Cerro,Primera Division
51036,2002.02.23,Bella Vista,802,1,1,806,Central Esp.,Primera Division
37024,2002.02.23,Barcelona SC,503,0,1,519,Macara,Serie A
22734,2002.02.23,Huachipato,315,2,3,313,Deportes Temuco,Primera Division
37023,2002.02.23,Espoli,511,0,0,508,Dep. Quito,Serie A
37022,2002.02.23,LDU Quito,518,0,0,510,Emelec,Serie A
51038,2002.02.23,Juventud,813,2,1,817,Nacional,Primera Division
10596,2002.02.24,San Jose,123,3,1,121,Real Potosi,Liga de Futbol Prof
10597,2002.02.24,Oriente Petrolero,118,6,0,112,Iberoamericana,Liga de Futbol Prof
10598,2002.02.24,Wilstermann,130,1,0,126,The Strongest,Liga de Futbol Prof
55543,2002.02.24,Petare,927,2,1,926,Nacional Tachira,Primera Division
55544,2002.02.24,Dep. Tachira,911,3,1,906,Caracas,Primera Division
55545,2002.02.24,Portuguesa,928,0,0,923,Mineros,Primera Division
41341,2002.02.24,12 de Octubre,601,1,0,625,Sport Colombia,Primera Division
41340,2002.02.24,Cerro Porteno,604,0,1,616,Olimpia Asuncion,Primera Division
41339,2002.02.24,San Lorenzo,620,1,1,624,Sp. Luqueno,Primera Division
41338,2002.02.24,Sol de America,622,0,0,617,Recoleta,Primera Division
55542,2002.02.24,Monagas,925,2,1,915,Estudiantes Merida,Primera Division
10595,2002.02.24,Bolivar,106,7,0,111,Guabira,Liga de Futbol Prof
10594,2002.02.24,Mariscal,116,1,2,105,Blooming,Liga de Futbol Prof
3521,2002.02.24,Huracan,20,3,0,4,Argentinos Jrs,Primera Division
3518,2002.02.24,Independiente,22,2,0,9,Belgrano,Primera Division
3517,2002.02.24,Newells Old Boys,25,3,1,30,Racing Club,Primera Division
3519,2002.02.24,Banfield,8,2,1,13,Colon Santa FE,Primera Division
3520,2002.02.24,Estudiantes L.P.,16,2,3,31,River Plate,Primera Division
3522,2002.02.24,Boca Juniors,10,1,1,18,Gimnasia L.P.,Primera Division
3523,2002.02.24,Talleres Cordoba,37,2,1,32,Rosario Central,Primera Division
3516,2002.02.24,Union de Santa Fe,41,2,1,24,Lanus,Primera Division
51042,2002.02.25,Sayago,828,1,1,820,Penarol,Primera Division
51048,2002.02.26,Tacuarembo,831,0,0,811,Defensor Sp.,Primera Division
51047,2002.02.26,Nacional,817,4,1,834,Wanderers,Primera Division
51046,2002.02.26,Paysandu Bella Vista,818,0,1,821,Plaza Colonia,Primera Division
51045,2002.02.26,Maldonado,815,0,1,806,Central Esp.,Primera Division
51044,2002.02.26,Juventud,813,0,1,812,Fenix,Primera Division
51043,2002.02.26,Danubio,810,1,0,826,River Plate,Primera Division
51049,2002.02.26,Villa Espanola,832,2,2,804,CA Cerro,Primera Division
51050,2002.02.26,Progreso,822,2,2,802,Bella Vista,Primera Division
41343,2002.02.27,Guarani,611,2,3,604,Cerro Porteno,Primera Division
41342,2002.02.27,Sport Colombia,625,2,3,614,Libertad Asuncion,Primera Division
41344,2002.02.28,Sol de America,622,4,3,620,San Lorenzo,Primera Division
41345,2002.02.28,Recoleta,617,1,2,601,12 de Octubre,Primera Division
51054,2002.03.01,Nacional,817,2,0,811,Defensor Sp.,Primera Division
41346,2002.03.01,Cerro Porteno,604,1,4,625,Sport Colombia,Primera Division
3524,2002.03.01,Racing Club,30,3,0,37,Talleres Cordoba,Primera Division
51051,2002.03.01,CA Cerro,804,3,3,820,Penarol,Primera Division
51052,2002.03.01,Wanderers,834,4,1,806,Central Esp.,Primera Division
22736,2002.03.01,San Felipe,326,4,1,306,Cobresal,Primera Division
22737,2002.03.01,A. Italiano,301,2,1,315,Huachipato,Primera Division
22738,2002.03.01,D. Concepcion,310,1,1,305,Cobreloa,Primera Division
37025,2002.03.01,Olmedo,522,0,1,502,Aucas,Serie A
51053,2002.03.01,Paysandu Bella Vista,818,0,0,815,Maldonado,Primera Division
51058,2002.03.02,Tacuarembo,831,3,2,812,Fenix,Primera Division
29174,2002.03.02,Once Caldas,422,2,3,404,Bucaramanga,Liga Postobon
29173,2002.03.02,Envigado,413,0,1,403,Atl. Nacional,Liga Postobon
29172,2002.03.02,Junior,418,2,2,429,U. Magdalena,Liga Postobon
51055,2002.03.02,Juventud,813,2,1,802,Bella Vista,Primera Division
51056,2002.03.02,Plaza Colonia,821,2,0,832,Villa Espanola,Primera Division
51057,2002.03.02,Progreso,822,0,3,810,Danubio,Primera Division
51059,2002.03.02,Sayago,828,1,1,826,River Plate,Primera Division
22743,2002.03.02,Colo Colo,307,1,1,322,Palestino,Primera Division
29176,2002.03.02,Millonarios,421,5,0,426,Quindio,Liga Postobon
10599,2002.03.02,Iberoamericana,112,0,2,121,Real Potosi,Liga de Futbol Prof
37029,2002.03.02,Dep. Quito,508,0,0,503,Barcelona SC,Serie A
37028,2002.03.02,Emelec,510,0,1,509,EL Nacional,Serie A
37027,2002.03.02,LDU Quito,518,0,0,511,Espoli,Serie A
37026,2002.03.02,Macara,519,0,3,507,Dep. Cuenca,Serie A
29175,2002.03.02,America De Cali,402,2,1,412,Deportes Tolima,Liga Postobon
22740,2002.03.02,S. Morning,324,0,1,308,Coquimbo,Primera Division
29170,2002.03.02,Huila,415,0,3,410,Dep. Cali,Liga Postobon
3526,2002.03.02,Colon Santa FE,13,1,1,42,Velez Sarsfield,Primera Division
3525,2002.03.02,Argentinos Jrs,4,1,1,41,Union de Santa Fe,Primera Division
29171,2002.03.02,Ind. Medellin,416,0,0,405,Cartagena,Liga Postobon
3527,2002.03.02,San Lorenzo,33,0,1,22,Independiente,Primera Division
22742,2002.03.02,Deportes Temuco,313,1,3,330,U. De Chile,Primera Division
22741,2002.03.02,S. Wanderers,325,1,1,329,U. Catolica,Primera Division
29177,2002.03.02,Dep. Pasto,411,0,0,424,Pereira,Liga Postobon
22739,2002.03.02,Rangers,323,2,0,332,U. Espanola,Primera Division
41347,2002.03.03,Olimpia Asuncion,616,2,1,620,San Lorenzo,Primera Division
10603,2002.03.03,Central Union,107,2,0,116,Mariscal,Liga de Futbol Prof
10602,2002.03.03,Guabira,111,3,1,130,Wilstermann,Liga de Futbol Prof
10601,2002.03.03,Independiente,113,1,1,123,San Jose,Liga de Futbol Prof
10600,2002.03.03,The Strongest,126,2,1,118,Oriente Petrolero,Liga de Futbol Prof
41348,2002.03.03,Libertad Asuncion,614,3,1,617,Recoleta,Primera Division
3528,2002.03.03,Rosario Central,32,0,2,20,Huracan,Primera Division
3529,2002.03.03,Lanus,24,1,1,16,Estudiantes L.P.,Primera Division
3530,2002.03.03,Gimnasia L.P.,18,1,1,8,Banfield,Primera Division
3531,2002.03.03,Belgrano,9,0,1,25,Newells Old Boys,Primera Division
3532,2002.03.03,Chacarita Juniors,12,1,1,10,Boca Juniors,Primera Division
3533,2002.03.03,River Plate,31,0,0,26,Nueva Chicago,Primera Division
41350,2002.03.04,12 de Octubre,601,1,0,622,Sol de America,Primera Division
41349,2002.03.04,Sp. Luqueno,624,2,1,611,Guarani,Primera Division
10604,2002.03.05,Blooming,105,2,1,106,Bolivar,Liga de Futbol Prof
3534,2002.03.06,Racing Club,30,1,0,32,Rosario Central,Primera Division
29178,2002.03.06,Deportes Tolima,412,0,0,421,Millonarios,Liga Postobon
29179,2002.03.07,U. Magdalena,429,1,1,416,Ind. Medellin,Liga Postobon
29185,2002.03.07,Atl. Nacional,403,1,1,418,Junior,Liga Postobon
55546,2002.03.07,Nacional Tachira,926,1,0,911,Dep. Tachira,Primera Division
37030,2002.03.07,Dep. Cuenca,507,0,1,508,Dep. Quito,Serie A
29184,2002.03.07,Bucaramanga,404,1,0,424,Pereira,Liga Postobon
29183,2002.03.07,Cartagena,405,4,0,415,Huila,Liga Postobon
29182,2002.03.07,Dep. Cali,410,2,0,421,Millonarios,Liga Postobon
29181,2002.03.07,Deportes Tolima,412,2,1,413,Envigado,Liga Postobon
29180,2002.03.07,Quindio,426,0,0,411,Dep. Pasto,Liga Postobon
41352,2002.03.08,Sol de America,622,2,0,614,Libertad Asuncion,Primera Division
51062,2002.03.08,Bella Vista,802,1,4,820,Penarol,Primera Division
3535,2002.03.08,Independiente,22,0,1,13,Colon Santa FE,Primera Division
37032,2002.03.08,EL Nacional,509,0,0,522,Olmedo,Serie A
37031,2002.03.08,Barcelona SC,503,0,2,518,LDU Quito,Serie A
41351,2002.03.08,12 de Octubre,601,1,1,620,San Lorenzo,Primera Division
51061,2002.03.08,Paysandu Bella Vista,818,0,2,817,Nacional,Primera Division
51060,2002.03.08,Plaza Colonia,821,1,1,834,Wanderers,Primera Division
3536,2002.03.09,Newells Old Boys,25,1,4,33,San Lorenzo,Primera Division
3537,2002.03.09,Velez Sarsfield,42,1,2,18,Gimnasia L.P.,Primera Division
10605,2002.03.09,San Jose,123,2,1,112,Iberoamericana,Liga de Futbol Prof
37034,2002.03.09,Espoli,511,0,1,510,Emelec,Serie A
10606,2002.03.09,Real Potosi,121,2,2,126,The Strongest,Liga de Futbol Prof
51063,2002.03.09,Tacuarembo,831,2,4,815,Maldonado,Primera Division
37033,2002.03.09,Aucas,502,0,1,519,Macara,Serie A
3538,2002.03.09,Huracan,20,0,1,37,Talleres Cordoba,Primera Division
10609,2002.03.09,Bolivar,106,3,1,107,Central Union,Liga de Futbol Prof
22746,2002.03.09,U. Catolica,329,2,3,324,S. Morning,Primera Division
22744,2002.03.09,Coquimbo,308,2,2,323,Rangers,Primera Division
10608,2002.03.09,Mariscal,116,0,2,113,Independiente,Liga de Futbol Prof
10610,2002.03.09,Wilstermann,130,4,1,105,Blooming,Liga de Futbol Prof
22745,2002.03.09,Cobreloa,305,0,2,307,Colo Colo,Primera Division
10607,2002.03.09,Oriente Petrolero,118,8,0,111,Guabira,Liga de Futbol Prof
22747,2002.03.09,D. Concepcion,310,0,1,301,A. Italiano,Primera Division
41353,2002.03.09,Recoleta,617,2,4,604,Cerro Porteno,Primera Division
55549,2002.03.10,Mineros,923,0,2,911,Dep. Tachira,Primera Division
55550,2002.03.10,Nacional Tachira,926,1,0,925,Monagas,Primera Division
22749,2002.03.10,U. De Chile,330,3,2,315,Huachipato,Primera Division
3543,2002.03.10,Boca Juniors,10,0,3,31,River Plate,Primera Division
51064,2002.03.10,Danubio,810,2,1,828,Sayago,Primera Division
51065,2002.03.10,River Plate,826,3,1,832,Villa Espanola,Primera Division
51066,2002.03.10,Juventud,813,0,1,806,Central Esp.,Primera Division
22748,2002.03.10,U. Espanola,332,3,1,326,San Felipe,Primera Division
55548,2002.03.10,Caracas,906,1,1,930,Trujillanos,Primera Division
22751,2002.03.10,Cobresal,306,2,4,313,Deportes Temuco,Primera Division
22750,2002.03.10,Palestino,322,1,0,325,S. Wanderers,Primera Division
51068,2002.03.10,CA Cerro,804,0,5,811,Defensor Sp.,Primera Division
29186,2002.03.10,Santa Fe,427,1,2,402,America De Cali,Liga Postobon
3544,2002.03.10,Belgrano,9,0,1,30,Racing Club,Primera Division
41354,2002.03.10,Sp. Luqueno,624,3,1,625,Sport Colombia,Primera Division
41355,2002.03.10,Guarani,611,2,1,616,Olimpia Asuncion,Primera Division
3539,2002.03.10,Union de Santa Fe,41,3,1,32,Rosario Central,Primera Division
3540,2002.03.10,Nueva Chicago,26,1,1,24,Lanus,Primera Division
3541,2002.03.10,Estudiantes L.P.,16,2,1,4,Argentinos Jrs,Primera Division
3542,2002.03.10,Banfield,8,1,0,12,Chacarita Juniors,Primera Division
55547,2002.03.10,Estudiantes Merida,915,3,0,928,Portuguesa,Primera Division
51067,2002.03.10,Fenix,812,4,0,822,Progreso,Primera Division
3545,2002.03.13,Nueva Chicago,26,1,1,12,Chacarita Juniors,Primera Division
41356,2002.03.13,Olimpia Asuncion,616,1,2,624,Sp. Luqueno,Primera Division
55551,2002.03.13,Petare,927,2,0,928,Portuguesa,Primera Division
29189,2002.03.13,Cortulua,408,0,1,404,Bucaramanga,Liga Postobon
55553,2002.03.13,Estudiantes Merida,915,2,1,930,Trujillanos,Primera Division
55552,2002.03.13,Mineros,923,2,1,906,Caracas,Primera Division
29194,2002.03.13,Pereira,424,3,0,426,Quindio,Liga Postobon
29193,2002.03.13,Millonarios,421,0,0,405,Cartagena,Liga Postobon
29192,2002.03.13,Junior,418,2,1,412,Deportes Tolima,Liga Postobon
29191,2002.03.13,Huila,415,1,1,429,U. Magdalena,Liga Postobon
29190,2002.03.13,Envigado,413,0,0,427,Santa Fe,Liga Postobon
29188,2002.03.13,America De Cali,402,2,2,422,Once Caldas,Liga Postobon
29187,2002.03.13,Dep. Pasto,411,5,3,410,Dep. Cali,Liga Postobon
51069,2002.03.14,Defensor Sp.,811,1,3,810,Danubio,Primera Division
51070,2002.03.15,Penarol,820,1,1,826,River Plate,Primera Division
37035,2002.03.15,Emelec,510,0,0,522,Olmedo,Serie A
37036,2002.03.15,Dep. Quito,508,0,0,502,Aucas,Serie A
37037,2002.03.15,Macara,519,0,0,509,EL Nacional,Serie A
3546,2002.03.15,San Lorenzo,33,0,0,9,Belgrano,Primera Division
29195,2002.03.15,Cortulua,408,1,3,402,America De Cali,Liga Postobon
41357,2002.03.15,Libertad Asuncion,614,1,0,601,12 de Octubre,Primera Division
29196,2002.03.16,U. Magdalena,429,1,0,421,Millonarios,Liga Postobon
29197,2002.03.16,Santa Fe,427,2,0,418,Junior,Liga Postobon
29198,2002.03.16,Once Caldas,422,4,1,413,Envigado,Liga Postobon
29199,2002.03.16,Deportes Tolima,412,1,1,416,Ind. Medellin,Liga Postobon
51071,2002.03.16,Villa Espanola,832,4,0,828,Sayago,Primera Division
29202,2002.03.16,Bucaramanga,404,2,1,426,Quindio,Liga Postobon
51073,2002.03.16,Plaza Colonia,821,2,1,804,CA Cerro,Primera Division
51074,2002.03.16,Maldonado,815,2,0,834,Wanderers,Primera Division
51072,2002.03.16,Tacuarembo,831,1,3,817,Nacional,Primera Division
51076,2002.03.16,Bella Vista,802,0,1,812,Fenix,Primera Division
41358,2002.03.16,Olimpia Asuncion,616,3,3,625,Sport Colombia,Primera Division
10611,2002.03.16,Guabira,111,3,1,121,Real Potosi,Liga de Futbol Prof
10612,2002.03.16,The Strongest,126,2,1,112,Iberoamericana,Liga de Futbol Prof
10613,2002.03.16,Independiente,113,0,2,106,Bolivar,Liga de Futbol Prof
