,date,t1,g1,g2,t2,tourn
190,2003.08.20,San Lorenzo,6,0,Petare,Copa Sudamericana
191,2003.08.21,Atl. Nacional,2,1,Dep. Pasto,Copa Sudamericana
192,2003.08.26,Danubio,0,1,Nacional,Copa Sudamericana
193,2003.08.26,Alianza Lima,0,1,Cienciano,Copa Sudamericana
194,2003.08.26,Vasco,1,1,Gremio,Copa Sudamericana
195,2003.08.26,Internacional,3,1,Flamengo RJ,Copa Sudamericana
196,2003.08.26,Cruzeiro,1,1,Sao Caetano,Copa Sudamericana
197,2003.08.28,Velez Sarsfield,1,4,Colon Santa FE,Copa Sudamericana
198,2003.08.28,Libertad Asuncion,0,1,Guarani,Copa Sudamericana
199,2003.09.02,Osorno,1,2,U. Catolica,Copa Sudamericana
200,2003.09.03,Atletico-MG,0,2,Fluminense,Copa Sudamericana
201,2003.09.03,Flamengo RJ,0,3,Santos,Copa Sudamericana
202,2003.09.03,Sao Paulo,2,1,Vasco,Copa Sudamericana
203,2003.09.04,Rosario Central,0,1,Independiente,Copa Sudamericana
204,2003.09.15,Sao Paulo,1,0,Fluminense,Copa Sudamericana
205,2003.09.16,Independiente,1,4,River Plate,Copa Sudamericana
206,2003.09.16,The Strongest,2,0,San Lorenzo,Copa Sudamericana
207,2003.09.16,Sao Caetano,0,1,Santos,Copa Sudamericana
208,2003.09.16,Nacional,2,2,Danubio,Copa Sudamericana
209,2003.09.17,LDU Quito,1,1,Atl. Nacional,Copa Sudamericana
210,2003.09.24,Nacional,3,0,Libertad Asuncion,Copa Sudamericana
211,2003.09.24,Colon Santa FE,1,1,Boca Juniors,Copa Sudamericana
212,2003.09.25,Cienciano,4,0,U. Catolica,Copa Sudamericana
213,2003.10.01,Santos,1,1,Sao Caetano,Copa Sudamericana
214,2003.10.01,Fluminense,1,1,Sao Paulo,Copa Sudamericana
215,2003.10.02,Libertad Asuncion,3,0,Nacional,Copa Sudamericana
216,2003.10.02,U. Catolica,3,1,Cienciano,Copa Sudamericana
217,2003.10.02,Atl. Nacional,1,0,LDU Quito,Copa Sudamericana
218,2003.10.07,San Lorenzo,2,1,The Strongest,Copa Sudamericana
219,2003.10.08,River Plate,4,0,Independiente,Copa Sudamericana
220,2003.10.09,Boca Juniors,2,1,Colon Santa FE,Copa Sudamericana
221,2003.10.16,Santos,1,1,Cienciano,Copa Sudamericana
222,2003.10.22,Boca Juniors,0,1,Atl. Nacional,Copa Sudamericana
223,2003.10.23,River Plate,2,0,Libertad Asuncion,Copa Sudamericana
224,2003.10.29,The Strongest,1,4,Sao Paulo,Copa Sudamericana
225,2003.10.29,Cienciano,2,1,Santos,Copa Sudamericana
226,2003.11.05,Libertad Asuncion,1,0,River Plate,Copa Sudamericana
227,2003.11.05,Atl. Nacional,4,1,Boca Juniors,Copa Sudamericana
228,2003.11.12,Sao Paulo,3,1,The Strongest,Copa Sudamericana
229,2003.11.13,Atl. Nacional,1,2,Cienciano,Copa Sudamericana
230,2003.11.26,River Plate,3,1,Sao Paulo,Copa Sudamericana
231,2003.12.03,Sao Paulo,2,0,River Plate,Copa Sudamericana
232,2003.12.04,Cienciano,1,0,Atl. Nacional,Copa Sudamericana
233,2003.12.09,River Plate,3,3,Cienciano,Copa Sudamericana
234,2003.12.19,Cienciano,1,0,River Plate,Copa Sudamericana
235,2004.02.03,Libertad Asuncion,0,0,Deportes Tolima,Copa Libertadores
236,2004.02.03,Colo Colo,2,3,Dep. Cali,Copa Libertadores
237,2004.02.04,Guarani,0,0,Barcelona SC,Copa Libertadores
238,2004.02.04,Cruzeiro,3,1,Caracas,Copa Libertadores
239,2004.02.05,Sao Caetano,4,2,The Strongest,Copa Libertadores
240,2004.02.05,Olimpia Asuncion,0,2,Rosario Central,Copa Libertadores
241,2004.02.05,Wilstermann,2,3,Santos,Copa Libertadores
242,2004.02.10,Cobreloa,0,2,LDU Quito,Copa Libertadores
243,2004.02.10,Sporting Cristal,4,1,Coritiba,Copa Libertadores
244,2004.02.10,Velez Sarsfield,1,1,U. A. Maracaibo,Copa Libertadores
245,2004.02.11,Alianza Lima,1,2,Sao Paulo,Copa Libertadores
246,2004.02.11,Dep. Tachira,0,0,River Plate,Copa Libertadores
247,2004.02.12,Barcelona SC,4,0,Wilstermann,Copa Libertadores
248,2004.02.12,Independiente,4,2,Cienciano,Copa Libertadores
249,2004.02.12,EL Nacional,0,0,Nacional,Copa Libertadores
250,2004.02.17,Coritiba,1,1,Olimpia Asuncion,Copa Libertadores
251,2004.02.18,Santos,2,2,Guarani,Copa Libertadores
252,2004.02.18,Bolivar,3,1,Boca Juniors,Copa Libertadores
253,2004.02.19,Once Caldas,3,0,Fenix,Copa Libertadores
254,2004.02.24,U. De Concepcion,2,3,Caracas,Copa Libertadores
255,2004.02.24,Nacional,0,0,Independiente,Copa Libertadores
256,2004.02.24,Deportes Tolima,1,1,Dep. Tachira,Copa Libertadores
257,2004.02.25,LDU Quito,3,0,Alianza Lima,Copa Libertadores
258,2004.02.25,Fenix,2,1,Velez Sarsfield,Copa Libertadores
259,2004.02.25,U. A. Maracaibo,1,2,Once Caldas,Copa Libertadores
260,2004.02.25,River Plate,4,1,Libertad Asuncion,Copa Libertadores
261,2004.02.26,Sao Paulo,3,1,Cobreloa,Copa Libertadores
262,2004.02.26,Rosario Central,1,1,Sporting Cristal,Copa Libertadores
263,2004.02.26,Cienciano,1,0,EL Nacional,Copa Libertadores
264,2004.03.02,Penarol,1,1,Sao Caetano,Copa Libertadores
265,2004.03.02,Independiente,2,0,EL Nacional,Copa Libertadores
266,2004.03.02,Dep. Cali,3,1,Bolivar,Copa Libertadores
267,2004.03.02,Caracas,1,0,U. De Concepcion,Copa Libertadores
268,2004.03.03,Barcelona SC,1,3,Santos,Copa Libertadores
269,2004.03.03,Boca Juniors,2,0,Colo Colo,Copa Libertadores
270,2004.03.03,Wilstermann,0,0,Guarani,Copa Libertadores
271,2004.03.03,Fenix,1,2,U. A. Maracaibo,Copa Libertadores
272,2004.03.04,Nacional,1,0,Cienciano,Copa Libertadores
273,2004.03.04,Alianza Lima,2,0,Cobreloa,Copa Libertadores
274,2004.03.04,LDU Quito,3,0,Sao Paulo,Copa Libertadores
275,2004.03.04,Rosario Central,2,0,Coritiba,Copa Libertadores
276,2004.03.09,Dep. Tachira,2,0,Libertad Asuncion,Copa Libertadores
277,2004.03.09,Velez Sarsfield,2,0,Once Caldas,Copa Libertadores
278,2004.03.09,Sporting Cristal,3,2,Olimpia Asuncion,Copa Libertadores
279,2004.03.10,Cobreloa,0,1,Alianza Lima,Copa Libertadores
280,2004.03.10,Coritiba,2,0,Rosario Central,Copa Libertadores
281,2004.03.10,Sao Paulo,1,0,LDU Quito,Copa Libertadores
282,2004.03.10,Dep. Cali,0,1,Boca Juniors,Copa Libertadores
283,2004.03.11,Cienciano,1,2,Nacional,Copa Libertadores
284,2004.03.11,Santos,1,0,Barcelona SC,Copa Libertadores
285,2004.03.11,Deportes Tolima,2,3,River Plate,Copa Libertadores
286,2004.03.16,EL Nacional,1,0,Independiente,Copa Libertadores
287,2004.03.16,Olimpia Asuncion,2,1,Sporting Cristal,Copa Libertadores
288,2004.03.16,Penarol,4,0,The Strongest,Copa Libertadores
289,2004.03.17,Libertad Asuncion,1,1,Dep. Tachira,Copa Libertadores
290,2004.03.17,Once Caldas,2,0,Velez Sarsfield,Copa Libertadores
291,2004.03.17,Cruzeiro,5,0,U. De Concepcion,Copa Libertadores
292,2004.03.18,Guarani,3,1,Wilstermann,Copa Libertadores
293,2004.03.18,U. A. Maracaibo,1,1,Fenix,Copa Libertadores
294,2004.03.18,River Plate,1,0,Deportes Tolima,Copa Libertadores
295,2004.03.18,Bolivar,2,0,Colo Colo,Copa Libertadores
296,2004.03.23,Sporting Cristal,4,1,Rosario Central,Copa Libertadores
297,2004.03.23,EL Nacional,3,3,Cienciano,Copa Libertadores
298,2004.03.23,The Strongest,2,0,Penarol,Copa Libertadores
299,2004.03.24,Wilstermann,2,2,Barcelona SC,Copa Libertadores
300,2004.03.24,Cobreloa,1,2,Sao Paulo,Copa Libertadores
301,2004.03.24,Boca Juniors,3,0,Dep. Cali,Copa Libertadores
302,2004.03.25,Independiente,1,1,Nacional,Copa Libertadores
303,2004.03.25,Guarani,1,2,Santos,Copa Libertadores
304,2004.03.25,Colo Colo,2,0,Bolivar,Copa Libertadores
305,2004.03.25,Alianza Lima,1,0,LDU Quito,Copa Libertadores
306,2004.04.06,Velez Sarsfield,1,0,Fenix,Copa Libertadores
307,2004.04.06,Once Caldas,2,1,U. A. Maracaibo,Copa Libertadores
308,2004.04.06,Olimpia Asuncion,1,1,Coritiba,Copa Libertadores
309,2004.04.07,Sao Paulo,3,1,Alianza Lima,Copa Libertadores
310,2004.04.07,Libertad Asuncion,1,0,River Plate,Copa Libertadores
311,2004.04.07,LDU Quito,5,1,Cobreloa,Copa Libertadores
312,2004.04.07,Bolivar,1,0,Dep. Cali,Copa Libertadores
313,2004.04.08,Sao Caetano,1,1,Penarol,Copa Libertadores
314,2004.04.08,Dep. Tachira,2,0,Deportes Tolima,Copa Libertadores
315,2004.04.08,Colo Colo,1,0,Boca Juniors,Copa Libertadores
316,2004.04.13,Rosario Central,2,1,Olimpia Asuncion,Copa Libertadores
317,2004.04.13,Coritiba,2,0,Sporting Cristal,Copa Libertadores
318,2004.04.14,Santos,5,0,Wilstermann,Copa Libertadores
319,2004.04.14,Caracas,2,3,Cruzeiro,Copa Libertadores
320,2004.04.14,River Plate,2,2,Dep. Tachira,Copa Libertadores
321,2004.04.14,Deportes Tolima,3,2,Libertad Asuncion,Copa Libertadores
322,2004.04.14,Barcelona SC,2,0,Guarani,Copa Libertadores
323,2004.04.15,The Strongest,0,2,Sao Caetano,Copa Libertadores
324,2004.04.20,Nacional,3,2,EL Nacional,Copa Libertadores
325,2004.04.20,Cienciano,3,2,Independiente,Copa Libertadores
326,2004.04.21,Dep. Cali,3,1,Colo Colo,Copa Libertadores
327,2004.04.21,Boca Juniors,3,0,Bolivar,Copa Libertadores
328,2004.04.22,U. A. Maracaibo,4,2,Velez Sarsfield,Copa Libertadores
329,2004.04.22,Fenix,2,2,Once Caldas,Copa Libertadores
330,2004.04.28,Sao Caetano,2,2,Independiente,Copa Libertadores
331,2004.04.29,Barcelona SC,6,1,U. A. Maracaibo,Copa Libertadores
332,2004.05.04,Dep. Tachira,3,0,Nacional,Copa Libertadores
333,2004.05.04,Sporting Cristal,2,3,Boca Juniors,Copa Libertadores
334,2004.05.05,LDU Quito,4,2,Santos,Copa Libertadores
335,2004.05.05,Dep. Cali,1,0,Cruzeiro,Copa Libertadores
336,2004.05.06,Rosario Central,1,0,Sao Paulo,Copa Libertadores
337,2004.05.06,Barcelona SC,0,0,Once Caldas,Copa Libertadores
338,2004.05.11,Santos,2,0,LDU Quito,Copa Libertadores
339,2004.05.12,Boca Juniors,2,1,Sporting Cristal,Copa Libertadores
340,2004.05.12,Sao Paulo,2,1,Rosario Central,Copa Libertadores
341,2004.05.13,Cruzeiro,2,1,Dep. Cali,Copa Libertadores
342,2004.05.13,Once Caldas,1,1,Barcelona SC,Copa Libertadores
343,2004.05.13,Nacional,2,2,Dep. Tachira,Copa Libertadores
344,2004.05.19,Santos,1,1,Once Caldas,Copa Libertadores
345,2004.05.19,Sao Paulo,3,0,Dep. Tachira,Copa Libertadores
346,2004.05.20,River Plate,1,0,Dep. Cali,Copa Libertadores
347,2004.05.20,Sao Caetano,0,0,Boca Juniors,Copa Libertadores
348,2004.05.25,Boca Juniors,1,1,Sao Caetano,Copa Libertadores
349,2004.05.26,Dep. Tachira,1,4,Sao Paulo,Copa Libertadores
350,2004.05.26,Dep. Cali,1,3,River Plate,Copa Libertadores
351,2004.05.27,Once Caldas,1,0,Santos,Copa Libertadores
352,2004.06.09,Sao Paulo,0,0,Once Caldas,Copa Libertadores
353,2004.06.10,Boca Juniors,1,0,River Plate,Copa Libertadores
354,2004.06.16,Once Caldas,2,1,Sao Paulo,Copa Libertadores
355,2004.06.17,River Plate,2,1,Boca Juniors,Copa Libertadores
356,2004.06.23,Boca Juniors,0,0,Once Caldas,Copa Libertadores
357,2004.07.01,Once Caldas,1,1,Boca Juniors,Copa Libertadores
358,2004.08.10,Arsenal Sarandi,1,1,Banfield,Copa Sudamericana
359,2004.08.11,LDU Quito,1,0,Aucas,Copa Sudamericana
360,2004.08.11,Cerro Porteno,1,1,Libertad Asuncion,Copa Sudamericana
361,2004.08.12,Petare,0,0,Carabobo,Copa Sudamericana
362,2004.08.12,Aurora,1,2,Bolivar,Copa Sudamericana
363,2004.08.17,Carabobo,2,0,Petare,Copa Sudamericana
364,2004.08.17,Coronel,1,0,Alianza Atl.,Copa Sudamericana
365,2004.08.18,Quilmes,0,2,San Lorenzo,Copa Sudamericana
366,2004.08.19,Bolivar,3,1,Aurora,Copa Sudamericana
367,2004.08.19,Millonarios,1,0,Junior,Copa Sudamericana
368,2004.08.23,Carabobo,1,2,Cienciano,Copa Sudamericana
369,2004.08.24,Libertad Asuncion,0,2,Cerro Porteno,Copa Sudamericana
370,2004.08.25,Parana,2,1,Santos,Copa Sudamericana
371,2004.08.25,Figueirense,0,0,Internacional,Copa Sudamericana
372,2004.08.25,Goias,4,2,Atletico-MG,Copa Sudamericana
373,2004.08.26,Coritiba,1,2,Sao Caetano,Copa Sudamericana
374,2004.08.31,U. De Concepcion,2,1,S. Wanderers,Copa Sudamericana
375,2004.08.31,Cienciano,6,1,Carabobo,Copa Sudamericana
376,2004.09.01,San Lorenzo,0,0,Quilmes,Copa Sudamericana
377,2004.09.02,Banfield,3,4,Arsenal Sarandi,Copa Sudamericana
378,2004.09.04,Atletico-MG,1,1,Goias,Copa Sudamericana
379,2004.09.04,Santos,3,0,Parana,Copa Sudamericana
380,2004.09.04,Sao Caetano,2,2,Coritiba,Copa Sudamericana
