"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"04.10.2015","LDU Quito",3,,"Dep. Cuenca",2,,"Serie A"
"03.10.2015","Barcelona SC",0,,"Emelec",1,,"Serie A"
"02.10.2015","LDU Loja",1,,"EL Nacional",0,,"Serie A"
"02.10.2015","Aucas",0,,"Mushuc Runa",0,,"Serie A"
"02.10.2015","Guayaquil City",1,,"Ind. del Valle",3,,"Serie A"
"27.09.2015","Dep. Cuenca",3,,"Barcelona SC",0,,"Serie A"
"27.09.2015","EL Nacional",1,,"LDU Quito",5,,"Serie A"
"26.09.2015","Emelec",1,,"LDU Loja",1,,"Serie A"
"26.09.2015","Ind. del Valle",1,,"Aucas",1,,"Serie A"
"26.09.2015","Mushuc Runa",1,,"Dep. Quito",1,,"Serie A"
"26.09.2015","U. Catolica",1,,"Guayaquil City",0,,"Serie A"
"20.09.2015","Barcelona SC",1,,"Dep. Cuenca",1,,"Serie A"
"20.09.2015","Aucas",1,,"Ind. del Valle",1,,"Serie A"
"20.09.2015","Dep. Quito",1,,"Mushuc Runa",2,,"Serie A"
"20.09.2015","LDU Quito",1,,"EL Nacional",1,,"Serie A"
"19.09.2015","Guayaquil City",1,,"U. Catolica",3,,"Serie A"
"13.09.2015","Emelec",0,,"Barcelona SC",0,,"Serie A"
"13.09.2015","U. Catolica",2,,"Dep. Quito",1,,"Serie A"
"13.09.2015","Mushuc Runa",3,,"Aucas",1,,"Serie A"
"13.09.2015","EL Nacional",1,,"LDU Loja",3,,"Serie A"
"12.09.2015","Ind. del Valle",1,,"Guayaquil City",1,,"Serie A"
"11.09.2015","Dep. Cuenca",0,,"LDU Quito",1,,"Serie A"
"06.09.2015","Aucas",2,,"U. Catolica",1,,"Serie A"
"06.09.2015","LDU Quito",2,,"Barcelona SC",0,,"Serie A"
"05.09.2015","Guayaquil City",2,,"Mushuc Runa",2,,"Serie A"
"04.09.2015","Dep. Quito",0,,"Dep. Cuenca",3,,"Serie A"
"04.09.2015","LDU Loja",3,,"Ind. del Valle",2,,"Serie A"
"30.08.2015","Ind. del Valle",1,,"Emelec",0,,"Serie A"
"30.08.2015","Barcelona SC",3,,"Dep. Quito",0,,"Serie A"
"30.08.2015","EL Nacional",2,,"Guayaquil City",0,,"Serie A"
"30.08.2015","Mushuc Runa",1,,"LDU Quito",3,,"Serie A"
"29.08.2015","U. Catolica",3,,"LDU Loja",0,,"Serie A"
"28.08.2015","Dep. Cuenca",1,,"Aucas",1,,"Serie A"
"26.08.2015","U. Catolica",3,,"EL Nacional",1,,"Serie A"
"24.08.2015","LDU Loja",2,,"Mushuc Runa",1,,"Serie A"
"23.08.2015","Emelec",2,,"U. Catolica",2,,"Serie A"
"23.08.2015","Aucas",3,,"Barcelona SC",1,,"Serie A"
"23.08.2015","Dep. Quito",1,,"LDU Quito",4,,"Serie A"
"22.08.2015","Guayaquil City",1,,"Dep. Cuenca",1,,"Serie A"
"22.08.2015","EL Nacional",0,,"Ind. del Valle",1,,"Serie A"
"16.08.2015","Dep. Cuenca",0,,"Emelec",1,,"Serie A"
"16.08.2015","Barcelona SC",0,,"Guayaquil City",1,,"Serie A"
"16.08.2015","Dep. Quito",0,,"Aucas",1,,"Serie A"
"15.08.2015","Mushuc Runa",2,,"Ind. del Valle",4,,"Serie A"
"09.08.2015","EL Nacional",1,,"Barcelona SC",0,,"Serie A"
"09.08.2015","Aucas",3,,"LDU Quito",2,,"Serie A"
"08.08.2015","Emelec",1,,"Mushuc Runa",0,,"Serie A"
"08.08.2015","Guayaquil City",3,,"Dep. Quito",1,,"Serie A"
"07.08.2015","Ind. del Valle",0,,"U. Catolica",1,,"Serie A"
"07.08.2015","LDU Loja",0,,"Dep. Cuenca",1,,"Serie A"
"02.08.2015","Barcelona SC",2,,"Ind. del Valle",1,,"Serie A"
"02.08.2015","Mushuc Runa",1,,"U. Catolica",3,,"Serie A"
"02.08.2015","Aucas",4,,"Guayaquil City",0,,"Serie A"
"02.08.2015","Dep. Quito",1,,"LDU Loja",1,,"Serie A"
"02.08.2015","Dep. Cuenca",0,,"EL Nacional",0,,"Serie A"
"02.08.2015","LDU Quito",2,,"Emelec",1,,"Serie A"
"29.07.2015","EL Nacional",1,,"Mushuc Runa",0,,"Serie A"
"29.07.2015","Guayaquil City",1,,"LDU Quito",0,,"Serie A"
"29.07.2015","LDU Loja",1,,"Barcelona SC",2,,"Serie A"
"29.07.2015","Ind. del Valle",3,,"Dep. Quito",0,,"Serie A"
"29.07.2015","Emelec",3,,"Aucas",0,,"Serie A"
"29.07.2015","U. Catolica",1,,"Dep. Cuenca",3,,"Serie A"
"25.07.2015","Guayaquil City",0,,"Emelec",4,,"Serie A"
"25.07.2015","LDU Quito",1,,"U. Catolica",1,,"Serie A"
"25.07.2015","Barcelona SC",0,,"Mushuc Runa",0,,"Serie A"
"25.07.2015","Aucas",1,,"LDU Loja",0,,"Serie A"
"24.07.2015","Dep. Cuenca",0,,"Ind. del Valle",2,,"Serie A"
"24.07.2015","Dep. Quito",1,,"EL Nacional",0,,"Serie A"
"19.07.2015","Emelec",0,,"Dep. Quito",0,,"Serie A"
"19.07.2015","U. Catolica",0,,"Barcelona SC",2,,"Serie A"
"18.07.2015","Ind. del Valle",1,,"LDU Quito",3,,"Serie A"
"18.07.2015","EL Nacional",1,,"Aucas",0,,"Serie A"
"18.07.2015","Mushuc Runa",2,,"Dep. Cuenca",1,,"Serie A"
"17.07.2015","LDU Loja",0,,"Guayaquil City",0,,"Serie A"
"12.07.2015","Barcelona SC",2,,"LDU Loja",0,,"Serie A"
"12.07.2015","Aucas",3,,"Guayaquil City",1,,"Serie A"
"12.07.2015","EL Nacional",0,,"LDU Quito",1,,"Serie A"
"12.07.2015","Emelec",2,,"Dep. Quito",0,,"Serie A"
"12.07.2015","Ind. del Valle",1,,"U. Catolica",1,,"Serie A"
"10.07.2015","Dep. Cuenca",0,,"Mushuc Runa",2,,"Serie A"
"10.07.2015","U. Catolica",0,,"Emelec",1,,"Serie A"
"07.07.2015","Emelec",1,,"LDU Quito",0,,"Serie A"
"05.07.2015","Dep. Quito",3,,"Ind. del Valle",2,,"Serie A"
"05.07.2015","Mushuc Runa",1,,"Emelec",3,,"Serie A"
"04.07.2015","LDU Quito",1,,"Aucas",0,,"Serie A"
"04.07.2015","LDU Loja",0,,"EL Nacional",3,,"Serie A"
"04.07.2015","U. Catolica",1,,"Dep. Cuenca",1,,"Serie A"
"03.07.2015","Guayaquil City",2,,"Barcelona SC",1,,"Serie A"
"01.07.2015","Emelec",3,,"Ind. del Valle",3,,"Serie A"
"28.06.2015","Aucas",3,,"U. Catolica",1,,"Serie A"
"28.06.2015","EL Nacional",2,,"Guayaquil City",1,,"Serie A"
"28.06.2015","Mushuc Runa",0,,"LDU Quito",1,,"Serie A"
"27.06.2015","Ind. del Valle",2,,"Barcelona SC",3,,"Serie A"
"27.06.2015","Emelec",4,,"LDU Loja",0,,"Serie A"
"26.06.2015","Dep. Cuenca",3,,"Dep. Quito",3,,"Serie A"
"24.05.2015","Barcelona SC",0,,"EL Nacional",2,,"Serie A"
"24.05.2015","LDU Quito",0,,"Dep. Cuenca",0,,"Serie A"
"23.05.2015","Guayaquil City",1,,"Ind. del Valle",2,,"Serie A"
"23.05.2015","Dep. Quito",1,,"Mushuc Runa",1,,"Serie A"
"22.05.2015","LDU Loja",2,,"Aucas",5,,"Serie A"
"17.05.2015","Aucas",0,,"Barcelona SC",2,,"Serie A"
"17.05.2015","Mushuc Runa",1,,"Guayaquil City",0,,"Serie A"
"16.05.2015","Dep. Quito",0,,"U. Catolica",3,,"Serie A"
"16.05.2015","Ind. del Valle",1,,"EL Nacional",0,,"Serie A"
"15.05.2015","Dep. Cuenca",1,,"LDU Loja",0,,"Serie A"
"13.05.2015","Mushuc Runa",1,,"Barcelona SC",1,,"Serie A"
"10.05.2015","Barcelona SC",2,,"Emelec",0,,"Serie A"
"10.05.2015","EL Nacional",1,,"Aucas",1,,"Serie A"
"09.05.2015","LDU Quito",3,,"Dep. Quito",1,,"Serie A"
"09.05.2015","Guayaquil City",2,,"Dep. Cuenca",3,,"Serie A"
"09.05.2015","U. Catolica",0,,"Mushuc Runa",1,,"Serie A"
"08.05.2015","LDU Loja",0,,"Ind. del Valle",2,,"Serie A"
"03.05.2015","Emelec",2,,"EL Nacional",0,,"Serie A"
"03.05.2015","U. Catolica",1,,"LDU Quito",1,,"Serie A"
"03.05.2015","Dep. Cuenca",3,,"Barcelona SC",2,,"Serie A"
"02.05.2015","Dep. Quito",1,,"Guayaquil City",1,,"Serie A"
"02.05.2015","Ind. del Valle",1,,"Aucas",1,,"Serie A"
"02.05.2015","Mushuc Runa",3,,"LDU Loja",1,,"Serie A"
"29.04.2015","Dep. Cuenca",0,,"Emelec",4,,"Serie A"
"29.04.2015","LDU Quito",2,,"Barcelona SC",0,,"Serie A"
"26.04.2015","Barcelona SC",0,,"LDU Quito",1,,"Serie A"
"26.04.2015","Guayaquil City",1,,"U. Catolica",0,,"Serie A"
"26.04.2015","Aucas",0,,"Emelec",0,,"Serie A"
"26.04.2015","EL Nacional",1,,"Dep. Cuenca",1,,"Serie A"
"26.04.2015","LDU Loja",1,,"Dep. Quito",1,,"Serie A"
"25.04.2015","Ind. del Valle",1,,"Mushuc Runa",0,,"Serie A"
"22.04.2015","Dep. Cuenca",0,,"Aucas",2,,"Serie A"
"22.04.2015","LDU Quito",2,,"Guayaquil City",0,,"Serie A"
"22.04.2015","Dep. Quito",0,,"EL Nacional",1,,"Serie A"
"22.04.2015","U. Catolica",1,,"LDU Loja",3,,"Serie A"
"19.04.2015","Emelec",0,,"Guayaquil City",0,,"Serie A"
"18.04.2015","Ind. del Valle",2,,"Dep. Cuenca",2,,"Serie A"
"18.04.2015","EL Nacional",1,,"Mushuc Runa",2,,"Serie A"
"18.04.2015","Aucas",2,,"Dep. Quito",3,,"Serie A"
"17.04.2015","LDU Loja",0,,"LDU Quito",0,,"Serie A"
"17.04.2015","Barcelona SC",2,,"U. Catolica",0,,"Serie A"
"13.04.2015","Dep. Quito",1,,"Barcelona SC",0,,"Serie A"
"12.04.2015","LDU Quito",2,,"Ind. del Valle",0,,"Serie A"
"11.04.2015","Guayaquil City",1,,"LDU Loja",0,,"Serie A"
"11.04.2015","Mushuc Runa",2,,"Aucas",2,,"Serie A"
"11.04.2015","U. Catolica",0,,"EL Nacional",4,,"Serie A"
"08.04.2015","Ind. del Valle",3,,"Emelec",1,,"Serie A"
"05.04.2015","Barcelona SC",1,,"Dep. Quito",2,,"Serie A"
"05.04.2015","Aucas",2,,"Mushuc Runa",2,,"Serie A"
"05.04.2015","EL Nacional",0,,"U. Catolica",0,,"Serie A"
"04.04.2015","LDU Loja",1,,"Guayaquil City",0,,"Serie A"
"04.04.2015","Ind. del Valle",1,,"LDU Quito",1,,"Serie A"
"03.04.2015","Emelec",3,,"Dep. Cuenca",1,,"Serie A"
"01.04.2015","Barcelona SC",2,,"Aucas",0,,"Serie A"
"29.03.2015","Guayaquil City",1,,"Emelec",2,,"Serie A"
"29.03.2015","Dep. Cuenca",1,,"Ind. del Valle",1,,"Serie A"
"29.03.2015","U. Catolica",1,,"Barcelona SC",2,,"Serie A"
"29.03.2015","LDU Quito",2,,"LDU Loja",1,,"Serie A"
"29.03.2015","Mushuc Runa",0,,"EL Nacional",3,,"Serie A"
"29.03.2015","Dep. Quito",3,,"Aucas",2,,"Serie A"
"25.03.2015","EL Nacional",2,,"Dep. Quito",3,,"Serie A"
"25.03.2015","LDU Loja",1,,"U. Catolica",0,,"Serie A"
"25.03.2015","Barcelona SC",6,,"Mushuc Runa",0,,"Serie A"
"25.03.2015","Guayaquil City",1,,"LDU Quito",1,,"Serie A"
"25.03.2015","Aucas",2,,"Dep. Cuenca",0,,"Serie A"
"22.03.2015","Emelec",2,,"Aucas",0,,"Serie A"
"21.03.2015","Mushuc Runa",0,,"Ind. del Valle",1,,"Serie A"
"20.03.2015","Dep. Cuenca",1,,"EL Nacional",0,,"Serie A"
"20.03.2015","Dep. Quito",3,,"LDU Loja",1,,"Serie A"
"20.03.2015","U. Catolica",4,,"Guayaquil City",1,,"Serie A"
"15.03.2015","Barcelona SC",2,,"Dep. Cuenca",0,,"Serie A"
"15.03.2015","Aucas",0,,"Ind. del Valle",1,,"Serie A"
"15.03.2015","EL Nacional",1,,"Emelec",1,,"Serie A"
"15.03.2015","LDU Quito",3,,"U. Catolica",0,,"Serie A"
"14.03.2015","Guayaquil City",2,,"Dep. Quito",2,,"Serie A"
"14.03.2015","LDU Loja",1,,"Mushuc Runa",2,,"Serie A"
"08.03.2015","Emelec",2,,"Barcelona SC",0,,"Serie A"
"08.03.2015","Aucas",2,,"EL Nacional",3,,"Serie A"
"08.03.2015","Dep. Quito",0,,"LDU Quito",0,,"Serie A"
"07.03.2015","Ind. del Valle",2,,"LDU Loja",0,,"Serie A"
"07.03.2015","Mushuc Runa",0,,"U. Catolica",2,,"Serie A"
"06.03.2015","Dep. Cuenca",1,,"Guayaquil City",2,,"Serie A"
"01.03.2015","U. Catolica",2,,"Dep. Quito",1,,"Serie A"
"28.02.2015","EL Nacional",1,,"Ind. del Valle",2,,"Serie A"
"28.02.2015","Guayaquil City",2,,"Mushuc Runa",0,,"Serie A"
"28.02.2015","LDU Quito",2,,"Emelec",1,,"Serie A"
"27.02.2015","LDU Loja",1,,"Dep. Cuenca",1,,"Serie A"
"22.02.2015","Aucas",1,,"LDU Loja",2,,"Serie A"
"21.02.2015","Ind. del Valle",3,,"Guayaquil City",2,,"Serie A"
"21.02.2015","EL Nacional",2,,"Barcelona SC",1,,"Serie A"
"21.02.2015","Emelec",1,,"U. Catolica",1,,"Serie A"
"21.02.2015","Mushuc Runa",2,,"Dep. Quito",2,,"Serie A"
"20.02.2015","Dep. Cuenca",1,,"LDU Quito",1,,"Serie A"
"16.02.2015","Barcelona SC",2,,"Ind. del Valle",1,,"Serie A"
"15.02.2015","LDU Quito",2,,"Mushuc Runa",1,,"Serie A"
"15.02.2015","U. Catolica",2,,"Aucas",2,,"Serie A"
"14.02.2015","Guayaquil City",3,,"EL Nacional",1,,"Serie A"
"13.02.2015","LDU Loja",0,,"Emelec",2,,"Serie A"
"13.02.2015","Dep. Quito",2,,"Dep. Cuenca",3,,"Serie A"
"08.02.2015","Barcelona SC",1,,"Guayaquil City",1,,"Serie A"
"08.02.2015","Ind. del Valle",2,,"Dep. Quito",0,,"Serie A"
"08.02.2015","Aucas",1,,"LDU Quito",1,,"Serie A"
"08.02.2015","EL Nacional",0,,"LDU Loja",1,,"Serie A"
"07.02.2015","Emelec",5,,"Mushuc Runa",2,,"Serie A"
"06.02.2015","Dep. Cuenca",1,,"U. Catolica",2,,"Serie A"
"01.02.2015","Mushuc Runa",2,,"Dep. Cuenca",1,,"Serie A"
"01.02.2015","Dep. Quito",1,,"Emelec",1,,"Serie A"
"01.02.2015","LDU Quito",1,,"EL Nacional",0,,"Serie A"
"31.01.2015","Guayaquil City",2,,"Aucas",1,,"Serie A"
"31.01.2015","LDU Loja",1,,"Barcelona SC",1,,"Serie A"
"31.01.2015","U. Catolica",0,,"Ind. del Valle",1,,"Serie A"
"21.12.2014","Emelec",3,,"Barcelona SC",0,,"Serie A"
"17.12.2014","Barcelona SC",1,,"Emelec",1,,"Serie A"
"14.12.2014","EL Nacional",2,,"Dep. Cuenca",1,,"Serie A"
"14.12.2014","Emelec",1,,"Olmedo",0,,"Serie A"
"14.12.2014","Ind. del Valle",4,,"Manta",0,,"Serie A"
"14.12.2014","LDU Loja",1,,"LDU Quito",0,,"Serie A"
"14.12.2014","Mushuc Runa",0,,"Dep. Quito",0,,"Serie A"
"14.12.2014","U. Catolica",0,,"Barcelona SC",1,,"Serie A"
"10.12.2014","Barcelona SC",3,,"Mushuc Runa",0,,"Serie A"
"10.12.2014","Dep. Cuenca",2,,"Emelec",1,,"Serie A"
"10.12.2014","Dep. Quito",3,,"LDU Loja",2,,"Serie A"
"10.12.2014","LDU Quito",1,,"U. Catolica",2,,"Serie A"
"10.12.2014","Manta",2,,"EL Nacional",1,,"Serie A"
"10.12.2014","Olmedo",2,,"Ind. del Valle",3,,"Serie A"
"07.12.2014","Emelec",2,,"Manta",1,,"Serie A"
"07.12.2014","Dep. Quito",2,,"LDU Quito",3,,"Serie A"
"06.12.2014","LDU Loja",0,,"Barcelona SC",1,,"Serie A"
"06.12.2014","Ind. del Valle",0,,"EL Nacional",1,,"Serie A"
"06.12.2014","Mushuc Runa",1,,"Olmedo",1,,"Serie A"
"05.12.2014","U. Catolica",2,,"Dep. Cuenca",1,,"Serie A"
"03.12.2014","LDU Loja",0,,"Emelec",2,,"Serie A"
"30.11.2014","Barcelona SC",1,,"Dep. Quito",0,,"Serie A"
"30.11.2014","Manta",3,,"Mushuc Runa",0,,"Serie A"
"30.11.2014","Olmedo",0,,"U. Catolica",3,,"Serie A"
"30.11.2014","EL Nacional",0,,"Emelec",1,,"Serie A"
"30.11.2014","LDU Quito",2,,"Ind. del Valle",0,,"Serie A"
"28.11.2014","Dep. Cuenca",1,,"LDU Loja",0,,"Serie A"
"23.11.2014","Emelec",1,,"Ind. del Valle",0,,"Serie A"
"23.11.2014","LDU Loja",0,,"Olmedo",3,,"Serie A"
"23.11.2014","Mushuc Runa",1,,"EL Nacional",1,,"Serie A"
"23.11.2014","U. Catolica",2,,"Manta",1,,"Serie A"
"23.11.2014","LDU Quito",0,,"Barcelona SC",0,,"Serie A"
"23.11.2014","Dep. Quito",0,,"Dep. Cuenca",0,,"Serie A"
"19.11.2014","Dep. Cuenca",1,,"LDU Quito",2,,"Serie A"
"19.11.2014","EL Nacional",1,,"U. Catolica",1,,"Serie A"
"19.11.2014","Emelec",0,,"Barcelona SC",1,,"Serie A"
"19.11.2014","Ind. del Valle",1,,"Mushuc Runa",0,,"Serie A"
"19.11.2014","Olmedo",1,,"Dep. Quito",0,,"Serie A"
"19.11.2014","Manta",3,,"LDU Loja",0,,"Serie A"
"16.11.2014","Mushuc Runa",0,,"Emelec",1,,"Serie A"
"16.11.2014","LDU Loja",1,,"EL Nacional",0,,"Serie A"
"16.11.2014","U. Catolica",1,,"Ind. del Valle",2,,"Serie A"
"15.11.2014","Barcelona SC",2,,"Dep. Cuenca",2,,"Serie A"
"15.11.2014","Dep. Quito",1,,"Manta",1,,"Serie A"
"14.11.2014","LDU Quito",5,,"Olmedo",1,,"Serie A"
"12.11.2014","EL Nacional",0,,"Ind. del Valle",1,,"Serie A"
"12.11.2014","Emelec",3,,"LDU Loja",1,,"Serie A"
"09.11.2014","Emelec",2,,"U. Catolica",1,,"Serie A"
"09.11.2014","Ind. del Valle",1,,"LDU Loja",1,,"Serie A"
"09.11.2014","Mushuc Runa",1,,"Dep. Cuenca",2,,"Serie A"
"09.11.2014","Manta",3,,"LDU Quito",3,,"Serie A"
"09.11.2014","Olmedo",0,,"Barcelona SC",1,,"Serie A"
"09.11.2014","EL Nacional",0,,"Dep. Quito",0,,"Serie A"
"05.11.2014","Dep. Cuenca",3,,"Olmedo",1,,"Serie A"
"05.11.2014","Barcelona SC",0,,"Manta",1,,"Serie A"
"05.11.2014","Dep. Quito",3,,"Ind. del Valle",0,,"Serie A"
"05.11.2014","LDU Quito",2,,"EL Nacional",1,,"Serie A"
"05.11.2014","U. Catolica",1,,"Mushuc Runa",1,,"Serie A"
"02.11.2014","Emelec",0,,"LDU Quito",1,,"Serie A"
"02.11.2014","U. Catolica",1,,"Dep. Quito",0,,"Serie A"
"01.11.2014","Ind. del Valle",2,,"Barcelona SC",1,,"Serie A"
"01.11.2014","Mushuc Runa",1,,"LDU Loja",1,,"Serie A"
"01.11.2014","Manta",2,,"Dep. Cuenca",1,,"Serie A"
"01.11.2014","EL Nacional",2,,"Olmedo",1,,"Serie A"
"29.10.2014","Ind. del Valle",4,,"U. Catolica",0,,"Serie A"
"26.10.2014","Barcelona SC",1,,"EL Nacional",0,,"Serie A"
"26.10.2014","Dep. Cuenca",0,,"Ind. del Valle",1,,"Serie A"
"26.10.2014","Olmedo",1,,"Manta",0,,"Serie A"
"26.10.2014","Dep. Quito",2,,"Emelec",2,,"Serie A"
"26.10.2014","LDU Quito",5,,"Mushuc Runa",1,,"Serie A"
"25.10.2014","LDU Loja",1,,"U. Catolica",2,,"Serie A"
"22.10.2014","Ind. del Valle",3,,"LDU Quito",1,,"Serie A"
"22.10.2014","U. Catolica",2,,"Emelec",5,,"Serie A"
"19.10.2014","Emelec",3,,"Dep. Quito",0,,"Serie A"
"19.10.2014","Mushuc Runa",1,,"LDU Quito",1,,"Serie A"
"19.10.2014","Manta",0,,"Olmedo",0,,"Serie A"
"19.10.2014","EL Nacional",1,,"Barcelona SC",4,,"Serie A"
"18.10.2014","Ind. del Valle",4,,"Dep. Cuenca",0,,"Serie A"
"17.10.2014","U. Catolica",4,,"LDU Loja",1,,"Serie A"
"12.10.2014","U. Catolica",1,,"Olmedo",0,,"Serie A"
"10.10.2014","Manta",1,,"Emelec",3,,"Serie A"
"05.10.2014","Barcelona SC",1,,"Ind. del Valle",4,,"Serie A"
"05.10.2014","LDU Loja",2,,"Mushuc Runa",1,,"Serie A"
"05.10.2014","Olmedo",1,,"EL Nacional",2,,"Serie A"
"05.10.2014","Dep. Cuenca",1,,"Manta",0,,"Serie A"
"05.10.2014","Dep. Quito",1,,"U. Catolica",0,,"Serie A"
"05.10.2014","LDU Quito",2,,"Emelec",1,,"Serie A"
"01.10.2014","EL Nacional",0,,"LDU Quito",0,,"Serie A"
"01.10.2014","Ind. del Valle",2,,"Dep. Quito",0,,"Serie A"
"01.10.2014","Manta",2,,"Barcelona SC",4,,"Serie A"
"01.10.2014","Olmedo",2,,"Dep. Cuenca",2,,"Serie A"
"01.10.2014","Mushuc Runa",2,,"U. Catolica",0,,"Serie A"
"27.09.2014","Barcelona SC",2,,"Olmedo",0,,"Serie A"
"27.09.2014","LDU Loja",0,,"Ind. del Valle",0,,"Serie A"
"26.09.2014","Dep. Cuenca",1,,"Mushuc Runa",1,,"Serie A"
"26.09.2014","LDU Quito",2,,"Manta",0,,"Serie A"
"26.09.2014","Dep. Quito",0,,"EL Nacional",4,,"Serie A"
"21.09.2014","Emelec",3,,"Mushuc Runa",1,,"Serie A"
"21.09.2014","Dep. Cuenca",0,,"Barcelona SC",2,,"Serie A"
"21.09.2014","Olmedo",1,,"LDU Quito",1,,"Serie A"
"21.09.2014","EL Nacional",1,,"LDU Loja",1,,"Serie A"
"20.09.2014","Manta",1,,"Dep. Quito",1,,"Serie A"
"14.09.2014","Barcelona SC",1,,"Emelec",0,,"Serie A"
"14.09.2014","LDU Quito",1,,"Dep. Cuenca",1,,"Serie A"
"13.09.2014","Dep. Quito",2,,"Olmedo",0,,"Serie A"
"13.09.2014","LDU Loja",2,,"Manta",0,,"Serie A"
"12.09.2014","U. Catolica",0,,"EL Nacional",2,,"Serie A"
"12.09.2014","Mushuc Runa",1,,"Ind. del Valle",1,,"Serie A"
"05.09.2014","Dep. Cuenca",1,,"U. Catolica",0,,"Serie A"
"31.08.2014","Ind. del Valle",5,,"Emelec",0,,"Serie A"
"31.08.2014","Barcelona SC",1,,"LDU Quito",0,,"Serie A"
"31.08.2014","Dep. Cuenca",0,,"Dep. Quito",0,,"Serie A"
"31.08.2014","Olmedo",0,,"LDU Loja",0,,"Serie A"
"31.08.2014","Manta",1,,"U. Catolica",1,,"Serie A"
"31.08.2014","EL Nacional",1,,"Mushuc Runa",0,,"Serie A"
"27.08.2014","LDU Quito",3,,"Dep. Quito",0,,"Serie A"
"24.08.2014","Mushuc Runa",1,,"Manta",0,,"Serie A"
"24.08.2014","Dep. Quito",1,,"Barcelona SC",3,,"Serie A"
"23.08.2014","Emelec",5,,"EL Nacional",0,,"Serie A"
"22.08.2014","LDU Loja",1,,"Dep. Cuenca",1,,"Serie A"
"17.08.2014","Barcelona SC",3,,"LDU Loja",1,,"Serie A"
"17.08.2014","Olmedo",1,,"Mushuc Runa",2,,"Serie A"
"13.08.2014","LDU Loja",4,,"Dep. Quito",0,,"Serie A"
"13.08.2014","U. Catolica",1,,"LDU Quito",2,,"Serie A"
"13.08.2014","Emelec",3,,"Dep. Cuenca",0,,"Serie A"
"13.08.2014","Ind. del Valle",1,,"Olmedo",1,,"Serie A"
"13.08.2014","Mushuc Runa",2,,"Barcelona SC",0,,"Serie A"
"13.08.2014","EL Nacional",2,,"Manta",1,,"Serie A"
"10.08.2014","Barcelona SC",0,,"U. Catolica",0,,"Serie A"
"10.08.2014","Olmedo",1,,"Emelec",1,,"Serie A"
"09.08.2014","Manta",2,,"Ind. del Valle",3,,"Serie A"
"09.08.2014","LDU Quito",1,,"LDU Loja",1,,"Serie A"
"08.08.2014","Dep. Cuenca",2,,"EL Nacional",1,,"Serie A"
"08.08.2014","Dep. Quito",1,,"Mushuc Runa",1,,"Serie A"
"03.08.2014","Barcelona SC",0,,"Olmedo",0,,"Serie A"
"03.08.2014","Mushuc Runa",1,,"Emelec",0,,"Serie A"
"03.08.2014","Dep. Cuenca",2,,"U. Catolica",1,,"Serie A"
"03.08.2014","Dep. Quito",1,,"Ind. del Valle",1,,"Serie A"
"03.08.2014","LDU Quito",0,,"Manta",2,,"Serie A"
"03.08.2014","EL Nacional",2,,"LDU Loja",0,,"Serie A"
"30.07.2014","LDU Loja",1,,"LDU Quito",0,,"Serie A"
"30.07.2014","Manta",1,,"Barcelona SC",3,,"Serie A"
"30.07.2014","Emelec",2,,"Dep. Quito",0,,"Serie A"
"30.07.2014","Ind. del Valle",3,,"Dep. Cuenca",0,,"Serie A"
"30.07.2014","Olmedo",1,,"EL Nacional",1,,"Serie A"
"30.07.2014","U. Catolica",0,,"Mushuc Runa",1,,"Serie A"
"20.07.2014","EL Nacional",0,,"LDU Quito",1,,"Serie A"
"19.07.2014","Barcelona SC",4,,"LDU Loja",0,,"Serie A"
"19.07.2014","Ind. del Valle",0,,"U. Catolica",0,,"Serie A"
"19.07.2014","Mushuc Runa",2,,"Manta",1,,"Serie A"
"18.07.2014","Dep. Cuenca",1,,"Emelec",0,,"Serie A"
"18.07.2014","Dep. Quito",2,,"Olmedo",1,,"Serie A"
"13.07.2014","Emelec",0,,"Ind. del Valle",0,,"Serie A"
"12.07.2014","Manta",1,,"Dep. Quito",1,,"Serie A"
"12.07.2014","LDU Quito",2,,"Barcelona SC",1,,"Serie A"
"12.07.2014","U. Catolica",1,,"EL Nacional",3,,"Serie A"
"11.07.2014","LDU Loja",1,,"Mushuc Runa",2,,"Serie A"
"11.07.2014","Olmedo",0,,"Dep. Cuenca",1,,"Serie A"
"06.07.2014","Barcelona SC",2,,"EL Nacional",1,,"Serie A"
"06.07.2014","Mushuc Runa",1,,"LDU Quito",2,,"Serie A"
"06.07.2014","U. Catolica",0,,"Emelec",2,,"Serie A"
"05.07.2014","Ind. del Valle",6,,"Olmedo",0,,"Serie A"
"05.07.2014","Dep. Quito",2,,"LDU Loja",3,,"Serie A"
"04.07.2014","Dep. Cuenca",3,,"Manta",0,,"Serie A"
"11.05.2014","Emelec",2,,"Barcelona SC",0,,"Serie A"
"11.05.2014","Olmedo",2,,"U. Catolica",0,,"Serie A"
"10.05.2014","LDU Quito",2,,"Dep. Quito",0,,"Serie A"
"10.05.2014","EL Nacional",1,,"Mushuc Runa",1,,"Serie A"
"10.05.2014","Manta",0,,"Ind. del Valle",1,,"Serie A"
"09.05.2014","LDU Loja",2,,"Dep. Cuenca",1,,"Serie A"
"04.05.2014","Emelec",0,,"Olmedo",2,,"Serie A"
"04.05.2014","Mushuc Runa",0,,"Barcelona SC",0,,"Serie A"
"04.05.2014","U. Catolica",2,,"Manta",1,,"Serie A"
