date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
04.12.2011,Sao Paulo,4,,Santos,1,,Série A
04.12.2011,Vasco,1,,Flamengo RJ,1,,Série A
27.11.2011,America MG,2,,Athletico-PR,1,,Série A
27.11.2011,Atletico-MG,4,,Botafogo RJ,0,,Série A
27.11.2011,Ceara,2,,Cruzeiro,2,,Série A
27.11.2011,Coritiba,1,,Avai,0,,Série A
27.11.2011,Figueirense,0,,Corinthians,1,,Série A
27.11.2011,Flamengo RJ,1,,Internacional,0,,Série A
27.11.2011,Fluminense,1,,Vasco,2,,Série A
27.11.2011,Gremio,2,,Atletico GO,2,,Série A
27.11.2011,Palmeiras,1,,Sao Paulo,0,,Série A
27.11.2011,Santos,1,,Bahia,1,,Série A
20.11.2011,Bahia,0,,Palmeiras,2,,Série A
20.11.2011,Coritiba,1,,Santos,0,,Série A
20.11.2011,Figueirense,0,,Fluminense,4,,Série A
20.11.2011,Atletico GO,0,,Flamengo RJ,0,,Série A
20.11.2011,Botafogo RJ,1,,Internacional,2,,Série A
20.11.2011,Corinthians,2,,Atletico-MG,1,,Série A
20.11.2011,Cruzeiro,1,,Athletico-PR,1,,Série A
19.11.2011,Gremio,1,,Ceara,3,,Série A
19.11.2011,Sao Paulo,3,,America MG,1,,Série A
19.11.2011,Vasco,2,,Avai,0,,Série A
17.11.2011,Atletico-MG,2,,Coritiba,1,,Série A
17.11.2011,Flamengo RJ,0,,Figueirense,0,,Série A
17.11.2011,Santos,1,,Atletico GO,1,,Série A
16.11.2011,Avai,0,,Cruzeiro,0,,Série A
16.11.2011,Ceara,0,,Corinthians,1,,Série A
16.11.2011,Palmeiras,1,,Vasco,1,,Série A
16.11.2011,America MG,2,,Botafogo RJ,1,,Série A
16.11.2011,Athletico-PR,1,,Sao Paulo,0,,Série A
16.11.2011,Fluminense,5,,Gremio,4,,Série A
16.11.2011,Internacional,1,,Bahia,0,,Série A
13.11.2011,Atletico GO,0,,Bahia,1,,Série A
13.11.2011,Cruzeiro,1,,Internacional,0,,Série A
13.11.2011,Vasco,2,,Botafogo RJ,0,,Série A
13.11.2011,Ceara,2,,Santos,3,,Série A
13.11.2011,Corinthians,2,,Athletico-PR,1,,Série A
13.11.2011,Coritiba,2,,Flamengo RJ,0,,Série A
13.11.2011,Gremio,2,,Palmeiras,2,,Série A
12.11.2011,Figueirense,2,,Atletico-MG,1,,Série A
12.11.2011,Fluminense,1,,America MG,2,,Série A
12.11.2011,Sao Paulo,2,,Avai,0,,Série A
06.11.2011,Athletico-PR,2,,Atletico GO,1,,Série A
06.11.2011,Internacional,1,,Fluminense,2,,Série A
06.11.2011,Palmeiras,0,,Coritiba,2,,Série A
06.11.2011,America MG,2,,Corinthians,1,,Série A
06.11.2011,Avai,1,,Ceara,2,,Série A
06.11.2011,Flamengo RJ,5,,Cruzeiro,1,,Série A
06.11.2011,Santos,2,,Vasco,0,,Série A
05.11.2011,Atletico-MG,2,,Gremio,0,,Série A
05.11.2011,Bahia,4,,Sao Paulo,3,,Série A
05.11.2011,Botafogo RJ,0,,Figueirense,1,,Série A
30.10.2011,Atletico GO,0,,Internacional,1,,Série A
30.10.2011,Atletico-MG,2,,Palmeiras,1,,Série A
30.10.2011,Coritiba,3,,America MG,1,,Série A
30.10.2011,Corinthians,2,,Avai,1,,Série A
30.10.2011,Figueirense,2,,Bahia,1,,Série A
30.10.2011,Gremio,4,,Flamengo RJ,2,,Série A
30.10.2011,Vasco,0,,Sao Paulo,0,,Série A
29.10.2011,Botafogo RJ,1,,Cruzeiro,0,,Série A
29.10.2011,Ceara,1,,Fluminense,2,,Série A
29.10.2011,Santos,4,,Athletico-PR,1,,Série A
23.10.2011,Cruzeiro,3,,Atletico GO,2,,Série A
23.10.2011,Flamengo RJ,1,,Santos,1,,Série A
23.10.2011,Athletico-PR,1,,Ceara,0,,Série A
23.10.2011,Bahia,0,,Vasco,2,,Série A
23.10.2011,Internacional,1,,Corinthians,1,,Série A
23.10.2011,Sao Paulo,0,,Coritiba,0,,Série A
22.10.2011,America MG,2,,Gremio,2,,Série A
22.10.2011,Avai,3,,Botafogo RJ,2,,Série A
22.10.2011,Fluminense,0,,Atletico-MG,2,,Série A
22.10.2011,Palmeiras,1,,Figueirense,2,,Série A
19.10.2011,Santos,2,,Botafogo RJ,0,,Série A
16.10.2011,Atletico GO,3,,Sao Paulo,0,,Série A
16.10.2011,Coritiba,0,,Bahia,0,,Série A
16.10.2011,Vasco,2,,Atletico-MG,0,,Série A
16.10.2011,Botafogo RJ,2,,Athletico-PR,0,,Série A
16.10.2011,Cruzeiro,0,,Corinthians,1,,Série A
16.10.2011,Internacional,4,,Avai,2,,Série A
16.10.2011,Palmeiras,1,,Fluminense,2,,Série A
16.10.2011,Santos,0,,Gremio,1,,Série A
15.10.2011,Ceara,0,,Flamengo RJ,1,,Série A
15.10.2011,Figueirense,2,,America MG,1,,Série A
13.10.2011,Athletico-PR,2,,Vasco,2,,Série A
13.10.2011,Atletico-MG,2,,Santos,1,,Série A
13.10.2011,Fluminense,3,,Coritiba,1,,Série A
12.10.2011,Bahia,0,,Cruzeiro,0,,Série A
12.10.2011,Corinthians,0,,Botafogo RJ,2,,Série A
12.10.2011,Flamengo RJ,1,,Palmeiras,1,,Série A
12.10.2011,America MG,4,,Ceara,1,,Série A
12.10.2011,Avai,2,,Atletico GO,2,,Série A
12.10.2011,Gremio,1,,Figueirense,3,,Série A
12.10.2011,Sao Paulo,0,,Internacional,0,,Série A
09.10.2011,Avai,3,,Athletico-PR,0,,Série A
09.10.2011,Ceara,1,,Figueirense,1,,Série A
09.10.2011,Corinthians,3,,Atletico GO,0,,Série A
09.10.2011,Flamengo RJ,3,,Fluminense,2,,Série A
09.10.2011,Internacional,3,,Vasco,0,,Série A
09.10.2011,Santos,1,,Palmeiras,0,,Série A
08.10.2011,America MG,0,,Atletico-MG,0,,Série A
08.10.2011,Botafogo RJ,2,,Bahia,2,,Série A
08.10.2011,Coritiba,2,,Gremio,0,,Série A
05.10.2011,Cruzeiro,3,,Sao Paulo,3,,Série A
05.10.2011,Gremio,1,,Santos,0,,Série A
02.10.2011,Atletico GO,2,,Botafogo RJ,0,,Série A
02.10.2011,Gremio,2,,Cruzeiro,0,,Série A
02.10.2011,Athletico-PR,2,,Internacional,0,,Série A
02.10.2011,Atletico-MG,1,,Ceara,1,,Série A
02.10.2011,Figueirense,0,,Coritiba,0,,Série A
02.10.2011,Sao Paulo,1,,Flamengo RJ,2,,Série A
02.10.2011,Vasco,2,,Corinthians,2,,Série A
01.10.2011,Bahia,3,,Avai,2,,Série A
01.10.2011,Fluminense,3,,Santos,2,,Série A
01.10.2011,Palmeiras,1,,America MG,1,,Série A
25.09.2011,Atletico GO,1,,Palmeiras,1,,Série A
25.09.2011,Ceara,3,,Coritiba,2,,Série A
25.09.2011,Avai,1,,Gremio,2,,Série A
25.09.2011,Botafogo RJ,2,,Sao Paulo,2,,Série A
25.09.2011,Corinthians,1,,Bahia,0,,Série A
25.09.2011,Cruzeiro,0,,Vasco,3,,Série A
25.09.2011,Internacional,2,,Atletico-MG,1,,Série A
24.09.2011,Athletico-PR,1,,Fluminense,1,,Série A
24.09.2011,Flamengo RJ,2,,America MG,1,,Série A
24.09.2011,Santos,2,,Figueirense,3,,Série A
22.09.2011,Gremio,0,,Botafogo RJ,1,,Série A
22.09.2011,Palmeiras,1,,Ceara,0,,Série A
22.09.2011,Vasco,1,,Atletico GO,1,,Série A
21.09.2011,Atletico-MG,1,,Flamengo RJ,1,,Série A
21.09.2011,Figueirense,1,,Internacional,1,,Série A
21.09.2011,Sao Paulo,0,,Corinthians,0,,Série A
21.09.2011,America MG,1,,Santos,2,,Série A
21.09.2011,Bahia,1,,Athletico-PR,0,,Série A
21.09.2011,Coritiba,2,,Cruzeiro,1,,Série A
21.09.2011,Fluminense,3,,Avai,1,,Série A
18.09.2011,Cruzeiro,0,,America MG,0,,Série A
18.09.2011,Internacional,1,,Coritiba,1,,Série A
18.09.2011,Athletico-PR,0,,Figueirense,0,,Série A
18.09.2011,Avai,1,,Palmeiras,1,,Série A
18.09.2011,Bahia,3,,Fluminense,0,,Série A
18.09.2011,Botafogo RJ,1,,Flamengo RJ,1,,Série A
18.09.2011,Corinthians,1,,Santos,3,,Série A
17.09.2011,Atletico GO,1,,Atletico-MG,0,,Série A
17.09.2011,Sao Paulo,4,,Ceara,0,,Série A
17.09.2011,Vasco,4,,Gremio,0,,Série A
11.09.2011,Atletico-MG,2,,Bahia,0,,Série A
11.09.2011,Flamengo RJ,1,,Athletico-PR,2,,Série A
11.09.2011,Gremio,1,,Sao Paulo,0,,Série A
11.09.2011,Ceara,1,,Atletico GO,1,,Série A
11.09.2011,Coritiba,5,,Botafogo RJ,0,,Série A
11.09.2011,Figueirense,1,,Vasco,1,,Série A
11.09.2011,Fluminense,1,,Corinthians,0,,Série A
11.09.2011,Palmeiras,0,,Internacional,3,,Série A
10.09.2011,America MG,2,,Avai,2,,Série A
10.09.2011,Santos,1,,Cruzeiro,0,,Série A
08.09.2011,Corinthians,2,,Flamengo RJ,1,,Série A
08.09.2011,Bahia,1,,Gremio,2,,Série A
08.09.2011,Vasco,2,,Coritiba,0,,Série A
07.09.2011,Athletico-PR,2,,Palmeiras,2,,Série A
07.09.2011,Atletico GO,1,,Figueirense,1,,Série A
07.09.2011,Cruzeiro,1,,Fluminense,2,,Série A
07.09.2011,Avai,1,,Santos,2,,Série A
07.09.2011,Botafogo RJ,4,,Ceara,0,,Série A
07.09.2011,Internacional,4,,America MG,2,,Série A
07.09.2011,Sao Paulo,2,,Atletico-MG,1,,Série A
04.09.2011,Ceara,1,,Internacional,1,,Série A
04.09.2011,America MG,4,,Vasco,1,,Série A
04.09.2011,Coritiba,1,,Corinthians,0,,Série A
04.09.2011,Flamengo RJ,1,,Bahia,3,,Série A
04.09.2011,Gremio,4,,Athletico-PR,0,,Série A
04.09.2011,Palmeiras,1,,Cruzeiro,1,,Série A
03.09.2011,Atletico-MG,2,,Avai,0,,Série A
03.09.2011,Figueirense,1,,Sao Paulo,2,,Série A
03.09.2011,Fluminense,3,,Atletico GO,2,,Série A
01.09.2011,Bahia,0,,America MG,0,,Série A
31.08.2011,Avai,3,,Flamengo RJ,2,,Série A
31.08.2011,Botafogo RJ,3,,Palmeiras,1,,Série A
31.08.2011,Internacional,3,,Santos,3,,Série A
31.08.2011,Sao Paulo,1,,Fluminense,2,,Série A
31.08.2011,Athletico-PR,0,,Atletico-MG,1,,Série A
31.08.2011,Atletico GO,3,,Coritiba,1,,Série A
31.08.2011,Cruzeiro,2,,Figueirense,4,,Série A
31.08.2011,Corinthians,3,,Gremio,2,,Série A
31.08.2011,Vasco,3,,Ceara,1,,Série A
28.08.2011,Atletico-MG,1,,Cruzeiro,2,,Série A
28.08.2011,Figueirense,2,,Avai,3,,Série A
28.08.2011,Ceara,3,,Bahia,0,,Série A
28.08.2011,Flamengo RJ,0,,Vasco,0,,Série A
28.08.2011,Gremio,2,,Internacional,1,,Série A
28.08.2011,Palmeiras,2,,Corinthians,1,,Série A
28.08.2011,Santos,1,,Sao Paulo,1,,Série A
27.08.2011,America MG,1,,Atletico GO,2,,Série A
27.08.2011,Coritiba,1,,Athletico-PR,1,,Série A
27.08.2011,Fluminense,1,,Botafogo RJ,2,,Série A
24.08.2011,Santos,2,,Fluminense,1,,Série A
21.08.2011,Athletico-PR,2,,America MG,2,,Série A
21.08.2011,Bahia,1,,Santos,2,,Série A
21.08.2011,Vasco,1,,Fluminense,1,,Série A
21.08.2011,Atletico GO,1,,Gremio,0,,Série A
21.08.2011,Avai,0,,Coritiba,0,,Série A
21.08.2011,Internacional,2,,Flamengo RJ,2,,Série A
21.08.2011,Sao Paulo,1,,Palmeiras,1,,Série A
20.08.2011,Botafogo RJ,3,,Atletico-MG,1,,Série A
20.08.2011,Corinthians,0,,Figueirense,2,,Série A
20.08.2011,Cruzeiro,1,,Ceara,0,,Série A
18.08.2011,America MG,1,,Sao Paulo,1,,Série A
18.08.2011,Flamengo RJ,1,,Atletico GO,4,,Série A
18.08.2011,Palmeiras,1,,Bahia,1,,Série A
17.08.2011,Atletico-MG,2,,Corinthians,3,,Série A
17.08.2011,Internacional,1,,Botafogo RJ,0,,Série A
17.08.2011,Santos,2,,Coritiba,3,,Série A
17.08.2011,Athletico-PR,2,,Cruzeiro,1,,Série A
17.08.2011,Avai,0,,Vasco,2,,Série A
17.08.2011,Ceara,3,,Gremio,0,,Série A
17.08.2011,Fluminense,3,,Figueirense,0,,Série A
14.08.2011,Bahia,1,,Internacional,1,,Série A
14.08.2011,Gremio,2,,Fluminense,1,,Série A
14.08.2011,Corinthians,2,,Ceara,2,,Série A
14.08.2011,Coritiba,3,,Atletico-MG,0,,Série A
14.08.2011,Figueirense,2,,Flamengo RJ,2,,Série A
14.08.2011,Vasco,1,,Palmeiras,0,,Série A
13.08.2011,Botafogo RJ,4,,America MG,2,,Série A
13.08.2011,Atletico GO,2,,Santos,0,,Série A
13.08.2011,Cruzeiro,5,,Avai,0,,Série A
13.08.2011,Sao Paulo,2,,Athletico-PR,2,,Série A
10.08.2011,Santos,0,,Corinthians,0,,Série A
07.08.2011,Avai,1,,Sao Paulo,2,,Série A
07.08.2011,Bahia,2,,Atletico GO,1,,Série A
07.08.2011,Botafogo RJ,4,,Vasco,0,,Série A
07.08.2011,America MG,3,,Fluminense,0,,Série A
07.08.2011,Athletico-PR,1,,Corinthians,1,,Série A
07.08.2011,Internacional,3,,Cruzeiro,2,,Série A
07.08.2011,Santos,1,,Ceara,0,,Série A
06.08.2011,Atletico-MG,1,,Figueirense,2,,Série A
06.08.2011,Flamengo RJ,1,,Coritiba,0,,Série A
06.08.2011,Palmeiras,0,,Gremio,0,,Série A
04.08.2011,Atletico GO,0,,Athletico-PR,3,,Série A
04.08.2011,Fluminense,2,,Internacional,0,,Série A
04.08.2011,Sao Paulo,3,,Bahia,0,,Série A
03.08.2011,Coritiba,1,,Palmeiras,1,,Série A
03.08.2011,Cruzeiro,0,,Flamengo RJ,1,,Série A
03.08.2011,Vasco,2,,Santos,0,,Série A
03.08.2011,Ceara,0,,Avai,3,,Série A
03.08.2011,Corinthians,2,,America MG,1,,Série A
03.08.2011,Figueirense,2,,Botafogo RJ,0,,Série A
03.08.2011,Gremio,2,,Atletico-MG,2,,Série A
31.07.2011,America MG,1,,Coritiba,3,,Série A
31.07.2011,Athletico-PR,3,,Santos,2,,Série A
31.07.2011,Bahia,3,,Figueirense,1,,Série A
31.07.2011,Avai,3,,Corinthians,2,,Série A
31.07.2011,Fluminense,4,,Ceara,0,,Série A
31.07.2011,Internacional,0,,Atletico GO,0,,Série A
31.07.2011,Sao Paulo,0,,Vasco,2,,Série A
30.07.2011,Palmeiras,3,,Atletico-MG,2,,Série A
30.07.2011,Cruzeiro,0,,Botafogo RJ,1,,Série A
30.07.2011,Flamengo RJ,2,,Gremio,0,,Série A
28.07.2011,Ceara,2,,Athletico-PR,1,,Série A
28.07.2011,Vasco,1,,Bahia,1,,Série A
27.07.2011,Coritiba,3,,Sao Paulo,4,,Série A
27.07.2011,Figueirense,0,,Palmeiras,1,,Série A
27.07.2011,Santos,4,,Flamengo RJ,5,,Série A
27.07.2011,Atletico GO,2,,Cruzeiro,0,,Série A
27.07.2011,Atletico-MG,1,,Fluminense,0,,Série A
27.07.2011,Botafogo RJ,2,,Avai,1,,Série A
27.07.2011,Gremio,1,,America MG,1,,Série A
24.07.2011,Atletico-MG,1,,Vasco,2,,Série A
24.07.2011,Bahia,0,,Coritiba,0,,Série A
24.07.2011,Corinthians,0,,Cruzeiro,1,,Série A
24.07.2011,Fluminense,1,,Palmeiras,0,,Série A
23.07.2011,Flamengo RJ,1,,Ceara,1,,Série A
23.07.2011,America MG,0,,Figueirense,0,,Série A
23.07.2011,Athletico-PR,2,,Botafogo RJ,1,,Série A
23.07.2011,Sao Paulo,2,,Atletico GO,2,,Série A
21.07.2011,Avai,1,,Internacional,3,,Série A
20.07.2011,Botafogo RJ,0,,Corinthians,2,,Série A
20.07.2011,Figueirense,0,,Gremio,0,,Série A
20.07.2011,Palmeiras,0,,Flamengo RJ,0,,Série A
17.07.2011,Ceara,4,,America MG,0,,Série A
17.07.2011,Cruzeiro,2,,Bahia,1,,Série A
17.07.2011,Internacional,0,,Sao Paulo,3,,Série A
16.07.2011,Santos,2,,Atletico-MG,1,,Série A
16.07.2011,Atletico GO,0,,Avai,1,,Série A
16.07.2011,Coritiba,3,,Fluminense,1,,Série A
16.07.2011,Vasco,2,,Athletico-PR,1,,Série A
14.07.2011,Corinthians,1,,Internacional,0,,Série A
10.07.2011,Atletico-MG,2,,America MG,0,,Série A
10.07.2011,Figueirense,1,,Ceara,1,,Série A
10.07.2011,Palmeiras,3,,Santos,0,,Série A
10.07.2011,Atletico GO,0,,Corinthians,1,,Série A
10.07.2011,Bahia,1,,Botafogo RJ,1,,Série A
10.07.2011,Fluminense,0,,Flamengo RJ,1,,Série A
10.07.2011,Gremio,2,,Coritiba,0,,Série A
09.07.2011,Athletico-PR,0,,Avai,0,,Série A
09.07.2011,Sao Paulo,2,,Cruzeiro,1,,Série A
09.07.2011,Vasco,2,,Internacional,0,,Série A
07.07.2011,America MG,1,,Palmeiras,1,,Série A
07.07.2011,Botafogo RJ,1,,Atletico GO,1,,Série A
07.07.2011,Coritiba,3,,Figueirense,0,,Série A
06.07.2011,Ceara,3,,Atletico-MG,0,,Série A
06.07.2011,Corinthians,2,,Vasco,1,,Série A
06.07.2011,Flamengo RJ,1,,Sao Paulo,0,,Série A
06.07.2011,Avai,2,,Bahia,2,,Série A
06.07.2011,Cruzeiro,2,,Gremio,0,,Série A
06.07.2011,Internacional,1,,Athletico-PR,0,,Série A
02.07.2011,Santos,1,,America MG,0,,Série A
30.06.2011,Atletico-MG,0,,Internacional,4,,Série A
30.06.2011,Fluminense,3,,Athletico-PR,1,,Série A
30.06.2011,Coritiba,3,,Ceara,1,,Série A
30.06.2011,Palmeiras,2,,Atletico GO,0,,Série A
29.06.2011,Bahia,0,,Corinthians,1,,Série A
29.06.2011,Figueirense,2,,Santos,1,,Série A
29.06.2011,Sao Paulo,0,,Botafogo RJ,2,,Série A
29.06.2011,America MG,2,,Flamengo RJ,3,,Série A
29.06.2011,Gremio,2,,Avai,2,,Série A
29.06.2011,Vasco,0,,Cruzeiro,3,,Série A
26.06.2011,Atletico GO,0,,Vasco,1,,Série A
26.06.2011,Internacional,4,,Figueirense,1,,Série A
26.06.2011,Avai,0,,Fluminense,1,,Série A
26.06.2011,Botafogo RJ,2,,Gremio,1,,Série A
26.06.2011,Ceara,2,,Palmeiras,0,,Série A
26.06.2011,Corinthians,5,,Sao Paulo,0,,Série A
25.06.2011,Cruzeiro,2,,Coritiba,1,,Série A
25.06.2011,Athletico-PR,0,,Bahia,2,,Série A
25.06.2011,Flamengo RJ,4,,Atletico-MG,1,,Série A
19.06.2011,Atletico-MG,2,,Atletico GO,2,,Série A
19.06.2011,Coritiba,1,,Internacional,1,,Série A
19.06.2011,Ceara,0,,Sao Paulo,2,,Série A
19.06.2011,Figueirense,2,,Athletico-PR,0,,Série A
19.06.2011,Flamengo RJ,0,,Botafogo RJ,0,,Série A
19.06.2011,Gremio,1,,Vasco,1,,Série A
19.06.2011,Palmeiras,5,,Avai,0,,Série A
18.06.2011,America MG,1,,Cruzeiro,1,,Série A
18.06.2011,Fluminense,0,,Bahia,1,,Série A
12.06.2011,Athletico-PR,1,,Flamengo RJ,1,,Série A
12.06.2011,Botafogo RJ,3,,Coritiba,1,,Série A
12.06.2011,Atletico GO,4,,Ceara,1,,Série A
12.06.2011,Bahia,1,,Atletico-MG,1,,Série A
12.06.2011,Corinthians,2,,Fluminense,0,,Série A
12.06.2011,Internacional,2,,Palmeiras,2,,Série A
11.06.2011,Vasco,1,,Figueirense,1,,Série A
11.06.2011,Avai,2,,America MG,2,,Série A
11.06.2011,Cruzeiro,1,,Santos,1,,Série A
11.06.2011,Sao Paulo,3,,Gremio,1,,Série A
08.06.2011,Atletico-MG,0,,Sao Paulo,1,,Série A
05.06.2011,America MG,2,,Internacional,4,,Série A
05.06.2011,Santos,3,,Avai,1,,Série A
05.06.2011,Coritiba,5,,Vasco,1,,Série A
05.06.2011,Flamengo RJ,1,,Corinthians,1,,Série A
05.06.2011,Gremio,2,,Bahia,0,,Série A
04.06.2011,Figueirense,2,,Atletico GO,0,,Série A
04.06.2011,Ceara,2,,Botafogo RJ,2,,Série A
04.06.2011,Fluminense,2,,Cruzeiro,1,,Série A
04.06.2011,Palmeiras,1,,Athletico-PR,0,,Série A
29.05.2011,Atletico GO,0,,Fluminense,1,,Série A
29.05.2011,Vasco,3,,America MG,0,,Série A
29.05.2011,Athletico-PR,0,,Gremio,1,,Série A
29.05.2011,Bahia,3,,Flamengo RJ,3,,Série A
29.05.2011,Corinthians,2,,Coritiba,1,,Série A
29.05.2011,Cruzeiro,1,,Palmeiras,1,,Série A
28.05.2011,Sao Paulo,1,,Figueirense,0,,Série A
28.05.2011,Avai,1,,Atletico-MG,3,,Série A
28.05.2011,Botafogo RJ,1,,Santos,0,,Série A
28.05.2011,Internacional,0,,Ceara,1,,Série A
22.05.2011,America MG,2,,Bahia,1,,Série A
22.05.2011,Fluminense,0,,Sao Paulo,2,,Série A
22.05.2011,Coritiba,0,,Atletico GO,1,,Série A
22.05.2011,Figueirense,1,,Cruzeiro,0,,Série A
22.05.2011,Gremio,1,,Corinthians,2,,Série A
22.05.2011,Palmeiras,1,,Botafogo RJ,0,,Série A
21.05.2011,Santos,1,,Internacional,1,,Série A
21.05.2011,Atletico-MG,3,,Athletico-PR,0,,Série A
21.05.2011,Ceara,1,,Vasco,3,,Série A
21.05.2011,Flamengo RJ,4,,Avai,0,,Série A
05.12.2010,Athletico-PR,1,,Avai,0,,Série A
05.12.2010,Cruzeiro,2,,Palmeiras,1,,Série A
05.12.2010,Fluminense,1,,Guarani,0,,Série A
05.12.2010,Goias,1,,Corinthians,1,,Série A
05.12.2010,Gremio,3,,Botafogo RJ,0,,Série A
05.12.2010,Santos,0,,Flamengo RJ,0,,Série A
05.12.2010,Sao Paulo,4,,Atletico-MG,0,,Série A
05.12.2010,Vasco,2,,Ceara,0,,Série A
05.12.2010,Vitoria,0,,Atletico GO,0,,Série A
02.12.2010,Barueri,0,,Internacional,3,,Série A
28.11.2010,Atletico GO,1,,Sao Paulo,1,,Série A
28.11.2010,Atletico-MG,3,,Goias,1,,Série A
28.11.2010,Avai,3,,Santos,2,,Série A
28.11.2010,Botafogo RJ,3,,Barueri,1,,Série A
28.11.2010,Ceara,1,,Athletico-PR,1,,Série A
28.11.2010,Corinthians,2,,Vasco,0,,Série A
28.11.2010,Flamengo RJ,1,,Cruzeiro,2,,Série A
28.11.2010,Guarani,0,,Gremio,3,,Série A
28.11.2010,Internacional,1,,Vitoria,1,,Série A
28.11.2010,Palmeiras,1,,Fluminense,2,,Série A
21.11.2010,Goias,1,,Santos,4,,Série A
21.11.2010,Avai,3,,Atletico GO,0,,Série A
21.11.2010,Cruzeiro,3,,Vasco,1,,Série A
21.11.2010,Botafogo RJ,1,,Internacional,2,,Série A
21.11.2010,Palmeiras,0,,Atletico-MG,2,,Série A
21.11.2010,Sao Paulo,1,,Fluminense,4,,Série A
21.11.2010,Vitoria,1,,Corinthians,1,,Série A
20.11.2010,Barueri,1,,Ceara,1,,Série A
20.11.2010,Flamengo RJ,2,,Guarani,1,,Série A
20.11.2010,Gremio,3,,Athletico-PR,1,,Série A
14.11.2010,Athletico-PR,2,,Barueri,1,,Série A
14.11.2010,Vasco,1,,Sao Paulo,1,,Série A
14.11.2010,Atletico GO,3,,Palmeiras,0,,Série A
14.11.2010,Fluminense,1,,Goias,1,,Série A
14.11.2010,Guarani,1,,Vitoria,1,,Série A
14.11.2010,Internacional,2,,Avai,3,,Série A
13.11.2010,Atletico-MG,4,,Flamengo RJ,1,,Série A
13.11.2010,Corinthians,1,,Cruzeiro,0,,Série A
13.11.2010,Santos,0,,Gremio,0,,Série A
10.11.2010,Ceara,2,,Botafogo RJ,2,,Série A
07.11.2010,Flamengo RJ,0,,Athletico-PR,1,,Série A
07.11.2010,Fluminense,1,,Vasco,0,,Série A
07.11.2010,Palmeiras,1,,Guarani,0,,Série A
07.11.2010,Avai,0,,Botafogo RJ,0,,Série A
07.11.2010,Barueri,4,,Goias,1,,Série A
07.11.2010,Sao Paulo,0,,Corinthians,2,,Série A
07.11.2010,Vitoria,0,,Cruzeiro,1,,Série A
06.11.2010,Atletico GO,2,,Internacional,2,,Série A
06.11.2010,Atletico-MG,2,,Santos,2,,Série A
06.11.2010,Gremio,5,,Ceara,1,,Série A
04.11.2010,Athletico-PR,1,,Palmeiras,0,,Série A
04.11.2010,Vasco,2,,Barueri,1,,Série A
03.11.2010,Ceara,2,,Flamengo RJ,2,,Série A
03.11.2010,Corinthians,4,,Avai,0,,Série A
03.11.2010,Cruzeiro,0,,Sao Paulo,2,,Série A
03.11.2010,Botafogo RJ,3,,Atletico GO,2,,Série A
03.11.2010,Goias,0,,Gremio,2,,Série A
03.11.2010,Guarani,0,,Atletico-MG,0,,Série A
03.11.2010,Internacional,0,,Fluminense,0,,Série A
03.11.2010,Santos,1,,Vitoria,1,,Série A
30.10.2010,Atletico-MG,0,,Botafogo RJ,2,,Série A
30.10.2010,Avai,1,,Guarani,0,,Série A
30.10.2010,Barueri,0,,Cruzeiro,2,,Série A
30.10.2010,Palmeiras,3,,Goias,2,,Série A
30.10.2010,Internacional,1,,Santos,1,,Série A
30.10.2010,Vitoria,4,,Vasco,2,,Série A
28.10.2010,Atletico GO,1,,Ceara,1,,Série A
28.10.2010,Fluminense,2,,Gremio,0,,Série A
28.10.2010,Sao Paulo,2,,Athletico-PR,1,,Série A
27.10.2010,Flamengo RJ,1,,Corinthians,1,,Série A
24.10.2010,Cruzeiro,3,,Atletico-MG,4,,Série A
24.10.2010,Gremio,2,,Internacional,2,,Série A
24.10.2010,Santos,2,,Barueri,3,,Série A
24.10.2010,Vasco,1,,Flamengo RJ,1,,Série A
24.10.2010,Athletico-PR,2,,Fluminense,2,,Série A
24.10.2010,Ceara,2,,Sao Paulo,0,,Série A
24.10.2010,Corinthians,1,,Palmeiras,0,,Série A
24.10.2010,Goias,1,,Avai,0,,Série A
23.10.2010,Botafogo RJ,1,,Vitoria,0,,Série A
23.10.2010,Guarani,0,,Atletico GO,1,,Série A
17.10.2010,Fluminense,0,,Botafogo RJ,0,,Série A
17.10.2010,Palmeiras,1,,Ceara,1,,Série A
17.10.2010,Sao Paulo,4,,Santos,3,,Série A
17.10.2010,Vitoria,2,,Barueri,0,,Série A
17.10.2010,Atletico GO,2,,Vasco,0,,Série A
17.10.2010,Atletico-MG,2,,Avai,0,,Série A
17.10.2010,Gremio,2,,Cruzeiro,1,,Série A
17.10.2010,Guarani,0,,Corinthians,0,,Série A
16.10.2010,Athletico-PR,2,,Goias,1,,Série A
16.10.2010,Flamengo RJ,3,,Internacional,0,,Série A
13.10.2010,Santos,1,,Internacional,0,,Série A
13.10.2010,Vasco,2,,Corinthians,0,,Série A
10.10.2010,Ceara,2,,Guarani,0,,Série A
10.10.2010,Internacional,1,,Atletico-MG,0,,Série A
10.10.2010,Avai,2,,Flamengo RJ,2,,Série A
10.10.2010,Botafogo RJ,0,,Palmeiras,0,,Série A
10.10.2010,Corinthians,3,,Atletico GO,4,,Série A
10.10.2010,Cruzeiro,1,,Fluminense,0,,Série A
10.10.2010,Goias,1,,Vitoria,0,,Série A
09.10.2010,Barueri,2,,Sao Paulo,3,,Série A
09.10.2010,Santos,2,,Athletico-PR,0,,Série A
