date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
14.02.2019,Atletico F.C.,1,,Dep. Pasto,2,,Copa Aguila
14.02.2019,Pereira,2,,Leones,1,,Copa Aguila
13.02.2019,Bucaramanga,1,,Petrolera,2,,Copa Aguila
13.02.2019,Chico,1,,Patriotas,1,,Copa Aguila
13.02.2019,Millonarios,1,,Fortaleza,0,,Copa Aguila
13.02.2019,America De Cali,1,,Boca Juniors,0,,Copa Aguila
13.02.2019,Quindio,0,,Orsomarso,1,,Copa Aguila
13.02.2019,Huila,1,,Cortulua,0,,Copa Aguila
13.02.2019,Envigado,1,,Jaguares de Cordoba,1,,Copa Aguila
13.02.2019,Cartagena,4,,Barranquilla,0,,Copa Aguila
13.02.2019,Llaneros,0,,Tigres,1,,Copa Aguila
27.01.2019,Deportes Tolima,0,0.0,Junior,2,1.0,Super Cup
23.01.2019,Junior,1,,Deportes Tolima,2,,Super Cup
