date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
10.02.2016,Alianza Atl.,4,,Union Comercio,1,,Primera Division
09.02.2016,FBC Melgar,1,,Sporting Cristal,2,,Primera Division
09.02.2016,Defensor La Bocana,1,,Ayacucho,1,,Primera Division
09.02.2016,Sport Huancayo,2,,Cajamarca,2,,Primera Division
07.02.2016,Alianza Lima,2,,Alianza Atl.,1,,Primera Division
07.02.2016,Ayacucho,2,,U. de Deportes,5,,Primera Division
07.02.2016,Union Comercio,2,,Garcilaso,1,,Primera Division
06.02.2016,Cesar Vallejo,1,,Comerciantes Unidos,1,,Primera Division
06.02.2016,Juan Aurich,2,,Defensor La Bocana,1,,Primera Division
06.02.2016,Sporting Cristal,0,,Sport Huancayo,0,,Primera Division
05.02.2016,U. San Martin,0,,Dep. Municipal,1,,Primera Division
05.02.2016,Cajamarca,1,,FBC Melgar,3,,Primera Division
16.12.2015,FBC Melgar,3,,Sporting Cristal,2,,Primera Division
15.12.2015,Cesar Vallejo,3,,Garcilaso,0,,Primera Division
13.12.2015,Sporting Cristal,2,,FBC Melgar,2,,Primera Division
12.12.2015,Garcilaso,1,,Cesar Vallejo,0,,Primera Division
09.12.2015,Garcilaso,0,,FBC Melgar,4,,Primera Division
09.12.2015,Cesar Vallejo,4,,Sporting Cristal,3,,Primera Division
06.12.2015,Sporting Cristal,3,,Cesar Vallejo,1,,Primera Division
06.12.2015,FBC Melgar,1,,Garcilaso,0,,Primera Division
02.12.2015,FBC Melgar,2,1.0,Garcilaso,1,1.0,Primera Division
29.11.2015,Alianza Atl.,3,,Garcilaso,1,,Primera Division
29.11.2015,Alianza Lima,2,,Cesar Vallejo,2,,Primera Division
29.11.2015,Ayacucho,2,,Leon de Huanuco,0,,Primera Division
29.11.2015,Cajamarca,2,,Sport Huancayo,0,,Primera Division
29.11.2015,Cienciano,3,,U. San Martin,0,,Primera Division
29.11.2015,FBC Melgar,4,,Juan Aurich,1,,Primera Division
29.11.2015,Sporting Cristal,1,,U. de Deportes,2,,Primera Division
29.11.2015,Union Comercio,5,,Sport Loreto,2,,Primera Division
26.11.2015,Alianza Lima,2,,Sporting Cristal,0,,Primera Division
25.11.2015,Cesar Vallejo,4,,Sport Loreto,2,,Primera Division
25.11.2015,U. San Martin,1,,Sport Huancayo,1,,Primera Division
25.11.2015,Juan Aurich,1,,Garcilaso,3,,Primera Division
24.11.2015,Sporting Cristal,2,,FBC Melgar,2,,Primera Division
22.11.2015,Dep. Municipal,2,,Alianza Lima,1,,Primera Division
22.11.2015,Juan Aurich,2,,Cienciano,2,,Primera Division
22.11.2015,Garcilaso,2,,Union Comercio,1,,Primera Division
21.11.2015,Cesar Vallejo,1,,FBC Melgar,0,,Primera Division
21.11.2015,Sport Loreto,2,,Sporting Cristal,2,,Primera Division
21.11.2015,Sport Huancayo,4,,Alianza Atl.,0,,Primera Division
20.11.2015,U. San Martin,3,,Ayacucho,0,,Primera Division
20.11.2015,Leon de Huanuco,2,,Cajamarca,0,,Primera Division
15.11.2015,U. de Deportes,1,,Alianza Lima,1,,Primera Division
15.11.2015,Cienciano,1,,Ayacucho,1,,Primera Division
08.11.2015,U. de Deportes,0,,Sport Loreto,0,,Primera Division
08.11.2015,Cajamarca,1,,U. San Martin,1,,Primera Division
08.11.2015,Ayacucho,2,,Juan Aurich,1,,Primera Division
08.11.2015,Union Comercio,2,,Sport Huancayo,0,,Primera Division
07.11.2015,FBC Melgar,0,,Dep. Municipal,0,,Primera Division
07.11.2015,Alianza Atl.,1,,Leon de Huanuco,0,,Primera Division
07.11.2015,Sporting Cristal,0,,Garcilaso,0,,Primera Division
07.11.2015,Cienciano,0,,Cesar Vallejo,1,,Primera Division
05.11.2015,Juan Aurich,0,,Cajamarca,0,,Primera Division
05.11.2015,Sport Huancayo,5,,Sporting Cristal,3,,Primera Division
04.11.2015,Alianza Lima,0,,FBC Melgar,0,,Primera Division
04.11.2015,U. San Martin,2,,Alianza Atl.,1,,Primera Division
04.11.2015,Garcilaso,4,,U. de Deportes,2,,Primera Division
04.11.2015,Leon de Huanuco,3,,Union Comercio,3,,Primera Division
03.11.2015,Cesar Vallejo,1,,Ayacucho,0,,Primera Division
03.11.2015,Dep. Municipal,1,,Cienciano,0,,Primera Division
01.11.2015,U. de Deportes,2,,Sport Huancayo,0,,Primera Division
01.11.2015,Union Comercio,1,,U. San Martin,2,,Primera Division
01.11.2015,Cienciano,1,,Alianza Lima,0,,Primera Division
31.10.2015,Sport Loreto,0,,Garcilaso,1,,Primera Division
31.10.2015,Alianza Atl.,2,,Juan Aurich,2,,Primera Division
31.10.2015,Sporting Cristal,1,,Leon de Huanuco,1,,Primera Division
31.10.2015,Ayacucho,2,,Dep. Municipal,0,,Primera Division
30.10.2015,Cajamarca,2,,Cesar Vallejo,1,,Primera Division
28.10.2015,U. San Martin,0,,Sporting Cristal,2,,Primera Division
28.10.2015,FBC Melgar,5,,Cienciano,1,,Primera Division
28.10.2015,Dep. Municipal,1,,Cajamarca,1,,Primera Division
28.10.2015,Juan Aurich,1,,Union Comercio,0,,Primera Division
27.10.2015,Alianza Lima,0,,Ayacucho,1,,Primera Division
27.10.2015,Cesar Vallejo,1,,Alianza Atl.,0,,Primera Division
27.10.2015,Leon de Huanuco,3,,U. de Deportes,2,,Primera Division
27.10.2015,Sport Huancayo,2,,Sport Loreto,0,,Primera Division
25.10.2015,Sporting Cristal,3,,Juan Aurich,2,,Primera Division
25.10.2015,Alianza Atl.,4,,Dep. Municipal,1,,Primera Division
25.10.2015,Union Comercio,1,,Cesar Vallejo,2,,Primera Division
25.10.2015,Garcilaso,0,,Sport Huancayo,0,,Primera Division
24.10.2015,U. de Deportes,2,,U. San Martin,0,,Primera Division
24.10.2015,Sport Loreto,1,,Leon de Huanuco,1,,Primera Division
24.10.2015,Cajamarca,3,,Alianza Lima,0,,Primera Division
24.10.2015,Ayacucho,1,,FBC Melgar,2,,Primera Division
21.10.2015,Alianza Lima,4,,Alianza Atl.,2,,Primera Division
21.10.2015,U. San Martin,0,,Sport Loreto,1,,Primera Division
21.10.2015,Juan Aurich,2,,U. de Deportes,2,,Primera Division
20.10.2015,Cesar Vallejo,0,,Sporting Cristal,2,,Primera Division
20.10.2015,FBC Melgar,1,,Cajamarca,0,,Primera Division
20.10.2015,Dep. Municipal,1,,Union Comercio,1,,Primera Division
20.10.2015,Leon de Huanuco,2,,Garcilaso,4,,Primera Division
18.10.2015,U. de Deportes,3,,Cesar Vallejo,0,,Primera Division
18.10.2015,Union Comercio,2,,Alianza Lima,2,,Primera Division
18.10.2015,Garcilaso,1,,U. San Martin,0,,Primera Division
17.10.2015,Sport Loreto,1,,Juan Aurich,0,,Primera Division
17.10.2015,Sporting Cristal,2,,Dep. Municipal,2,,Primera Division
17.10.2015,Sport Huancayo,4,,Leon de Huanuco,3,,Primera Division
16.10.2015,Cajamarca,0,,Cienciano,0,,Primera Division
16.10.2015,Alianza Atl.,0,,FBC Melgar,0,,Primera Division
15.10.2015,Sport Huancayo,1,,Juan Aurich,0,,Primera Division
04.10.2015,Dep. Municipal,0,,U. de Deportes,1,,Primera Division
04.10.2015,FBC Melgar,4,,Union Comercio,1,,Primera Division
04.10.2015,Cienciano,2,,Alianza Atl.,0,,Primera Division
03.10.2015,Ayacucho,1,,Cajamarca,2,,Primera Division
01.10.2015,Leon de Huanuco,1,,U. San Martin,2,,Primera Division
30.09.2015,Sport Loreto,1,,Dep. Municipal,2,,Primera Division
30.09.2015,Union Comercio,3,,Cienciano,1,,Primera Division
29.09.2015,Garcilaso,4,,Cesar Vallejo,0,,Primera Division
29.09.2015,Alianza Atl.,3,,Ayacucho,3,,Primera Division
27.09.2015,Alianza Lima,1,,Sport Loreto,0,,Primera Division
27.09.2015,Cienciano,2,,Sporting Cristal,2,,Primera Division
27.09.2015,Juan Aurich,3,,Leon de Huanuco,0,,Primera Division
26.09.2015,FBC Melgar,2,,U. de Deportes,0,,Primera Division
26.09.2015,Cesar Vallejo,0,,Sport Huancayo,0,,Primera Division
26.09.2015,Dep. Municipal,1,,Garcilaso,0,,Primera Division
26.09.2015,Ayacucho,4,,Union Comercio,0,,Primera Division
25.09.2015,Cajamarca,2,,Alianza Atl.,0,,Primera Division
23.09.2015,Ayacucho,1,,U. de Deportes,2,,Primera Division
21.09.2015,U. San Martin,3,,Juan Aurich,1,,Primera Division
21.09.2015,Leon de Huanuco,1,,Cesar Vallejo,1,,Primera Division
20.09.2015,U. de Deportes,2,,Cienciano,1,,Primera Division
20.09.2015,Sport Huancayo,5,,Dep. Municipal,0,,Primera Division
20.09.2015,Garcilaso,1,,Alianza Lima,1,,Primera Division
19.09.2015,Sport Loreto,0,,FBC Melgar,0,,Primera Division
19.09.2015,Sporting Cristal,4,,Ayacucho,0,,Primera Division
19.09.2015,Union Comercio,2,,Cajamarca,0,,Primera Division
16.09.2015,Cesar Vallejo,2,,U. San Martin,1,,Primera Division
16.09.2015,Alianza Lima,3,,Sport Huancayo,0,,Primera Division
16.09.2015,Cajamarca,2,,Sporting Cristal,3,,Primera Division
16.09.2015,Cienciano,1,,Sport Loreto,0,,Primera Division
16.09.2015,FBC Melgar,2,,Garcilaso,0,,Primera Division
15.09.2015,Dep. Municipal,1,,Leon de Huanuco,1,,Primera Division
15.09.2015,Alianza Atl.,2,,Union Comercio,1,,Primera Division
13.09.2015,U. de Deportes,1,,Cajamarca,1,,Primera Division
13.09.2015,Juan Aurich,2,,Cesar Vallejo,1,,Primera Division
13.09.2015,Garcilaso,1,,Cienciano,1,,Primera Division
12.09.2015,U. San Martin,0,,Dep. Municipal,0,,Primera Division
12.09.2015,Sport Loreto,3,,Ayacucho,0,,Primera Division
12.09.2015,Sporting Cristal,4,,Alianza Atl.,1,,Primera Division
12.09.2015,Leon de Huanuco,3,,Alianza Lima,1,,Primera Division
11.09.2015,Sport Huancayo,3,,FBC Melgar,2,,Primera Division
03.09.2015,FBC Melgar,5,,Leon de Huanuco,0,,Primera Division
03.09.2015,Dep. Municipal,1,,Juan Aurich,2,,Primera Division
03.09.2015,Alianza Atl.,1,,U. de Deportes,2,,Primera Division
03.09.2015,Ayacucho,2,,Garcilaso,2,,Primera Division
02.09.2015,Alianza Lima,0,,U. San Martin,1,,Primera Division
02.09.2015,Cajamarca,2,,Sport Loreto,0,,Primera Division
02.09.2015,Union Comercio,1,,Sporting Cristal,4,,Primera Division
02.09.2015,Cienciano,0,,Sport Huancayo,1,,Primera Division
30.08.2015,U. de Deportes,2,,Union Comercio,3,,Primera Division
30.08.2015,Leon de Huanuco,0,,Cienciano,0,,Primera Division
30.08.2015,Garcilaso,2,,Cajamarca,0,,Primera Division
29.08.2015,Cesar Vallejo,1,,Dep. Municipal,0,,Primera Division
29.08.2015,Sport Loreto,0,,Alianza Atl.,0,,Primera Division
29.08.2015,U. San Martin,1,,FBC Melgar,0,,Primera Division
29.08.2015,Juan Aurich,2,,Alianza Lima,0,,Primera Division
28.08.2015,Sport Huancayo,2,,Ayacucho,2,,Primera Division
24.08.2015,Leon de Huanuco,3,,Ayacucho,2,,Primera Division
23.08.2015,Sport Loreto,0,,Union Comercio,1,,Primera Division
23.08.2015,Cesar Vallejo,1,,Alianza Lima,0,,Primera Division
23.08.2015,Juan Aurich,2,,FBC Melgar,3,,Primera Division
23.08.2015,U. de Deportes,0,,Sporting Cristal,0,,Primera Division
23.08.2015,Garcilaso,2,,Alianza Atl.,1,,Primera Division
22.08.2015,U. San Martin,1,,Cienciano,1,,Primera Division
22.08.2015,Sport Huancayo,5,,Cajamarca,1,,Primera Division
16.08.2015,Alianza Lima,0,,Dep. Municipal,0,,Primera Division
16.08.2015,Cajamarca,2,,Leon de Huanuco,2,,Primera Division
16.08.2015,Union Comercio,1,,Garcilaso,1,,Primera Division
16.08.2015,FBC Melgar,2,,Cesar Vallejo,0,,Primera Division
15.08.2015,Sporting Cristal,2,,Sport Loreto,1,,Primera Division
15.08.2015,Ayacucho,1,,U. San Martin,0,,Primera Division
14.08.2015,Cienciano,1,,Juan Aurich,2,,Primera Division
14.08.2015,Alianza Atl.,2,,Sport Huancayo,0,,Primera Division
09.08.2015,Sport Loreto,0,,U. de Deportes,1,,Primera Division
09.08.2015,Leon de Huanuco,1,,Alianza Atl.,0,,Primera Division
09.08.2015,Garcilaso,0,,Sporting Cristal,4,,Primera Division
08.08.2015,Cesar Vallejo,3,,Cienciano,2,,Primera Division
08.08.2015,Dep. Municipal,1,,FBC Melgar,1,,Primera Division
08.08.2015,Sport Huancayo,3,,Union Comercio,0,,Primera Division
07.08.2015,U. San Martin,0,,Cajamarca,0,,Primera Division
07.08.2015,Juan Aurich,5,,Ayacucho,0,,Primera Division
03.08.2015,Cajamarca,2,,Juan Aurich,2,,Primera Division
03.08.2015,Alianza Atl.,2,,U. San Martin,0,,Primera Division
02.08.2015,U. de Deportes,1,,Garcilaso,1,,Primera Division
02.08.2015,Ayacucho,2,,Cesar Vallejo,2,,Primera Division
02.08.2015,Cienciano,3,,Dep. Municipal,1,,Primera Division
01.08.2015,FBC Melgar,3,,Alianza Lima,1,,Primera Division
01.08.2015,Sporting Cristal,1,,Sport Huancayo,0,,Primera Division
01.08.2015,Union Comercio,2,,Leon de Huanuco,0,,Primera Division
29.07.2015,Alianza Lima,1,,Cienciano,0,,Primera Division
29.07.2015,Juan Aurich,0,,Alianza Atl.,1,,Primera Division
29.07.2015,Leon de Huanuco,1,,Sporting Cristal,2,,Primera Division
29.07.2015,Sport Huancayo,0,,U. de Deportes,0,,Primera Division
28.07.2015,U. San Martin,0,,Union Comercio,0,,Primera Division
28.07.2015,Cesar Vallejo,1,,Cajamarca,1,,Primera Division
28.07.2015,Dep. Municipal,2,,Ayacucho,1,,Primera Division
28.07.2015,Garcilaso,4,,Sport Loreto,0,,Primera Division
26.07.2015,U. de Deportes,1,,Leon de Huanuco,4,,Primera Division
26.07.2015,Ayacucho,2,,Alianza Lima,1,,Primera Division
26.07.2015,Cienciano,1,,FBC Melgar,3,,Primera Division
25.07.2015,Sport Loreto,1,,Sport Huancayo,1,,Primera Division
25.07.2015,Sporting Cristal,2,,U. San Martin,0,,Primera Division
25.07.2015,Union Comercio,3,,Juan Aurich,1,,Primera Division
24.07.2015,Cajamarca,2,,Dep. Municipal,3,,Primera Division
24.07.2015,Alianza Atl.,1,,Cesar Vallejo,1,,Primera Division
19.07.2015,Cesar Vallejo,0,,Union Comercio,1,,Primera Division
19.07.2015,Alianza Lima,4,,Cajamarca,1,,Primera Division
19.07.2015,FBC Melgar,1,,Ayacucho,0,,Primera Division
19.07.2015,Leon de Huanuco,2,,Sport Loreto,1,,Primera Division
18.07.2015,U. San Martin,0,,U. de Deportes,1,,Primera Division
18.07.2015,Dep. Municipal,2,,Alianza Atl.,0,,Primera Division
18.07.2015,Sport Huancayo,1,,Garcilaso,1,,Primera Division
17.07.2015,Juan Aurich,1,,Sporting Cristal,2,,Primera Division
16.07.2015,Alianza Atl.,0,,Alianza Lima,1,,Primera Division
15.07.2015,Cajamarca,0,,FBC Melgar,0,,Primera Division
15.07.2015,Ayacucho,0,,Cienciano,0,,Primera Division
15.07.2015,Union Comercio,0,,Dep. Municipal,0,,Primera Division
14.07.2015,U. de Deportes,1,,Juan Aurich,1,,Primera Division
14.07.2015,Sport Loreto,4,,U. San Martin,1,,Primera Division
14.07.2015,Sporting Cristal,1,,Cesar Vallejo,2,,Primera Division
14.07.2015,Garcilaso,1,,Leon de Huanuco,2,,Primera Division
12.07.2015,Alianza Lima,3,,Union Comercio,0,,Primera Division
12.07.2015,FBC Melgar,2,,Alianza Atl.,1,,Primera Division
12.07.2015,Cienciano,2,,Cajamarca,0,,Primera Division
11.07.2015,Cesar Vallejo,4,,U. de Deportes,2,,Primera Division
11.07.2015,Leon de Huanuco,0,,Sport Huancayo,1,,Primera Division
11.07.2015,Dep. Municipal,1,,Sporting Cristal,0,,Primera Division
11.07.2015,Juan Aurich,0,,Sport Loreto,0,,Primera Division
10.07.2015,U. San Martin,2,,Garcilaso,0,,Primera Division
05.07.2015,Sporting Cristal,1,,Alianza Lima,3,,Primera Division
05.07.2015,Union Comercio,1,,FBC Melgar,0,,Primera Division
05.07.2015,Garcilaso,2,,Juan Aurich,1,,Primera Division
04.07.2015,U. de Deportes,0,,Dep. Municipal,1,,Primera Division
04.07.2015,Sport Loreto,1,,Cesar Vallejo,1,,Primera Division
04.07.2015,Alianza Atl.,3,,Cienciano,2,,Primera Division
03.07.2015,Cajamarca,1,,Ayacucho,0,,Primera Division
03.07.2015,Sport Huancayo,2,,U. San Martin,1,,Primera Division
25.05.2015,Juan Aurich,4,,Sport Huancayo,0,,Primera Division
24.05.2015,Alianza Lima,1,,U. de Deportes,0,,Primera Division
24.05.2015,Dep. Municipal,0,,Sport Loreto,0,,Primera Division
24.05.2015,Cesar Vallejo,2,,Garcilaso,0,,Primera Division
24.05.2015,Cienciano,3,,Union Comercio,2,,Primera Division
23.05.2015,FBC Melgar,0,,Sporting Cristal,0,,Primera Division
23.05.2015,Ayacucho,2,,Alianza Atl.,1,,Primera Division
22.05.2015,U. San Martin,3,,Leon de Huanuco,1,,Primera Division
20.05.2015,Sport Loreto,1,,Alianza Lima,0,,Primera Division
20.05.2015,Garcilaso,1,,Dep. Municipal,0,,Primera Division
20.05.2015,Sporting Cristal,3,,Cienciano,2,,Primera Division
20.05.2015,Union Comercio,1,,Ayacucho,1,,Primera Division
20.05.2015,Alianza Atl.,2,,Cajamarca,0,,Primera Division
19.05.2015,U. de Deportes,0,,FBC Melgar,0,,Primera Division
19.05.2015,Sport Huancayo,1,,Cesar Vallejo,1,,Primera Division
19.05.2015,Leon de Huanuco,0,,Juan Aurich,2,,Primera Division
17.05.2015,Alianza Lima,0,,Garcilaso,1,,Primera Division
17.05.2015,Cajamarca,4,,Union Comercio,2,,Primera Division
17.05.2015,FBC Melgar,2,,Sport Loreto,2,,Primera Division
17.05.2015,Ayacucho,1,,Sporting Cristal,2,,Primera Division
16.05.2015,Cesar Vallejo,2,,Leon de Huanuco,2,,Primera Division
16.05.2015,Dep. Municipal,3,,Sport Huancayo,3,,Primera Division
16.05.2015,Cienciano,1,,U. de Deportes,0,,Primera Division
15.05.2015,Juan Aurich,1,,U. San Martin,0,,Primera Division
13.05.2015,U. de Deportes,2,,Ayacucho,0,,Primera Division
13.05.2015,Sport Loreto,1,,Cienciano,0,,Primera Division
13.05.2015,Sporting Cristal,3,,Cajamarca,2,,Primera Division
13.05.2015,Garcilaso,1,,FBC Melgar,0,,Primera Division
13.05.2015,Sport Huancayo,1,,Alianza Lima,1,,Primera Division
12.05.2015,U. San Martin,3,,Cesar Vallejo,2,,Primera Division
12.05.2015,Leon de Huanuco,1,,Dep. Municipal,1,,Primera Division
12.05.2015,Union Comercio,5,,Alianza Atl.,2,,Primera Division
10.05.2015,Cajamarca,2,,U. de Deportes,0,,Primera Division
10.05.2015,FBC Melgar,1,,Sport Huancayo,0,,Primera Division
10.05.2015,Cienciano,1,,Garcilaso,1,,Primera Division
09.05.2015,Alianza Lima,1,,Leon de Huanuco,0,,Primera Division
09.05.2015,Cesar Vallejo,2,,Juan Aurich,0,,Primera Division
09.05.2015,Dep. Municipal,2,,U. San Martin,0,,Primera Division
09.05.2015,Ayacucho,1,,Sport Loreto,0,,Primera Division
08.05.2015,Alianza Atl.,1,,Sporting Cristal,1,,Primera Division
06.05.2015,U. San Martin,2,,Alianza Lima,3,,Primera Division
06.05.2015,Juan Aurich,1,,Dep. Municipal,1,,Primera Division
06.05.2015,Sport Huancayo,0,,Cienciano,0,,Primera Division
06.05.2015,Leon de Huanuco,0,,FBC Melgar,3,,Primera Division
05.05.2015,U. de Deportes,1,,Alianza Atl.,1,,Primera Division
05.05.2015,Sport Loreto,2,,Cajamarca,1,,Primera Division
05.05.2015,Sporting Cristal,1,,Union Comercio,1,,Primera Division
05.05.2015,Garcilaso,3,,Ayacucho,2,,Primera Division
03.05.2015,Alianza Lima,0,,Juan Aurich,1,,Primera Division
02.05.2015,FBC Melgar,1,,U. San Martin,1,,Primera Division
02.05.2015,Dep. Municipal,1,,Cesar Vallejo,0,,Primera Division
02.05.2015,Ayacucho,0,,Sport Huancayo,1,,Primera Division
01.05.2015,Alianza Atl.,1,,Sport Loreto,0,,Primera Division
01.05.2015,Cajamarca,2,,Garcilaso,3,,Primera Division
01.05.2015,Union Comercio,1,,U. de Deportes,0,,Primera Division
01.05.2015,Cienciano,4,,Leon de Huanuco,2,,Primera Division
21.12.2014,Sporting Cristal,3,2.0,Juan Aurich,2,2.0,Primera Division
17.12.2014,Sporting Cristal,0,,Juan Aurich,0,,Primera Division
14.12.2014,Juan Aurich,2,,Sporting Cristal,2,,Primera Division
04.12.2014,Alianza Lima,0,,Sporting Cristal,1,,Primera Division
04.12.2014,Los Caimanes,0,0.0,Sport Huancayo,1,0.0,Primera Division
30.11.2014,Ayacucho,5,,Leon de Huanuco,2,,Primera Division
30.11.2014,Cajamarca,3,,Sport Huancayo,1,,Primera Division
30.11.2014,FBC Melgar,2,,Alianza Lima,3,,Primera Division
30.11.2014,Garcilaso,2,,Cesar Vallejo,1,,Primera Division
30.11.2014,Los Caimanes,1,,Sporting Cristal,1,,Primera Division
30.11.2014,U. de Deportes,3,,Juan Aurich,1,,Primera Division
30.11.2014,U. San Martin,6,,San Simon,0,,Primera Division
30.11.2014,Union Comercio,3,,Cienciano,0,,Primera Division
28.11.2014,Garcilaso,1,,U. San Martin,0,,Primera Division
26.11.2014,Leon de Huanuco,1,,Cesar Vallejo,0,,Primera Division
26.11.2014,U. San Martin,2,,Ayacucho,1,,Primera Division
26.11.2014,Union Comercio,1,,Alianza Lima,0,,Primera Division
23.11.2014,Juan Aurich,1,,U. San Martin,1,,Primera Division
23.11.2014,Alianza Lima,2,,Cajamarca,0,,Primera Division
23.11.2014,Leon de Huanuco,2,,U. de Deportes,0,,Primera Division
23.11.2014,Sporting Cristal,2,,Union Comercio,3,,Primera Division
22.11.2014,Cesar Vallejo,3,,Ayacucho,0,,Primera Division
22.11.2014,Sport Huancayo,3,,FBC Melgar,1,,Primera Division
22.11.2014,Cienciano,0,,Los Caimanes,1,,Primera Division
22.11.2014,San Simon,2,,Garcilaso,2,,Primera Division
20.11.2014,Sporting Cristal,3,,Alianza Lima,2,,Primera Division
20.11.2014,Cesar Vallejo,1,,U. San Martin,0,,Primera Division
18.11.2014,Cajamarca,0,,Leon de Huanuco,1,,Primera Division
17.11.2014,Los Caimanes,0,,Sport Huancayo,0,,Primera Division
17.11.2014,FBC Melgar,2,,San Simon,1,,Primera Division
16.11.2014,U. de Deportes,1,,Cesar Vallejo,2,,Primera Division
16.11.2014,Ayacucho,3,,Juan Aurich,1,,Primera Division
15.11.2014,Sporting Cristal,2,,Cienciano,0,,Primera Division
13.11.2014,San Simon,1,,U. de Deportes,1,,Primera Division
12.11.2014,Alianza Lima,3,,Los Caimanes,1,,Primera Division
12.11.2014,Cesar Vallejo,1,,FBC Melgar,2,,Primera Division
12.11.2014,Juan Aurich,1,,Garcilaso,0,,Primera Division
12.11.2014,Leon de Huanuco,2,,Union Comercio,0,,Primera Division
12.11.2014,Cienciano,1,,Cajamarca,1,,Primera Division
11.11.2014,Sport Huancayo,1,,Sporting Cristal,2,,Primera Division
09.11.2014,U. de Deportes,3,,U. San Martin,1,,Primera Division
09.11.2014,Ayacucho,2,,Garcilaso,1,,Primera Division
08.11.2014,Los Caimanes,3,,Leon de Huanuco,2,,Primera Division
08.11.2014,FBC Melgar,1,,Juan Aurich,1,,Primera Division
08.11.2014,Union Comercio,2,,Cesar Vallejo,1,,Primera Division
07.11.2014,Cienciano,2,,Sport Huancayo,0,,Primera Division
06.11.2014,Cajamarca,3,,San Simon,0,,Primera Division
05.11.2014,U. San Martin,0,,Sporting Cristal,1,,Primera Division
02.11.2014,Alianza Lima,5,,Cienciano,0,,Primera Division
02.11.2014,Leon de Huanuco,1,,Sporting Cristal,3,,Primera Division
02.11.2014,Sport Huancayo,2,,Union Comercio,1,,Primera Division
01.11.2014,Cesar Vallejo,2,,Los Caimanes,3,,Primera Division
01.11.2014,Juan Aurich,2,,Cajamarca,0,,Primera Division
01.11.2014,U. San Martin,0,,FBC Melgar,2,,Primera Division
01.11.2014,Garcilaso,2,,U. de Deportes,0,,Primera Division
01.11.2014,San Simon,1,,Ayacucho,0,,Primera Division
27.10.2014,Cajamarca,1,,U. San Martin,1,,Primera Division
26.10.2014,Los Caimanes,0,,San Simon,2,,Primera Division
26.10.2014,U. de Deportes,1,,Ayacucho,1,,Primera Division
26.10.2014,Union Comercio,1,,Juan Aurich,0,,Primera Division
26.10.2014,FBC Melgar,2,,Garcilaso,2,,Primera Division
25.10.2014,Sport Huancayo,0,,Alianza Lima,1,,Primera Division
25.10.2014,Sporting Cristal,4,,Cesar Vallejo,1,,Primera Division
25.10.2014,Cienciano,4,,Leon de Huanuco,2,,Primera Division
22.10.2014,Alianza Lima,1,,U. de Deportes,0,,Primera Division
22.10.2014,Cesar Vallejo,3,,Cienciano,2,,Primera Division
22.10.2014,Leon de Huanuco,1,,Sport Huancayo,0,,Primera Division
22.10.2014,Ayacucho,2,,FBC Melgar,0,,Primera Division
22.10.2014,Garcilaso,3,,Cajamarca,0,,Primera Division
21.10.2014,Juan Aurich,0,,Los Caimanes,0,,Primera Division
21.10.2014,U. San Martin,2,,Union Comercio,1,,Primera Division
21.10.2014,San Simon,2,,Sporting Cristal,3,,Primera Division
19.10.2014,Alianza Lima,2,,Leon de Huanuco,0,,Primera Division
19.10.2014,Sport Huancayo,3,,Cesar Vallejo,1,,Primera Division
19.10.2014,Union Comercio,2,,Garcilaso,2,,Primera Division
18.10.2014,Los Caimanes,4,,U. San Martin,1,,Primera Division
18.10.2014,FBC Melgar,1,,U. de Deportes,1,,Primera Division
18.10.2014,Cienciano,2,,San Simon,0,,Primera Division
17.10.2014,Sporting Cristal,4,,Juan Aurich,1,,Primera Division
16.10.2014,Cajamarca,0,,Ayacucho,1,,Primera Division
12.10.2014,Juan Aurich,1,,Cienciano,0,,Primera Division
12.10.2014,U. de Deportes,3,,Cajamarca,0,,Primera Division
12.10.2014,Leon de Huanuco,0,,FBC Melgar,1,,Primera Division
11.10.2014,Cesar Vallejo,2,,Alianza Lima,2,,Primera Division
11.10.2014,Garcilaso,2,,Los Caimanes,0,,Primera Division
11.10.2014,Ayacucho,1,,Union Comercio,2,,Primera Division
10.10.2014,San Simon,0,,Sport Huancayo,1,,Primera Division
02.10.2014,Alianza Lima,2,,San Simon,0,,Primera Division
02.10.2014,Cajamarca,2,,FBC Melgar,0,,Primera Division
02.10.2014,Sport Huancayo,0,,Juan Aurich,1,,Primera Division
02.10.2014,Cienciano,3,,U. San Martin,2,,Primera Division
01.10.2014,Sporting Cristal,1,,Garcilaso,1,,Primera Division
01.10.2014,Union Comercio,2,,U. de Deportes,0,,Primera Division
01.10.2014,Los Caimanes,0,,Ayacucho,0,,Primera Division
28.09.2014,U. de Deportes,1,,Los Caimanes,0,,Primera Division
28.09.2014,Ayacucho,3,,Sporting Cristal,3,,Primera Division
28.09.2014,San Simon,2,,Leon de Huanuco,2,,Primera Division
27.09.2014,Juan Aurich,0,,Alianza Lima,0,,Primera Division
27.09.2014,Garcilaso,0,,Cienciano,2,,Primera Division
27.09.2014,FBC Melgar,1,,Union Comercio,0,,Primera Division
26.09.2014,Cajamarca,1,,Cesar Vallejo,0,,Primera Division
26.09.2014,U. San Martin,4,,Sport Huancayo,1,,Primera Division
24.09.2014,Sporting Cristal,3,,U. de Deportes,0,,Primera Division
21.09.2014,Alianza Lima,2,,U. San Martin,1,,Primera Division
21.09.2014,Los Caimanes,0,,FBC Melgar,3,,Primera Division
