date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
03.03.2019,Union La Calera,2,,Cobresal,1,,Primera Division
03.03.2019,Curico Unido,3,,Colo Colo,4,,Primera Division
03.03.2019,Coquimbo,4,,Everton,0,,Primera Division
02.03.2019,U. De Chile,3,,Huachipato,0,,Primera Division
02.03.2019,U. Espanola,1,,Palestino,0,,Primera Division
02.03.2019,Deportes Iquique,1,,O'Higgins,3,,Primera Division
01.03.2019,A. Italiano,0,,U. Catolica,2,,Primera Division
24.02.2019,U. Catolica,0,,Deportes Iquique,1,,Primera Division
24.02.2019,Palestino,3,,Huachipato,1,,Primera Division
24.02.2019,Cobresal,1,,A. Italiano,2,,Primera Division
23.02.2019,Curico Unido,0,,Coquimbo,0,,Primera Division
23.02.2019,O'Higgins,1,,U. De Chile,0,,Primera Division
23.02.2019,Everton,1,,Union La Calera,2,,Primera Division
22.02.2019,Colo Colo,1,,U. De Concepcion,0,,Primera Division
22.02.2019,Antofagasta,1,,U. Espanola,2,,Primera Division
17.02.2019,A. Italiano,0,,Antofagasta,3,,Primera Division
17.02.2019,U. Espanola,1,,Colo Colo,3,,Primera Division
17.02.2019,Huachipato,2,,O'Higgins,1,,Primera Division
16.02.2019,U. De Concepcion,0,,Everton,0,,Primera Division
16.02.2019,U. De Chile,1,,Cobresal,1,,Primera Division
16.02.2019,Deportes Iquique,0,,Curico Unido,0,,Primera Division
15.02.2019,Coquimbo,1,,U. Catolica,2,,Primera Division
15.02.2019,Union La Calera,2,,Palestino,0,,Primera Division
07.08.2019,U. Catolica,3,,S. Morning,1,,Chilean Cup
21.07.2019,Nublense,1,1.0,Union La Calera,2,1.0,Chilean Cup
21.07.2019,Barnechea,0,,Colo Colo,3,,Chilean Cup
20.07.2019,O'Higgins,1,,Everton,1,,Chilean Cup
20.07.2019,Cobresal,3,,Deportes Iquique,1,,Chilean Cup
20.07.2019,U. De Chile,2,,Deportes Temuco,0,,Chilean Cup
20.07.2019,San Felipe,0,,A. Italiano,1,,Chilean Cup
16.07.2019,S. Morning,0,,U. Catolica,2,,Chilean Cup
14.07.2019,Colo Colo,3,,Barnechea,0,,Chilean Cup
14.07.2019,Union La Calera,1,,Nublense,1,,Chilean Cup
14.07.2019,Deportes Temuco,0,,U. De Chile,1,,Chilean Cup
14.07.2019,Deportes Iquique,1,,Cobresal,1,,Chilean Cup
13.07.2019,A. Italiano,0,,San Felipe,0,,Chilean Cup
13.07.2019,Everton,1,,O'Higgins,0,,Chilean Cup
13.07.2019,U. Espanola,0,,Valdivia,0,,Chilean Cup
10.07.2019,U. Espanola,1,0.0,Melipilla,0,0.0,Chilean Cup
09.07.2019,U. Catolica,3,2.0,La Serena,1,1.0,Chilean Cup
09.07.2019,Cobresal,3,,Deportes Vallenar,0,,Chilean Cup
07.07.2019,Huachipato,1,,Deportes Temuco,1,,Chilean Cup
06.07.2019,Everton,1,,Trasandino,0,,Chilean Cup
13.06.2019,Colo Colo,5,4.0,D. Puerto Montt,2,2.0,Chilean Cup
13.06.2019,Coquimbo,1,,San Felipe,1,,Chilean Cup
13.06.2019,Union La Calera,3,,Magallanes,2,,Chilean Cup
13.06.2019,Antofagasta,1,1.0,Barnechea,3,2.0,Chilean Cup
12.06.2019,Curico Unido,1,1.0,Nublense,3,2.0,Chilean Cup
12.06.2019,O'Higgins,4,,Club Deportes Santa Cruz,1,,Chilean Cup
12.06.2019,U. De Concepcion,1,1.0,Valdivia,2,1.0,Chilean Cup
12.06.2019,U. De Chile,1,,Rangers,1,,Chilean Cup
11.06.2019,A. Italiano,3,,S. Wanderers,1,,Chilean Cup
09.06.2019,Valdivia,0,,U. De Concepcion,0,,Chilean Cup
09.06.2019,Nublense,0,,Curico Unido,1,,Chilean Cup
09.06.2019,S. Morning,1,,Palestino,1,,Chilean Cup
09.06.2019,D. Puerto Montt,2,,Colo Colo,0,,Chilean Cup
09.06.2019,San Felipe,3,,Coquimbo,1,,Chilean Cup
09.06.2019,Deportes Temuco,2,,Huachipato,1,,Chilean Cup
09.06.2019,Barnechea,1,,Antofagasta,2,,Chilean Cup
08.06.2019,La Serena,1,,U. Catolica,0,,Chilean Cup
08.06.2019,Club Deportes Santa Cruz,3,,O'Higgins,2,,Chilean Cup
08.06.2019,Deportes Vallenar,1,,Cobresal,0,,Chilean Cup
08.06.2019,S. Wanderers,1,,A. Italiano,2,,Chilean Cup
08.06.2019,Magallanes,0,,Union La Calera,2,,Chilean Cup
08.06.2019,Melipilla,0,,U. Espanola,0,,Chilean Cup
08.06.2019,Rangers,0,,U. De Chile,2,,Chilean Cup
08.06.2019,Trasandino,0,,Everton,1,,Chilean Cup
05.06.2019,Deportes Iquique,2,,San Marcos de Arica,0,,Chilean Cup
05.06.2019,Palestino,0,,S. Morning,3,,Chilean Cup
30.05.2019,San Marcos de Arica,0,,Deportes Iquique,2,,Chilean Cup
24.03.2019,Colchagua,1,1.0,Club Deportes Santa Cruz,2,1.0,Chilean Cup
24.03.2019,D. Concepcion,1,,S. Wanderers,4,,Chilean Cup
24.03.2019,General Velasquez,1,,Magallanes,4,,Chilean Cup
24.03.2019,Ind. Cauquenes,2,2.0,Rangers,3,2.0,Chilean Cup
24.03.2019,Lautaro,0,,Melipilla,3,,Chilean Cup
24.03.2019,Pilmahue,0,,Valdivia,2,,Chilean Cup
24.03.2019,Recoleta,0,0.0,San Felipe,1,0.0,Chilean Cup
24.03.2019,San Marcos de Arica,3,,Cobreloa,1,,Chilean Cup
24.03.2019,Osorno,1,,D. Puerto Montt,3,,Chilean Cup
23.03.2019,Arturo Fernandez Vial,2,2.0,Deportes Temuco,3,2.0,Chilean Cup
23.03.2019,Deportes Vallenar,2,,Copiapo,1,,Chilean Cup
23.03.2019,Iberia,1,,Nublense,2,,Chilean Cup
23.03.2019,AC Colina,1,,S. Morning,3,,Chilean Cup
23.03.2019,Deportes Rengo,2,,Barnechea,3,,Chilean Cup
23.03.2019,San Antonio Unido,1,,La Serena,2,,Chilean Cup
23.03.2019,Trasandino,1,0.0,San Luis,0,0.0,Chilean Cup
23.03.2019,U. Catolica,5,,Palestino,0,,Super Cup
