,id,nome,pais,rate,date
0,1,Aldosivi,Argentina,1572.10060468,2015.11.03
1,2,All Boys,Argentina,1527.61406797,2015.11.03
2,3,Almagro,Argentina,1505.98894856,2015.11.03
3,4,Argentinos Jrs,Argentina,1541.10290879,2015.11.03
4,5,Arsenal Sarandi,Argentina,1548.08464508,2015.11.03
5,6,Atl. Rafaela,Argentina,1510.57995278,2015.11.03
6,7,Atl. Tucuman,Argentina,1521.12187208,2015.11.03
7,8,Banfield,Argentina,1628.11756642,2015.11.03
8,9,Belgrano,Argentina,1663.351531,2015.11.03
9,10,Boca Juniors,Argentina,1813.82907381,2015.11.03
10,11,Central Cordoba,Argentina,1567.9546293,2015.11.03
11,12,Chacarita Juniors,Argentina,1515.566026,2015.11.03
12,13,Colon Santa FE,Argentina,1567.7199126,2015.11.03
13,14,Crucero del Norte,Argentina,1426.46002809,2015.11.03
14,15,Defensa y Justicia,Argentina,1541.90097193,2015.11.03
15,16,Estudiantes L.P.,Argentina,1700.63707677,2015.11.03
16,17,Gimnasia Jujuy,Argentina,1519.3421237,2015.11.03
17,18,Gimnasia L.P.,Argentina,1654.03495568,2015.11.03
18,19,Godoy Cruz,Argentina,1570.61661143,2015.11.03
19,20,Huracan,Argentina,1607.77940918,2015.11.03
20,21,Huracan Tres Arroyos,Argentina,1390.47057154,2015.11.03
21,22,Independiente,Argentina,1727.95223633,2015.11.03
22,23,Instituto,Argentina,1471.53770825,2015.11.03
23,24,Lanus,Argentina,1675.10823609,2015.11.03
24,25,Newells Old Boys,Argentina,1601.92081642,2015.11.03
25,26,Nueva Chicago,Argentina,1529.88964485,2015.11.03
26,27,Olimpo Bahia Blanca,Argentina,1607.45725445,2015.11.03
27,28,Patronato,Argentina,1552.48910944,2015.11.03
28,29,Quilmes,Argentina,1618.04086614,2015.11.03
29,30,Racing Club,Argentina,1757.786796,2015.11.03
30,31,River Plate,Argentina,1765.18641116,2015.11.03
31,32,Rosario Central,Argentina,1711.50382273,2015.11.03
32,33,San Lorenzo,Argentina,1754.97517649,2015.11.03
33,34,San Martin S.J.,Argentina,1577.16892214,2015.11.03
34,35,San Martin T.,Argentina,1525.43010357,2015.11.03
35,36,Sarmiento Junin,Argentina,1540.59633833,2015.11.03
36,37,Talleres Cordoba,Argentina,1663.55691184,2015.11.03
37,38,Temperley,Argentina,1533.48500171,2015.11.03
38,39,Tigre,Argentina,1637.81158884,2015.11.03
39,40,Tiro Federal,Argentina,1450.8120472,2015.11.03
40,41,Union de Santa Fe,Argentina,1578.09335483,2015.11.03
41,42,Velez Sarsfield,Argentina,1573.67986765,2015.11.03
42,101,1 de Mayo,Bolivia,1347.89047191,2015.11.03
43,102,Always Ready,Bolivia,1424.92530412,2015.11.03
44,103,Aurora,Bolivia,1393.29671729,2015.11.03
45,104,Bermejo,Bolivia,1405.28887486,2015.11.03
46,105,Blooming,Bolivia,1496.20755573,2015.11.03
47,106,Bolivar,Bolivia,1703.39648442,2015.11.03
48,107,Central Union,Bolivia,1313.6470939,2015.11.03
49,108,Ciclon,Bolivia,1411.17253399,2015.11.03
50,109,Destroyers,Bolivia,1351.7088355,2015.11.03
51,110,Fancesa,Bolivia,1406.16866212,2015.11.03
52,111,Guabira,Bolivia,1372.74367688,2015.11.03
53,112,Iberoamericana,Bolivia,1186.17829014,2015.11.03
54,113,Independiente,Bolivia,1293.56507258,2015.11.03
55,114,Industrial Aviles,Bolivia,1424.92530412,2015.11.03
56,115,La Paz,Bolivia,1280.3145062,2015.11.03
57,116,Mariscal,Bolivia,1283.72544658,2015.11.03
58,117,Nacional Potosi,Bolivia,1453.53128561,2015.11.03
59,118,Oriente Petrolero,Bolivia,1586.9207095,2015.11.03
60,119,Petrolero de Yacuiba,Bolivia,1414.06458065,2015.11.03
61,120,Real Mamore,Bolivia,1208.69643958,2015.11.03
62,121,Real Potosi,Bolivia,1502.52434879,2015.11.03
63,122,Royal Pari,Bolivia,1424.92530412,2015.11.03
64,123,San Jose,Bolivia,1524.97317335,2015.11.03
65,124,Santa Cruz,Bolivia,1356.11482831,2015.11.03
66,125,Sport Boys,Bolivia,1419.38102935,2015.11.03
67,126,The Strongest,Bolivia,1658.14048042,2015.11.03
68,127,U. Pando,Bolivia,1269.99967774,2015.11.03
69,128,U. Sucre,Bolivia,1481.09352276,2015.11.03
70,129,Universitario Beni,Bolivia,1424.92530412,2015.11.03
71,130,Wilstermann,Bolivia,1548.06578145,2015.11.03
72,201,America MG,Brasil,1573.04550084,2015.11.03
73,202,America RN,Brasil,1459.54850288,2015.11.03
74,203,Athletico-PR,Brasil,1659.48921698,2015.11.03
75,204,Atletico GO,Brasil,1542.05938068,2015.11.03
76,205,Atletico-MG,Brasil,1791.47794612,2015.11.03
77,206,Avai,Brasil,1560.50240757,2015.11.03
78,207,Bahia,Brasil,1599.99015574,2015.11.03
79,208,Barueri,Brasil,1564.18333515,2015.11.03
80,209,Betim,Brasil,1524.25309312,2015.11.03
81,210,Botafogo RJ,Brasil,1558.42196926,2015.11.03
82,211,Brasiliense,Brasil,1509.11574762,2015.11.03
83,212,Ceara,Brasil,1661.93311615,2015.11.03
84,213,Chapecoense-SC,Brasil,1660.98094119,2015.11.03
85,214,Corinthians,Brasil,1879.18998122,2015.11.03
86,215,Coritiba,Brasil,1609.89366614,2015.11.03
87,216,Criciuma,Brasil,1555.70773122,2015.11.03
88,217,Cruzeiro,Brasil,1747.53035948,2015.11.03
89,218,Figueirense,Brasil,1624.76994538,2015.11.03
90,219,Flamengo RJ,Brasil,1660.15657074,2015.11.03
91,220,Fluminense,Brasil,1679.77623041,2015.11.03
92,221,Fortaleza,Brasil,1548.88271127,2015.11.03
93,222,Gama,Brasil,1545.24840783,2015.11.03
94,223,Goias,Brasil,1642.85330396,2015.11.03
95,224,Gremio,Brasil,1809.52063049,2015.11.03
96,225,Guarani,Brasil,1540.62443292,2015.11.03
97,226,Internacional,Brasil,1721.14661616,2015.11.03
