,id,nome,pais,rate,date
0,1,Aldosivi,Argentina,1505.25278609,2018.06.05
1,2,All Boys,Argentina,1526.61194012,2018.06.05
2,3,Almagro,Argentina,1502.87400324,2018.06.05
3,4,Argentinos Jrs,Argentina,1599.71116552,2018.06.05
4,5,Arsenal Sarandi,Argentina,1512.50464798,2018.06.05
5,6,Atl. Rafaela,Argentina,1543.82280754,2018.06.05
6,7,Atl. Tucuman,Argentina,1678.94966971,2018.06.05
7,8,Banfield,Argentina,1649.5666983,2018.06.05
8,9,Belgrano,Argentina,1617.90815565,2018.06.05
9,10,Boca Juniors,Argentina,1806.92153001,2018.06.05
10,11,Central Cordoba,Argentina,1543.83414541,2018.06.05
11,12,Chacarita Juniors,Argentina,1479.14069563,2018.06.05
12,13,Colon Santa FE,Argentina,1680.71777155,2018.06.05
13,14,Crucero del Norte,Argentina,1420.71661442,2018.06.05
14,15,Defensa y Justicia,Argentina,1710.34282846,2018.06.05
15,16,Estudiantes L.P.,Argentina,1676.76435909,2018.06.05
16,17,Gimnasia Jujuy,Argentina,1515.78280126,2018.06.05
17,18,Gimnasia L.P.,Argentina,1575.13495924,2018.06.05
18,19,Godoy Cruz,Argentina,1776.11875275,2018.06.05
19,20,Huracan,Argentina,1690.82669391,2018.06.05
20,21,Huracan Tres Arroyos,Argentina,1389.36413036,2018.06.05
21,22,Independiente,Argentina,1767.15604029,2018.06.05
22,23,Instituto,Argentina,1475.21276092,2018.06.05
23,24,Lanus,Argentina,1633.0977436,2018.06.05
24,25,Newells Old Boys,Argentina,1603.72372203,2018.06.05
25,26,Nueva Chicago,Argentina,1540.98179526,2018.06.05
26,27,Olimpo Bahia Blanca,Argentina,1485.34678921,2018.06.05
27,28,Patronato,Argentina,1572.75138341,2018.06.05
28,29,Quilmes,Argentina,1478.93982845,2018.06.05
29,30,Racing Club,Argentina,1761.10690923,2018.06.05
30,31,River Plate,Argentina,1824.83361606,2018.06.05
31,32,Rosario Central,Argentina,1614.23568069,2018.06.05
32,33,San Lorenzo,Argentina,1757.81885104,2018.06.05
33,34,San Martin S.J.,Argentina,1580.99720805,2018.06.05
34,35,San Martin T.,Argentina,1524.65162566,2018.06.05
35,36,Sarmiento Junin,Argentina,1472.17228254,2018.06.05
36,37,Talleres Cordoba,Argentina,1700.84647269,2018.06.05
37,38,Temperley,Argentina,1513.82430311,2018.06.05
38,39,Tigre,Argentina,1567.52386206,2018.06.05
39,40,Tiro Federal,Argentina,1449.3034646,2018.06.05
40,41,Union de Santa Fe,Argentina,1654.27249121,2018.06.05
41,42,Velez Sarsfield,Argentina,1625.06055681,2018.06.05
42,101,1 de Mayo,Bolivia,1347.91196971,2018.06.05
43,102,Always Ready,Bolivia,1424.92530412,2018.06.05
44,103,Aurora,Bolivia,1397.11070007,2018.06.05
45,104,Bermejo,Bolivia,1405.36559904,2018.06.05
46,105,Blooming,Bolivia,1488.74065969,2018.06.05
47,106,Bolivar,Bolivia,1618.32933123,2018.06.05
48,107,Central Union,Bolivia,1313.5730585,2018.06.05
49,108,Ciclon,Bolivia,1436.27223006,2018.06.05
50,109,Destroyers,Bolivia,1389.45992438,2018.06.05
51,110,Fancesa,Bolivia,1406.16867959,2018.06.05
52,111,Guabira,Bolivia,1481.05725774,2018.06.05
53,112,Iberoamericana,Bolivia,1186.3307265,2018.06.05
54,113,Independiente,Bolivia,1293.5407958,2018.06.05
55,114,Industrial Aviles,Bolivia,1424.92530412,2018.06.05
