,id,nome,pais,rate,date
0,1,Aldosivi,Argentina,1564.26973465,2012.11.06
1,2,All Boys,Argentina,1668.65121945,2012.11.06
2,3,Almagro,Argentina,1505.98894856,2012.11.06
3,4,Argentinos Jrs,Argentina,1598.88188361,2012.11.06
4,5,Arsenal Sarandi,Argentina,1667.40169557,2012.11.06
5,6,Atl. Rafaela,Argentina,1615.41261499,2012.11.06
6,7,Atl. Tucuman,Argentina,1524.6501576,2012.11.06
7,8,Banfield,Argentina,1466.90165021,2012.11.06
8,9,Belgrano,Argentina,1669.57463273,2012.11.06
9,10,Boca Juniors,Argentina,1736.08067669,2012.11.06
10,11,Central Cordoba,Argentina,1567.58381334,2012.11.06
11,12,Chacarita Juniors,Argentina,1498.52340903,2012.11.06
12,13,Colon Santa FE,Argentina,1646.98092684,2012.11.06
13,14,Crucero del Norte,Argentina,1572.01571704,2012.11.06
14,15,Defensa y Justicia,Argentina,1557.28247123,2012.11.06
15,16,Estudiantes L.P.,Argentina,1640.3004458,2012.11.06
16,17,Gimnasia Jujuy,Argentina,1528.69960023,2012.11.06
17,18,Gimnasia L.P.,Argentina,1539.50517678,2012.11.06
18,19,Godoy Cruz,Argentina,1565.51342379,2012.11.06
19,20,Huracan,Argentina,1449.91303457,2012.11.06
20,21,Huracan Tres Arroyos,Argentina,1390.47057154,2012.11.06
21,22,Independiente,Argentina,1627.92341193,2012.11.06
22,23,Instituto,Argentina,1451.24294816,2012.11.06
23,24,Lanus,Argentina,1724.00235676,2012.11.06
24,25,Newells Old Boys,Argentina,1692.00392581,2012.11.06
25,26,Nueva Chicago,Argentina,1517.0092251,2012.11.06
26,27,Olimpo Bahia Blanca,Argentina,1507.25426167,2012.11.06
27,28,Patronato,Argentina,1554.64786412,2012.11.06
28,29,Quilmes,Argentina,1535.90987832,2012.11.06
29,30,Racing Club,Argentina,1644.95441851,2012.11.06
30,31,River Plate,Argentina,1653.26951331,2012.11.06
31,32,Rosario Central,Argentina,1634.24530277,2012.11.06
32,33,San Lorenzo,Argentina,1557.08042891,2012.11.06
33,34,San Martin S.J.,Argentina,1569.35396981,2012.11.06
34,35,San Martin T.,Argentina,1567.45483561,2012.11.06
35,36,Sarmiento Junin,Argentina,1592.01581729,2012.11.06
