,id,nome,pais,rate,date
0,1,Aldosivi,Argentina,1548.0073296,2014.07.01
1,2,All Boys,Argentina,1541.5592635,2014.07.01
2,3,Almagro,Argentina,1505.98894856,2014.07.01
3,4,Argentinos Jrs,Argentina,1523.20978264,2014.07.01
4,5,Arsenal Sarandi,Argentina,1616.58002128,2014.07.01
5,6,Atl. Rafaela,Argentina,1597.05769123,2014.07.01
6,7,Atl. Tucuman,Argentina,1533.50160991,2014.07.01
7,8,Banfield,Argentina,1501.7833053,2014.07.01
8,9,Belgrano,Argentina,1635.13249222,2014.07.01
9,10,Boca Juniors,Argentina,1709.36053475,2014.07.01
10,11,Central Cordoba,Argentina,1567.9546293,2014.07.01
11,12,Chacarita Juniors,Argentina,1496.62946963,2014.07.01
12,13,Colon Santa FE,Argentina,1577.72092778,2014.07.01
13,14,Crucero del Norte,Argentina,1567.37190944,2014.07.01
14,15,Defensa y Justicia,Argentina,1556.09427457,2014.07.01
15,16,Estudiantes L.P.,Argentina,1705.63941811,2014.07.01
16,17,Gimnasia Jujuy,Argentina,1528.69960023,2014.07.01
17,18,Gimnasia L.P.,Argentina,1635.91230473,2014.07.01
18,19,Godoy Cruz,Argentina,1660.31073555,2014.07.01
19,20,Huracan,Argentina,1501.9403867,2014.07.01
20,21,Huracan Tres Arroyos,Argentina,1390.47057154,2014.07.01
21,22,Independiente,Argentina,1585.82529175,2014.07.01
22,23,Instituto,Argentina,1470.81317072,2014.07.01
23,24,Lanus,Argentina,1707.39143638,2014.07.01
24,25,Newells Old Boys,Argentina,1699.60077076,2014.07.01
25,26,Nueva Chicago,Argentina,1517.0092251,2014.07.01
26,27,Olimpo Bahia Blanca,Argentina,1611.59874901,2014.07.01
27,28,Patronato,Argentina,1555.12655062,2014.07.01
28,29,Quilmes,Argentina,1581.65668471,2014.07.01
29,30,Racing Club,Argentina,1575.27681648,2014.07.01
30,31,River Plate,Argentina,1733.55395997,2014.07.01
31,32,Rosario Central,Argentina,1660.49467842,2014.07.01
32,33,San Lorenzo,Argentina,1692.60138902,2014.07.01
33,34,San Martin S.J.,Argentina,1603.35327502,2014.07.01
34,35,San Martin T.,Argentina,1547.80656459,2014.07.01
35,36,Sarmiento Junin,Argentina,1572.30941658,2014.07.01
36,37,Talleres Cordoba,Argentina,1663.55691184,2014.07.01
37,38,Temperley,Argentina,1572.01571704,2014.07.01
38,39,Tigre,Argentina,1624.15077517,2014.07.01
39,40,Tiro Federal,Argentina,1450.8120472,2014.07.01
40,41,Union de Santa Fe,Argentina,1489.48029543,2014.07.01
41,42,Velez Sarsfield,Argentina,1735.6955757,2014.07.01
42,101,1 de Mayo,Bolivia,1347.89047191,2014.07.01
43,102,Always Ready,Bolivia,1424.92530412,2014.07.01
44,103,Aurora,Bolivia,1411.48948275,2014.07.01
45,104,Bermejo,Bolivia,1424.92530412,2014.07.01
46,105,Blooming,Bolivia,1382.13888422,2014.07.01
47,106,Bolivar,Bolivia,1672.13234699,2014.07.01
48,107,Central Union,Bolivia,1313.6470939,2014.07.01
49,108,Ciclon,Bolivia,1411.17253399,2014.07.01
50,109,Destroyers,Bolivia,1351.7088355,2014.07.01
51,110,Fancesa,Bolivia,1406.16866212,2014.07.01
52,111,Guabira,Bolivia,1372.74367688,2014.07.01
53,112,Iberoamericana,Bolivia,1186.17829014,2014.07.01
54,113,Independiente,Bolivia,1293.56507258,2014.07.01
55,114,Industrial Aviles,Bolivia,1424.92530412,2014.07.01
56,115,La Paz,Bolivia,1280.3145062,2014.07.01
57,116,Mariscal,Bolivia,1283.72544658,2014.07.01
58,117,Nacional Potosi,Bolivia,1447.33070102,2014.07.01
59,118,Oriente Petrolero,Bolivia,1459.9254213,2014.07.01
60,119,Petrolero de Yacuiba,Bolivia,1384.00736045,2014.07.01
61,120,Real Mamore,Bolivia,1208.69643958,2014.07.01
62,121,Real Potosi,Bolivia,1542.01023919,2014.07.01
63,122,Royal Pari,Bolivia,1424.92530412,2014.07.01
64,123,San Jose,Bolivia,1632.18782675,2014.07.01
65,124,Santa Cruz,Bolivia,1356.11482831,2014.07.01
66,125,Sport Boys,Bolivia,1422.00015886,2014.07.01
67,126,The Strongest,Bolivia,1669.74833901,2014.07.01
68,127,U. Pando,Bolivia,1424.92530412,2014.07.01
69,128,U. Sucre,Bolivia,1527.34601937,2014.07.01
70,129,Universitario Beni,Bolivia,1424.92530412,2014.07.01
71,130,Wilstermann,Bolivia,1503.09347621,2014.07.01
72,201,America MG,Brasil,1588.70059685,2014.07.01
73,202,America RN,Brasil,1430.15341424,2014.07.01
74,203,Athletico-PR,Brasil,1733.6812455,2014.07.01
75,204,Atletico GO,Brasil,1551.48442822,2014.07.01
76,205,Atletico-MG,Brasil,1788.47798684,2014.07.01
77,206,Avai,Brasil,1571.71798889,2014.07.01
78,207,Bahia,Brasil,1647.82086875,2014.07.01
79,208,Barueri,Brasil,1564.18333515,2014.07.01
80,209,Betim,Brasil,1524.25309312,2014.07.01
81,210,Botafogo RJ,Brasil,1681.40381479,2014.07.01
82,211,Brasiliense,Brasil,1509.11574762,2014.07.01
83,212,Ceara,Brasil,1609.11672306,2014.07.01
84,213,Chapecoense-SC,Brasil,1572.27415005,2014.07.01
85,214,Corinthians,Brasil,1767.41388488,2014.07.01
86,215,Coritiba,Brasil,1641.95182769,2014.07.01
87,216,Criciuma,Brasil,1583.35530312,2014.07.01
88,217,Cruzeiro,Brasil,1827.44067042,2014.07.01
89,218,Figueirense,Brasil,1529.6452227,2014.07.01
90,219,Flamengo RJ,Brasil,1697.14266257,2014.07.01
91,220,Fluminense,Brasil,1739.02941008,2014.07.01
92,221,Fortaleza,Brasil,1543.19952007,2014.07.01
93,222,Gama,Brasil,1545.24840783,2014.07.01
94,223,Goias,Brasil,1700.83077967,2014.07.01
95,224,Gremio,Brasil,1796.93910397,2014.07.01
96,225,Guarani,Brasil,1540.62443292,2014.07.01
97,226,Internacional,Brasil,1705.39523366,2014.07.01
98,227,Joinville,Brasil,1602.48363577,2014.07.01
99,228,Juventude,Brasil,1552.06350327,2014.07.01
100,229,Nautico,Brasil,1470.27239585,2014.07.01
101,230,Palmeiras,Brasil,1628.38526801,2014.07.01
102,231,Parana,Brasil,1518.52432686,2014.07.01
103,232,Paysandu PA,Brasil,1529.62112361,2014.07.01
104,233,Ponte Preta,Brasil,1625.69806052,2014.07.01
105,234,Portuguesa,Brasil,1702.23962498,2014.07.01
106,235,Santa Cruz,Brasil,1486.06205941,2014.07.01
107,236,Santo Andre,Brasil,1569.48484088,2014.07.01
108,237,Santos,Brasil,1771.57278026,2014.07.01
109,238,Sao Caetano,Brasil,1548.23857829,2014.07.01
110,239,Sao Paulo,Brasil,1747.56326154,2014.07.01
111,240,Sport Recife,Brasil,1590.14087323,2014.07.01
112,241,Vasco,Brasil,1657.92061518,2014.07.01
113,242,Vitoria,Brasil,1693.22701864,2014.07.01
114,301,A. Italiano,Chile,1474.22667174,2014.07.01
115,302,Antofagasta,Chile,1474.82993045,2014.07.01
116,303,Barnechea,Chile,1451.7139051,2014.07.01
117,304,C.D.S. Naval,Chile,1364.35778052,2014.07.01
118,305,Cobreloa,Chile,1545.57397729,2014.07.01
119,306,Cobresal,Chile,1461.38235094,2014.07.01
120,307,Colo Colo,Chile,1589.61276744,2014.07.01
121,308,Coquimbo,Chile,1367.46238411,2014.07.01
122,309,Curico Unido,Chile,1422.68525182,2014.07.01
123,310,D. Concepcion,Chile,1464.4397892,2014.07.01
124,311,D. Puerto Montt,Chile,1404.55211664,2014.07.01
125,312,Deportes Iquique,Chile,1534.84011966,2014.07.01
126,313,Deportes Temuco,Chile,1342.49181673,2014.07.01
127,314,Everton,Chile,1426.36576683,2014.07.01
128,315,Huachipato,Chile,1497.13793596,2014.07.01
