,id,nome,pais,rate,date
0,1,Aldosivi,Argentina,1572.01571704,2012.01.03
1,2,All Boys,Argentina,1577.30108503,2012.01.03
2,3,Almagro,Argentina,1504.84820984,2012.01.03
3,4,Argentinos Jrs,Argentina,1651.33082398,2012.01.03
4,5,Arsenal Sarandi,Argentina,1628.79233836,2012.01.03
5,6,Atl. Rafaela,Argentina,1566.77568804,2012.01.03
6,7,Atl. Tucuman,Argentina,1524.91311592,2012.01.03
7,8,Banfield,Argentina,1557.23257263,2012.01.03
8,9,Belgrano,Argentina,1621.83482692,2012.01.03
9,10,Boca Juniors,Argentina,1757.23052268,2012.01.03
10,11,Central Cordoba,Argentina,1572.01571704,2012.01.03
11,12,Chacarita Juniors,Argentina,1493.09185508,2012.01.03
12,13,Colon Santa FE,Argentina,1636.47189451,2012.01.03
13,14,Crucero del Norte,Argentina,1572.01571704,2012.01.03
14,15,Defensa y Justicia,Argentina,1557.25167889,2012.01.03
15,16,Estudiantes L.P.,Argentina,1674.1584931,2012.01.03
16,17,Gimnasia Jujuy,Argentina,1527.35952934,2012.01.03
17,18,Gimnasia L.P.,Argentina,1537.3877557,2012.01.03
18,19,Godoy Cruz,Argentina,1657.59435435,2012.01.03
19,20,Huracan,Argentina,1449.18576911,2012.01.03
20,21,Huracan Tres Arroyos,Argentina,1389.36413036,2012.01.03
21,22,Independiente,Argentina,1669.25232093,2012.01.03
22,23,Instituto,Argentina,1455.27401805,2012.01.03
23,24,Lanus,Argentina,1708.15729734,2012.01.03
24,25,Newells Old Boys,Argentina,1564.05511523,2012.01.03
25,26,Nueva Chicago,Argentina,1515.5089341,2012.01.03
26,27,Olimpo Bahia Blanca,Argentina,1550.44442698,2012.01.03
27,28,Patronato,Argentina,1568.81929082,2012.01.03
28,29,Quilmes,Argentina,1517.11623718,2012.01.03
29,30,Racing Club,Argentina,1662.19363986,2012.01.03
30,31,River Plate,Argentina,1616.66491687,2012.01.03
31,32,Rosario Central,Argentina,1615.87810392,2012.01.03
32,33,San Lorenzo,Argentina,1572.28798451,2012.01.03
33,34,San Martin S.J.,Argentina,1572.86918763,2012.01.03
34,35,San Martin T.,Argentina,1566.63706809,2012.01.03
35,36,Sarmiento Junin,Argentina,1578.27704873,2012.01.03
36,37,Talleres Cordoba,Argentina,1619.20056794,2012.01.03
37,38,Temperley,Argentina,1572.01571704,2012.01.03
38,39,Tigre,Argentina,1637.00518731,2012.01.03
39,40,Tiro Federal,Argentina,1449.3034646,2012.01.03
40,41,Union de Santa Fe,Argentina,1523.89846545,2012.01.03
41,42,Velez Sarsfield,Argentina,1773.92333312,2012.01.03
42,101,1 de Mayo,Bolivia,1347.91196971,2012.01.03
43,102,Always Ready,Bolivia,1424.92530412,2012.01.03
44,103,Aurora,Bolivia,1533.13545813,2012.01.03
45,104,Bermejo,Bolivia,1424.92530412,2012.01.03
46,105,Blooming,Bolivia,1441.70114083,2012.01.03
47,106,Bolivar,Bolivia,1546.98849974,2012.01.03
48,107,Central Union,Bolivia,1313.5730585,2012.01.03
49,108,Ciclon,Bolivia,1411.18490641,2012.01.03
50,109,Destroyers,Bolivia,1351.8977638,2012.01.03
51,110,Fancesa,Bolivia,1406.16867959,2012.01.03
52,111,Guabira,Bolivia,1307.40372176,2012.01.03
53,112,Iberoamericana,Bolivia,1186.3307265,2012.01.03
54,113,Independiente,Bolivia,1293.5407958,2012.01.03
55,114,Industrial Aviles,Bolivia,1424.92530412,2012.01.03
56,115,La Paz,Bolivia,1365.04310475,2012.01.03
57,116,Mariscal,Bolivia,1283.72598572,2012.01.03
58,117,Nacional Potosi,Bolivia,1437.87291892,2012.01.03
59,118,Oriente Petrolero,Bolivia,1587.51392864,2012.01.03
60,119,Petrolero de Yacuiba,Bolivia,1424.92530412,2012.01.03
61,120,Real Mamore,Bolivia,1208.58157742,2012.01.03
62,121,Real Potosi,Bolivia,1525.84487727,2012.01.03
63,122,Royal Pari,Bolivia,1424.92530412,2012.01.03
64,123,San Jose,Bolivia,1560.87455127,2012.01.03
65,124,Santa Cruz,Bolivia,1356.04454568,2012.01.03
66,125,Sport Boys,Bolivia,1424.92530412,2012.01.03
67,126,The Strongest,Bolivia,1587.17211753,2012.01.03
68,127,U. Pando,Bolivia,1424.92530412,2012.01.03
69,128,U. Sucre,Bolivia,1527.73541173,2012.01.03
70,129,Universitario Beni,Bolivia,1424.92530412,2012.01.03
71,130,Wilstermann,Bolivia,1427.83879492,2012.01.03
72,201,America MG,Brasil,1607.11705854,2012.01.03
73,202,America RN,Brasil,1427.70563118,2012.01.03
74,203,Athletico-PR,Brasil,1642.59080814,2012.01.03
75,204,Atletico GO,Brasil,1694.12822746,2012.01.03
76,205,Atletico-MG,Brasil,1650.59521885,2012.01.03
77,206,Avai,Brasil,1575.11117688,2012.01.03
78,207,Bahia,Brasil,1620.4247303,2012.01.03
79,208,Barueri,Brasil,1563.64801482,2012.01.03
80,209,Betim,Brasil,1542.0224185,2012.01.03
81,210,Botafogo RJ,Brasil,1668.04806516,2012.01.03
